op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For rent,Pļavnieki,Salnas 24,1,38.0,4,5,M. ģim.,Panel,All amenities,220.0,56.94167865,24.22621375
For rent,centrs,Elku 2,2,55.0,2,3,P. kara,Masonry,All amenities,30.0,56.9675144,24.144816348970515
For sale,Imanta,Imantas 3c,3,66.0,5,5,LT proj.,Panel-Brick,All amenities,55000.0,56.9544068,24.025776399999998
For sale,Ziepniekkalns,Bikstu 6,3,108.0,6,6,Jaun.,Panel-Brick,All amenities,145000.0,56.908847550000004,24.079437051352325
For sale,Iļģuciems,Lidoņu 19,2,50.0,5,5,LT proj.,Panel,All amenities,47500.0,56.97071185,24.06133985914488
For sale,Iļģuciems,Stūres 2,1,17.0,5,5,M. ģim.,Brick,Partial amenities,8700.0,56.9692203,24.069493731814187
For rent,Purvciems,Zileņu 12,1,35.0,3,5,Jaun.,Panel-Brick,All amenities,330.0,56.9543951,24.1766165
For sale,centrs,Brīvības 147,3,77.0,3,7,P. kara,Masonry,All amenities,122000.0,56.965483750000004,24.142497959635975
For sale,centrs,Brīvības 147,3,75.0,3,7,P. kara,Masonry,All amenities,124000.0,56.965483750000004,24.142497959635975
For sale,Āgenskalns,Raņķa d. 34,3,91.0,6,23,Jaun.,Panel-Brick,All amenities,199400.0,56.9483074,24.0801468
For rent,Iļģuciems,Saulgožu 19,1,30.0,2,5,Hrušč.,Brick,All amenities,250.0,56.9678207,24.0484273830414
For sale,Sarkandaugava,Hāpsalas 15,4,105.0,7,8,Specpr.,Brick-Panel,All amenities,99000.0,57.0021136,24.1212483
For rent,Teika,Vidrižu 4,3,76.0,5,9,Specpr.,Brick,All amenities,590.0,56.9788671,24.1774824079002
For sale,centrs,Čaka 36,4,84.0,2,5,Renov.,Masonry,All amenities,149810.0,56.952698,24.1299733
For sale,Purvciems,Ūnijas 58a,3,59.0,4,5,LT proj.,Panel,All amenities,55000.0,56.96372375,24.178713829735
For rent,centrs,Riepnieku 4,2,55.0,5,5,Staļina,Brick,All amenities,300.0,56.94400335,24.125780302131034
For rent,Pļavnieki,Dravnieku 13,3,63.0,7,8,602.,Panel,All amenities,350.0,56.94404435,24.21522315
For sale,centrs,Stabu 29,3,76.0,5,6,P. kara,Masonry,All amenities,110000.0,56.9564335,24.1285032
For sale,Mežciems,Kaivas 50,3,69.0,3,5,Jaun.,Brick-Panel,All amenities,92750.0,56.95546705,24.24181865
For rent,centrs,13. janvāra 21,3,91.0,4,6,Jaun.,Panel,All amenities,850.0,56.9443781,24.1105085
For rent,Sarkandaugava,Ziemeļu 17,2,30.0,3,4,P. kara,Masonry,Partial amenities,180.0,57.0018786,24.119843
For rent,Ziepniekkalns,Zaļenieku 21,1,34.0,2,3,Jaun.,Masonry,All amenities,390.0,56.906906,24.09811735
For sale,centrs,Merķeļa 17,2,60.0,2,4,P. kara,Brick,All amenities,180000.0,56.9515994,24.1159776
For sale,Teika,Brīvības gatve 313,3,79.0,2,5,Specpr.,Brick-Panel,All amenities,81000.0,56.982792450000005,24.19636687544211
For rent,Vecmīlgrāvis,Emmas 28,2,40.0,1,5,Jaun.,Brick-Panel,All amenities,320.0,57.03179875,24.116664434628998
For sale,Vecmīlgrāvis,Emmas 28,2,33.0,4,4,Renov.,Masonry,All amenities,49000.0,57.03179875,24.116664434628998
For sale,centrs,Ģertrūdes 41,4,81.0,2,2,P. kara,Wood,All amenities,103000.0,56.953930850000006,24.12924227918695
For sale,Vecmīlgrāvis,Emmas 28,2,28.0,1,4,Renov.,Masonry,All amenities,37000.0,57.03179875,24.116664434628998
For rent,Vecrīga,Vaļņu 3,2,43.0,5,6,Renov.,Brick-Panel,All amenities,520.0,56.9506012,24.1093904
Buying,centrs,,Citi,20.0,20,20,,,,,46.3144754,11.0480288
Buying,Teika,,Citi,20.0,20,20,,,,,46.3144754,11.0480288
Buying,Sarkandaugava,,Citi,20.0,20,20,,,,,46.3144754,11.0480288
Other,Imanta,Zentenes 18,1,15.0,7,,119.,Panel,All amenities,175.0,56.9618626,24.003491021455982
For sale,Jugla,Juglas 23,2,47.0,3,5,Hrušč.,Panel,All amenities,40500.0,56.98386715,24.248527936889236
For sale,centrs,Valdemāra 69,2,33.0,1,5,Renov.,Masonry,All amenities,49990.0,56.9620417,24.1224439
For sale,centrs,Valdemāra 69,2,55.0,2,5,Renov.,Masonry,All amenities,73990.0,56.9620417,24.1224439
For sale,centrs,Valdemāra 69,2,37.0,2,6,Renov.,Masonry,All amenities,87990.0,56.9620417,24.1224439
For sale,centrs,Valdemāra 69,2,39.0,4,5,Renov.,Masonry,All amenities,64990.0,56.9620417,24.1224439
For sale,centrs,Valdemāra 69,1,29.0,1,5,Renov.,Masonry,All amenities,43990.0,56.9620417,24.1224439
For sale,centrs,Valdemāra 69,1,22.0,4,5,Renov.,Masonry,All amenities,41442.0,56.9620417,24.1224439
For sale,centrs,Valdemāra 69,2,40.0,4,6,Renov.,Masonry,All amenities,58990.0,56.9620417,24.1224439
For rent,centrs,Valdemāra 83,2,49.0,1,7,Renov.,Brick,All amenities,500.0,56.9634352,24.12521242982409
For sale,centrs,Valdemāra 69,2,37.0,2,6,Renov.,Masonry,All amenities,84990.0,56.9620417,24.1224439
For sale,centrs,Valdemāra 69,1,26.0,4,5,Renov.,Masonry,All amenities,49400.0,56.9620417,24.1224439
For sale,centrs,Valdemāra 69,2,40.0,2,6,Renov.,Masonry,All amenities,64990.0,56.9620417,24.1224439
For sale,Teika,Raunas 19,4,74.0,5,5,Specpr.,Brick-Panel,All amenities,86000.0,56.968936850000006,24.173618097384814
For sale,centrs,Maskavas 112,2,39.0,3,4,P. kara,Brick,All amenities,45000.0,56.8597884,24.3083417
For sale,centrs,Valdemāra 69,1,16.0,2,5,P. kara,Masonry,All amenities,47000.0,56.9620417,24.1224439
For sale,Ziepniekkalns,Vienības g. 87i,3,112.0,2,4,Jaun.,Masonry,All amenities,142000.0,56.918403,24.0883001
For sale,Ziepniekkalns,Vienības g. 87i,2,85.0,1,4,Jaun.,Panel,All amenities,115000.0,56.918403,24.0883001
For sale,Purvciems,Braslas 53,3,81.3,6,6,Jaun.,Panel,All amenities,115000.0,56.95747179999999,24.1669890886796
For sale,Purvciems,Dzelzavas 33,1,32.0,4,5,LT proj.,Brick-Panel,All amenities,33500.0,56.960183099999995,24.180967799999998
For sale,Iļģuciems,Reņģes 7-k2,2,44.6,1,5,Specpr.,Brick,All amenities,36000.0,56.9657966,24.0629937
For sale,Teika,Ropažu 93,1,28.0,1,2,P. kara,Wood,Partial amenities,22000.0,56.9825039,24.19176930406028
For sale,Iļģuciems,Baltā 19,3,55.0,2,5,LT proj.,Panel,All amenities,40000.0,56.97070215,24.065018009622392
For sale,Sarkandaugava,Ziemeļu 3,2,52.0,4,5,Jaun.,Masonry,All amenities,59500.0,57.0025614,24.2835188
For rent,centrs,Skolas 191,1,5.0,1,5,P. kara,Brick,All amenities,120.0,48.2969502,-100.7081938
Buying,Iļģuciems,,Citi,20.0,20,20,,,,,46.3144754,11.0480288
Buying,Imanta,,Citi,20.0,20,20,,,,,46.3144754,11.0480288
Buying,Dzegužkalns,,Citi,20.0,20,20,,,,,46.3144754,11.0480288
Buying,,,Citi,20.0,20,20,,,,,46.3144754,11.0480288
Buying,Ziepniekkalns,,Citi,20.0,20,20,,,,,46.3144754,11.0480288
Buying,Vecmīlgrāvis,,Citi,20.0,20,20,,,,,46.3144754,11.0480288
Buying,Purvciems,,Citi,20.0,20,20,,,,,46.3144754,11.0480288
For sale,centrs,Pērnavas 10,3,80.0,2,5,Staļina,Brick,All amenities,142000.0,56.9647239,24.1477109
For rent,Bolderāja,Gobas 35,2,49.0,2,5,LT proj.,Brick-Panel,All amenities,250.0,57.0322103,24.054137502231427
For rent,centrs,Elijas 20,1,15.0,3,4,P. kara,Brick,All amenities,200.0,56.9411476,24.1242481
For sale,centrs,Lienes 6a,1,22.0,2,2,P. kara,Wood,All amenities,15000.0,56.9539286,24.1448758
For sale,Dārzciems,Slāvu 17,2,51.0,6,9,602.,Panel,All amenities,53000.0,56.9297701,24.177438744347278
For sale,Ķengarags,Prūšu 22,2,45.0,4,5,Hrušč.,Brick,All amenities,40000.0,56.9134761,24.18677075
For rent,Imanta,Jūrmalas g. 113b,4,102.0,2,3,Jaun.,Panel-Brick,All amenities,800.0,56.954002599999995,23.989659136165734
For sale,Pļavnieki,Salnas 21,3,72.0,8,9,Jaun.,Panel,All amenities,125000.0,56.942327,24.23009287799782
For rent,Āgenskalns,Mūkusalas 25,1,35.0,3,6,Jaun.,Masonry,All amenities,550.0,56.93740390000001,24.101176263114088
For rent,Purvciems,Pūces 45,2,70.0,1,9,Jaun.,Panel-Brick,All amenities,450.0,56.9527285,24.190798710604334
For sale,Pļavnieki,Rencēnu 40,1,27.0,1,5,Renov.,Panel,All amenities,25000.0,56.9223072,24.2131166
For sale,Pļavnieki,Ilūkstes 18,2,50.0,3,9,602.,Panel,All amenities,51000.0,56.938833,24.19621860062507
For sale,Imanta,Dammes 19,2,50.0,2,5,LT proj.,Panel,All amenities,53000.0,56.96275695,24.011198647972307
For sale,Purvciems,Nīcgales 47,4,91.0,3,5,103.,Brick-Panel,All amenities,100000.0,56.9461335,24.173174894227273
For rent,Pļavnieki,Rudens 5,1,35.0,5,9,602.,Panel,All amenities,230.0,56.938603650000005,24.199040499841587
Buying,centrs,,3,,2,,,,,,46.3144754,11.0480288
For sale,centrs,Skolas 20,3,112.0,2,6,Renov.,Masonry,All amenities,320000.0,48.2969502,-100.7081938
For sale,centrs,Stabu 11,4,89.0,2,6,Specpr.,Panel-Brick,All amenities,199500.0,56.95926715,24.122760078464154
Renting,Zolitūde,,2,,,,,,,,46.3144754,11.0480288
Renting,Purvciems,,2,,,,,,,,46.3144754,11.0480288
For sale,Pļavnieki,Pavasara g. 5,4,76.0,6,9,602.,Panel,All amenities,89000.0,56.9346184,24.1980807
For sale,Čiekurkalns,Tēraudlietuves 10,1,31.0,1,2,P. kara,Wood,Partial amenities,11900.0,56.98125695,24.151752600620696
For rent,centrs,Vagonu 22,1,30.0,3,5,Renov.,Brick,All amenities,400.0,56.948633150000006,24.15003220000001
For rent,Imanta,Rigondas g. 7,1,30.0,12,12,Čehu pr.,Brick-Panel,All amenities,290.0,56.9648157,24.0190534
Other,centrs,Kalniņa 1a,1,30.0,4,5,P. kara,Brick,All amenities,10.0,56.94944785,24.12059855757486
Change,Ziepniekkalns,,2,,9,9,602.,,All amenities,,46.3144754,11.0480288
For sale,Sarkandaugava,Sīmaņa 9a,2,32.0,1,4,P. kara,Masonry,All amenities,19000.0,56.99391265,24.129698988333335
For rent,centrs,Ausekļa 7,2,77.0,3,6,P. kara,Masonry,All amenities,700.0,56.96104425,24.099655755347378
For sale,Maskavas priekšpilsēta,Maskavas 222b,2,47.0,4,9,467.,Panel,All amenities,51000.0,56.9239084,24.167405999820776
For sale,Imanta,M. Krūmu 18,2,50.0,8,9,602.,Panel,All amenities,58000.0,56.9613122,24.00396807449188
For sale,Mežaparks,Ķempes 4,3,140.0,8,12,Jaun.,Masonry,All amenities,179800.0,56.9943642,24.166126688574955
For rent,centrs,Stabu 70,4,111.3,4,5,P. kara,Brick,All amenities,560.0,56.952235,24.1366039
For rent,Ķengarags,Lokomotīves 48,2,49.0,2,5,LT proj.,Panel,All amenities,45.0,56.90837855,24.200666050000002
For sale,Mežaparks,Ezermalas 4,4,75.0,2,5,Specpr.,Brick,All amenities,57000.0,56.993204750000004,24.19176237358097
Buying,Dzegužkalns,,,,,,,,,,46.3144754,11.0480288
For sale,Āgenskalns,Sabiles 8,3,90.0,2,3,Jaun.,Masonry,All amenities,144200.0,56.9394528,24.0668604
Buying,Čiekurkalns,,Citi,,,,,,,,46.3144754,11.0480288
For rent,centrs,Sermuliņu 14,2,50.0,2,5,Jaun.,Panel,All amenities,550.0,56.97121095,24.10518275
For sale,Jugla,Juglas 47,3,57.0,4,5,LT proj.,Panel,All amenities,57500.0,56.96646415,24.28968471953864
For sale,Āgenskalns,Nometņu 49,2,48.0,4,5,P. kara,Masonry,All amenities,62000.0,56.938686700000005,24.07252010265387
For sale,centrs,Lāčplēša 62/66,4,126.0,3,5,P. kara,Masonry,All amenities,120000.0,56.9468471,24.133767
For sale,centrs,Mastu 6,2,47.0,3,5,Hrušč.,Brick,All amenities,52900.0,56.97019225,24.100726749259767
For rent,Torņakalns,Jelgavas 62/64,1,22.0,2,2,P. kara,Wood,Partial amenities,180.0,56.9382641,24.0971627
For rent,centrs,Eksporta 4,1,46.0,3,5,P. kara,Brick,All amenities,400.0,56.956763,24.0954531
For sale,Vecmīlgrāvis,Vecmīlgrāvja 1. l. 54,2,50.0,2,5,LT proj.,Panel,All amenities,31500.0,NaN,NaN
For sale,Ķengarags,Maskavas 254/7,2,44.0,1,5,Hrušč.,Brick-Panel,All amenities,41800.0,56.8945857,24.2163422
For sale,Voleri,Daugavgrīvas š. 17,2,43.0,1,1,Priv. m.,Wood,Without amenities,5500.0,57.0164335,24.0628649
For sale,Šampēteris-Pleskodāle,Kalnciema 101,3,62.0,2,5,Specpr.,Brick,All amenities,63500.0,56.9371252,24.04281398507363
For rent,centrs,Rūpniecības 1,5,155.0,2,6,Renov.,Masonry,All amenities,2200.0,56.9591583,24.102674114411457
For sale,Ziepniekkalns,Īslīces 3,3,78.0,2,9,119.,Panel,All amenities,77000.0,56.9004074,24.083742288521734
For sale,Purvciems,Ķeguma 43,1,39.0,4,5,M. ģim.,Panel,All amenities,37900.0,56.96378645,24.196187449485812
For sale,centrs,Ģertrūdes 31,2,51.0,2,5,P. kara,Masonry,All amenities,105000.0,56.955527000000004,24.12644277373967
For rent,Šampēteris-Pleskodāle,Šampētera 74,1,50.0,1,2,Priv. m.,Masonry,All amenities,430.0,56.9394655,24.030093220412134
For sale,Dzegužkalns,Tapešu 54,3,59.0,1,5,LT proj.,Panel,All amenities,49200.0,56.95884165,24.04820194760079
For sale,Imanta,Kurzemes pr. 74,3,54.0,5,5,LT proj.,Panel,All amenities,60000.0,56.9567829,24.0344957
For sale,Vecrīga,Vāgnera 2,4,118.0,4,5,Renov.,Masonry,All amenities,596000.0,56.9492915,24.1099745
For sale,centrs,Kazarmu 2a,1,30.0,2,5,P. kara,Brick,All amenities,42000.0,56.9731021,24.1419
For sale,Purvciems,Dzelzavas 38,3,75.0,5,12,104.,Panel,All amenities,85000.0,56.9583699,24.1789809
For sale,Āgenskalns,Gregora 6,2,36.0,6,6,LT proj.,Brick-Panel,All amenities,29500.0,56.945795000000004,24.0521562
For sale,centrs,Republikas laukums 3,3,126.0,6,6,Jaun.,Panel,All amenities,273000.0,56.955252200000004,24.0999991251943
For sale,Pļavnieki,Lubānas 117-65,2,50.0,9,8,602.,Panel,All amenities,47000.0,56.9310392,24.1885814
For sale,Maskavas priekšpilsēta,Maskavas 55,3,65.0,1,5,P. kara,Masonry,All amenities,68000.0,56.8597884,24.3083417
For rent,centrs,Bruņinieku 81,1,14.0,3,5,P. kara,Masonry,All amenities,185.0,56.9519155,24.140452716007907
For sale,centrs,Hospitāļu 28,2,62.0,4,5,P. kara,Brick,All amenities,67500.0,56.97381225,24.13811846547668
For sale,Imanta,Anniņmuižas bulvāris 50,3,61.0,5,9,602.,Panel,All amenities,53500.0,56.95975045,24.010693067847928
For sale,Ķīpsala,Balasta d. 72,3,131.0,1,1,Jaun.,Masonry,All amenities,260000.0,56.9489344,24.0882804
For sale,centrs,Valdemāra 76,4,96.0,3,10,Specpr.,Brick,All amenities,130000.0,56.96885245,24.13257603943002
For sale,Vecmīlgrāvis,Stiebru 6,1,28.0,1,5,LT proj.,Panel,All amenities,31000.0,57.0347818,24.096171849999998
For sale,centrs,Vāgnera 12,1,20.0,2,4,Renov.,Masonry,All amenities,72000.0,56.94881585,24.11147385910852
For sale,Pļavnieki,Ulbrokas 22,2,51.0,3,9,602.,Panel,All amenities,52900.0,56.9440729,24.21773921259132
For rent,Teika,Vairoga 32,2,56.0,2,3,Jaun.,Brick-Panel,All amenities,540.0,56.9690716,24.171649886013512
For sale,Āgenskalns,Raņķa d. 34,3,91.0,6,23,Jaun.,Masonry,All amenities,199400.0,56.9483074,24.0801468
For sale,Teika,Āraišu 38,3,90.0,2,6,Jaun.,Brick-Panel,All amenities,143000.0,56.972683149999995,24.171289746872873
For sale,Mežciems,Kaivas 29/2,3,105.0,1,4,Jaun.,Brick-Panel,All amenities,157000.0,56.9541725,24.2443253
For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,89.0,17,30,Jaun.,Masonry,All amenities,650.0,56.9334996,24.0424848
For rent,Ķengarags,Prūšu 4,2,42.0,4,5,Jaun.,Panel,All amenities,340.0,56.914674700000006,24.18150793464188
For sale,Āgenskalns,Ventspils 45/1,2,47.0,3,3,Specpr.,Brick,All amenities,65000.0,56.9335665,24.0460096
For sale,Jugla,Juglas 37,3,60.0,5,5,Hrušč.,Panel,All amenities,49000.0,56.966486849999995,24.284220499999996
For sale,Čiekurkalns,Gaujas 37,1,31.0,3,3,P. kara,Masonry,Partial amenities,14700.0,56.98605995,24.163471301183286
For rent,centrs,Republikas laukums 3,2,55.0,5,8,Jaun.,Brick-Panel,All amenities,49.0,56.955252200000004,24.0999991251943
For sale,Purvciems,Upeņu 19,4,83.0,5,8,Jaun.,Panel,All amenities,152800.0,56.9604932,24.192551980315336
For sale,centrs,Baznīcas 45,5,143.0,3,5,Renov.,Masonry,All amenities,255000.0,56.9599931,24.1244665
For rent,centrs,Brīvības 121-141,3,62.0,3,5,Staļina,Brick,All amenities,500.0,56.9675034,24.1486457
For sale,Dzegužkalns,Eiženijas 17,5,91.0,3,5,Jaun.,Panel,All amenities,162100.0,56.9561314,24.0541248
For rent,centrs,Blaumaņa 5,5,133.0,4,4,P. kara,Masonry,All amenities,950.0,56.9550369,24.1223636
For sale,Purvciems,Ainavas 2a,3,82.0,2,6,Jaun.,Panel-Brick,All amenities,123000.0,56.9638199,24.189736084084302
For rent,centrs,Kalēju 74,2,61.0,3,6,Jaun.,Panel-Brick,All amenities,780.0,56.945456,24.1115799
For rent,centrs,Barona 37,3,81.0,7,7,P. kara,Masonry,All amenities,850.0,56.9546563,24.1272827
For rent,centrs,Palasta 9,3,84.0,4,5,Renov.,Masonry,All amenities,950.0,56.9478576,24.1042869
For rent,Šampēteris-Pleskodāle,Volguntes 40,3,104.0,3,4,Jaun.,Brick,All amenities,780.0,56.937573799999996,24.037465450000006
For sale,centrs,Katrīnas d. 17,2,67.0,2,6,Jaun.,Panel-Brick,All amenities,79900.0,56.9716816,24.1021951
For rent,centrs,Antonijas 14,1,30.0,4,8,Renov.,Panel,All amenities,380.0,56.9589948,24.113056534960137
For rent,centrs,Antonijas 14,1,26.0,3,8,Renov.,Panel,All amenities,350.0,56.9589948,24.113056534960137
For sale,centrs,Birznieka-Upīša 6,Citi,195.0,2,3,P. kara,Wood,All amenities,159000.0,56.948546949999994,24.12445424589285
For sale,Āgenskalns,Gardenes 9,2,45.0,1,5,Hrušč.,Brick,All amenities,45300.0,56.9273556,24.07368867474538
For rent,Iļģuciems,Lilijas 8,3,68.0,5,5,LT proj.,Panel,All amenities,370.0,56.9650304,24.06595852563904
For sale,Sarkandaugava,Aptiekas 11,5,134.0,1,3,P. kara,Brick,All amenities,40000.0,56.99784,24.1192554
For sale,Imanta,Vecumnieku 78,3,99.0,1,3,Jaun.,Masonry,Without amenities,230000.0,56.9563166,24.0234127
Renting,Purvciems,,3,,2,,,,,,46.3144754,11.0480288
For sale,Ķengarags,Festivāla 1,2,35.0,3,5,Hrušč.,Brick,All amenities,37500.0,56.90348845,24.203697950000002
For sale,Ķengarags,Aglonas 10/3,2,47.0,2,5,LT proj.,Panel,All amenities,46000.0,56.9137899,24.180044
For rent,centrs,Pulkv. Brieža 3,1,31.0,4,5,P. kara,Masonry,All amenities,310.0,NaN,NaN
For sale,Imanta,Anniņmuižas bulvāris 43,3,86.0,5,22,Jaun.,Panel,All amenities,158000.0,56.959030600000006,24.013887042853
For rent,Ziepniekkalns,Ziepniekkalna 70,4,138.0,4,4,Jaun.,Masonry,All amenities,700.0,56.8974581,24.1389382
For sale,centrs,Indrānu 17,2,49.0,2,4,Renov.,Masonry,All amenities,99000.0,56.968951000000004,24.144884267677117
For rent,Zolitūde,Apuzes 40,3,104.0,3,4,Jaun.,Brick-Panel,All amenities,780.0,56.93844915,24.023096321307317
For sale,centrs,Tallinas 38,3,75.0,2,4,P. kara,Masonry,All amenities,95000.0,56.961407699999995,24.139456133055788
For sale,centrs,Tallinas 86,1,31.0,5,5,Renov.,Brick,All amenities,60000.0,56.95652115,24.147680900018845
For rent,centrs,Baznīcas 26a,3,104.0,6,6,P. kara,Brick,All amenities,700.0,56.9585108,24.122897820107795
For sale,Pļavnieki,Ulbrokas 22,2,51.0,2,9,602.,Panel,All amenities,58000.0,56.9440729,24.21773921259132
For rent,centrs,Brīvības 114,2,38.0,2,3,P. kara,Masonry,All amenities,270.0,56.9619771,24.1348346
For sale,Dārzciems,Jaunrozes 9,2,48.0,1,3,Specpr.,Brick,All amenities,45000.0,56.94596715,24.166201550000004
For sale,Jugla,Silciema 5,2,46.0,1,5,Hrušč.,Panel,All amenities,41000.0,56.9882535,24.237895432886905
For sale,centrs,Valdemāra 11,3,85.0,1,5,P. kara,Masonry,All amenities,145000.0,56.9557623,24.11080202855961
Buying,Zolitūde,,,,,,,,,,46.3144754,11.0480288
Buying,Ziepniekkalns,,,,,,,,,,46.3144754,11.0480288
Buying,Vecmīlgrāvis,,,,,,,,,,46.3144754,11.0480288
For sale,Teika,Ūnijas 73,3,92.0,4,5,Jaun.,Masonry,All amenities,160000.0,56.96436315,24.179150206562195
Buying,Teika,,,,,,,,,,46.3144754,11.0480288
Buying,Sarkandaugava,,,,,,,,,,46.3144754,11.0480288
Renting,Čiekurkalns,,,,,,,,,,46.3144754,11.0480288
Buying,Purvciems,,,,,,,,,,46.3144754,11.0480288
Buying,Pļavnieki,,,,,,,,,,46.3144754,11.0480288
Buying,Mežciems,,,,,,,,,,46.3144754,11.0480288
For rent,Mežciems,Hipokrāta 9,1,47.0,5,16,104.,Panel,All amenities,270.0,56.96758455,24.238078024789004
For sale,Āgenskalns,Kristapa 20,2,41.0,2,5,Hrušč.,Brick,All amenities,39999.0,56.944114150000004,24.064304448841092
For sale,Imanta,Akāciju 2d,2,45.0,2,9,Jaun.,Panel,All amenities,89999.0,56.951413200000005,24.00387617537462
For sale,Imanta,Jūrmalas g. 82/2,2,47.0,9,9,Jaun.,Panel,All amenities,76999.0,NaN,NaN
For sale,Teika,Ieriķu 39,3,56.0,1,1,LT proj.,Panel,All amenities,59990.0,56.9666739,24.18015715
For sale,centrs,Barona 36,4,125.0,4,6,Renov.,Masonry,All amenities,295000.0,56.9531436,24.1255034
For rent,Āgenskalns,Kuldīgas 13a,2,63.0,4,5,Specpr.,Brick,All amenities,350.0,56.95251974999999,24.065871344147958
For sale,Imanta,Kurzemes pr. 98,3,63.0,5,9,602.,Panel,All amenities,65000.0,NaN,NaN
For rent,Purvciems,Ilūkstes 48,2,64.0,2,9,119.,Panel,All amenities,325.0,56.949431149999995,24.199122200000005
For sale,Pļavnieki,Tīnūžu 6,1,33.0,2,9,602.,Panel,All amenities,32000.0,56.934350699999996,24.206008249999996
For rent,centrs,Stabu 46,3,85.0,5,5,P. kara,Masonry,All amenities,400.0,56.9543322,24.1313043698515
For sale,Pļavnieki,Salnas 1,1,33.0,5,9,467.,Panel,All amenities,34000.0,56.9437576,24.217925052427685
For sale,Ziepniekkalns,Kaplavas 5,2,70.0,4,6,Jaun.,Masonry,All amenities,97000.0,56.90846935,24.07867741283578
For sale,Ziepniekkalns,Bruknas 12,2,60.0,8,9,119.,Panel,All amenities,60000.0,56.902176350000005,24.08785814853748
For sale,Teika,Ropažu 12,3,124.0,5,9,Jaun.,Masonry,All amenities,190000.0,56.97725905,24.166726699925476
For sale,centrs,Brīvības iela 114,3,86.0,6,6,P. kara,Masonry,All amenities,129000.0,56.9619771,24.1348346
For sale,centrs,Barona 24/26,3,53.0,6,6,Renov.,Masonry,All amenities,133000.0,56.95161295,24.12245714786153
For sale,Pļavnieki,Keldiša 9,3,63.0,3,6,602.,Panel,All amenities,57000.0,56.940619,24.201808779417746
Buying,Šampēteris-Pleskodāle,,Citi,,,,,,,,46.3144754,11.0480288
For sale,centrs,M. Piena 6,2,36.0,2,6,Jaun.,Masonry,All amenities,55500.0,56.969736350000005,24.104046750000002
For sale,centrs,Čaka 36,4,84.0,2,5,P. kara,Brick,All amenities,149810.0,56.952698,24.1299733
For sale,centrs,Čaka 36,2,64.0,3,5,P. kara,Masonry,All amenities,126400.0,56.952698,24.1299733
For sale,centrs,Maskavas 95,1,31.0,4,4,P. kara,Masonry,All amenities,18000.0,56.8597884,24.3083417
For sale,Sarkandaugava,Viestura pr. 83,3,84.0,1,2,Staļina,Brick,All amenities,84300.0,NaN,NaN
For sale,Čiekurkalns,Skultes 5,2,55.0,3,3,Jaun.,Masonry,All amenities,64000.0,56.984957800000004,24.183133997237576
For sale,Vecmīlgrāvis,Gāles 7,3,77.0,1,2,P. kara,Wood,Partial amenities,43000.0,57.03017055,24.119021686038
For sale,Ziepniekkalns,Kartupeļu 54,2,48.0,2,3,Specpr.,Brick,All amenities,48000.0,56.911195500000005,24.107965490199454
For sale,Purvciems,Purvciema 13,3,73.0,5,12,104.,Panel,All amenities,65000.0,56.95341415,24.1672841
For rent,centrs,Puškina 1,1,18.0,4,6,Specpr.,Brick,All amenities,120.0,56.940416049999996,24.11915208618698
For rent,centrs,Stabu 65,2,36.0,4,5,P. kara,Masonry,All amenities,420.0,56.9529261,24.1357275
For sale,Purvciems,Nīcgales 4,3,64.0,1,9,602.,Panel,All amenities,61500.0,56.95855255,24.17531632757911
For sale,Ķengarags,Lokomotīves 54,1,32.0,12,12,Čehu pr.,Brick-Panel,All amenities,36300.0,56.907533900000004,24.20198916588715
For rent,centrs,Stabu 61,3,85.0,5,5,P. kara,Brick,All amenities,620.0,56.9533109,24.1349288
For sale,centrs,Pulkv. Brieža 13,2,100.0,7,6,Renov.,Masonry,All amenities,215000.0,NaN,NaN
Buying,Teika,Brīvības iela,2,50.0,,,,,,,56.9640621,24.139579
For sale,Purvciems,Dzelzavas 15,3,53.0,2,5,Hrušč.,Brick,All amenities,65000.0,56.963066,24.170596531783808
For sale,Šampēteris-Pleskodāle,Irlavas 20,3,122.0,6,6,103.,Brick-Panel,All amenities,115000.0,56.9394231,24.035948911819347
For rent,centrs,Lāčplēša 7,3,81.0,2,5,Renov.,Masonry,All amenities,995.0,56.957715,24.119110963478683
For sale,Iļģuciems,Tvaikoņu 2,2,40.0,2,3,P. kara,Masonry,All amenities,43500.0,56.9650552,24.07269998854186
For sale,Sarkandaugava,Sarkandaugavas 26,2,41.0,3,5,Hrušč.,Brick,All amenities,37000.0,57.0021488,24.1248028
For sale,Ziepniekkalns,Līvciema 5,4,76.0,2,9,602.,Brick-Panel,All amenities,83000.0,56.9019124,24.1024598
For sale,Vecmīlgrāvis,Edžiņa g. 7,3,56.0,2,5,LT proj.,Panel,All amenities,37000.0,57.0316748,24.1063938
For sale,Iļģuciems,Saulgožu 4,2,52.0,5,5,LT proj.,Panel,All amenities,49980.0,56.96270215,24.0470370750532
For rent,centrs,Avotu 43,1,25.0,3,3,P. kara,Masonry,All amenities,23.0,56.9520789,24.1379656
Renting,centrs,,1,,2,,,,All amenities,400.0,46.3144754,11.0480288
For rent,Zasulauks,Kalnciema 88,2,53.0,2,2,Priv. m.,Wood,All amenities,220.0,56.9453372,24.0731765
