Poster_Link,Series_Title,Runtime_of_Series,Certificate,Runtime_of_Episodes,Genre,IMDB_Rating,Overview,Star1,Star2,Star3,Star4,No_of_Votes
"https://m.media-amazon.com/images/M/MV5BMmQwZWYzNWEtYTMyYy00YzBjLTlkNmQtMmI4ZTdhNDRmZDFkXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX67_CR0,0,67,98_AL_.jpg",Warrior,(2019– ),18,60 min,"Action, Crime, Drama",8.3,"During the Tong Wars in the late 1800s, Ah Sahm, a martial arts prodigy from China, immigrates to San Francisco and becomes a hatchet man for the most powerful tong in Chinatown.",Andrew Koji,Olivia Cheng,Jason Tobin,Dianne Doan,17293
"https://m.media-amazon.com/images/M/MV5BYTI3OWNiMzEtZDAzOS00MDU4LWEzNzItMTQzZmE2NGJjMDA3XkEyXkFqcGdeQXVyMTEyNzgwMDUw._V1_UX67_CR0,0,67,98_AL_.jpg",Human Target,(2010–2011),,60 min,"Action, Adventure, Crime",7.8,A unique bodyguard protects his clients by secretly infiltrating their lives in order to draw out and eliminate threats.,Mark Valley,Chi McBride,Jackie Earle Haley,Indira Varma,17293
"https://m.media-amazon.com/images/M/MV5BNTU4NzU2OTc5NF5BMl5BanBnXkFtZTgwMDg3MzA0NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Cloak & Dagger,(2018–2019),15+,44 min,"Action, Adventure, Drama",6.7,Two teenagers from very different backgrounds find themselves burdened and awakened to newly acquired superpowers while growing closer together every day.,Olivia Holt,Aubrey Joseph,Gloria Reuben,Emma Lahana,17288
"https://m.media-amazon.com/images/M/MV5BNzdjNWU4MTktYTJmYi00YWZhLTllYWUtZGY2YzE3MWYxMmY4XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",Barbarians,(2020– ),18,280 min,"Action, Adventure, Drama",7.2,"The famous battle of the Teutoburg Forest, in which Germanic warriors halted the northward advance of the Roman Empire in AD 9, is the focus of ""The Barbarians.""",Laurence Rupp,Jeanne Goursaud,David Schütter,Bernhard Schütz,17258
"https://m.media-amazon.com/images/M/MV5BMjk0ZGI4MWMtNTI3OC00ZmJjLWI1ZmQtODY3ZmMzODBmM2U4XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Key and Peele,(2012–2015),,30 min,"Action, Adventure, Comedy",8.3,Project sees Keegan-Michael Key and Jordan Peele in front of a live studio audience bantering about a topic weaved between filmed shorts and sketches.,Keegan-Michael Key,Jordan Peele,Metta World Peace,Brendan Hunt,17258
"https://m.media-amazon.com/images/M/MV5BNjlmZjBkMzUtOGFmYy00Nzk0LTg0ZWUtNThiMGQzODAxOGUyXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UX67_CR0,0,67,98_AL_.jpg",America's Next Top Model,(2003– ),,42 min,"Game-Show, Reality-TV",5.5,"A cyclical competition where women from all over the U.S. compete for the honor of being America's next ""it girl"" in the modeling world.",Adrianne Curry,Yoanna House,Tyra Banks,J. Alexander,17191
"https://m.media-amazon.com/images/M/MV5BODY0NTA5OTMtMDFmYy00NzlmLWE1MWUtYTVmY2E5YjZkNTZkXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",Alice in Borderland,(2020– ),18,50 min,"Action, Fantasy, Mystery",7.7,A group of bored delinquents are transported to a parallel wasteland as part of a survival game.,Kento Yamazaki,Tao Tsuchiya,Nijirô Murakami,Keita Machida,17163
"https://m.media-amazon.com/images/M/MV5BM2M1YTk0ZmYtZjJhOC00OTdkLThiZTYtYTQ5MzIwMzRlZGMyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY98_CR3,0,67,98_AL_.jpg",Frontier,(2016–2018),18,60 min,"Adventure, Drama, History",7.2,"Follows Declan Harp, a half-Irish/half Cree Native-Canadian outlaw who is campaigning to breach the Hudson's Bay Company's monopoly on the fur trade in Canada.",Jason Momoa,Landon Liboiron,Zoe Boyle,Greg Bryk,17123
"https://m.media-amazon.com/images/M/MV5BNTZlZjFhMDEtYTY2OS00Y2M1LWFkYTEtMjhhNGIxZjc3NzE4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UY98_CR3,0,67,98_AL_.jpg",Who Is America?,(2018),,30 min,Comedy,8.3,Sacha Baron Cohen offers his take on America's patriotism.,Sacha Baron Cohen,Roy Elghanayan,Emanuela Postacchini,Alfred Pierce,17113
"https://m.media-amazon.com/images/M/MV5BMTg1NzUzNmQtMWI2ZC00YzdlLWI5ZTgtMGM3MjJlZTgwYTVlXkEyXkFqcGdeQXVyMTIzMzY2NDQ2._V1_UX67_CR0,0,67,98_AL_.jpg",MacGyver,(2016– ),,43 min,"Action, Adventure, Drama",5.3,"Young Angus ""Mac"" MacGyver works for a clandestine organization within the U.S. government, relying on his unconventional problem-solving skills to save lives.",Lucas Till,Tristin Mays,Justin Hires,Meredith Eaton,17105
"https://m.media-amazon.com/images/M/MV5BMjlmMmIyZjEtOThmZC00YjE5LTlhMWMtM2M5YzNmNjZhZjRiXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UX67_CR0,0,67,98_AL_.jpg",Late Night with Conan O'Brien,(1993–2009),,60 min,"Comedy, Music, Talk-Show",8.1,"Conan O'Brien, a Harvard Lampoon alumnus, hosts this late-night comedy/talk-show, which is often silly and whimsical.",Conan O'Brien,Andy Richter,Joel Godard,Max Weinberg,17067
"https://m.media-amazon.com/images/M/MV5BMTQ0ODM0MTg2NV5BMl5BanBnXkFtZTcwNTY5NDAxOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Boss,(2011–2012),,56 min,"Crime, Drama",8.1,"Mayor Tom Kane, diagnosed with a dementia disorder, struggles to keep his grip on power in Chicago.",Kelsey Grammer,Connie Nielsen,Hannah Ware,Jeff Hephner,17051
"https://m.media-amazon.com/images/M/MV5BODgyODU5MjcyNF5BMl5BanBnXkFtZTgwNTgwMjQ4NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Knightfall,(2017–2019),18,60 min,"Action, Adventure, Drama",6.8,A look at the final days of the Knights Templar during the 14th century.,Tom Cullen,Pádraic Delaney,Simon Merrells,Julian Ovenden,17044
"https://m.media-amazon.com/images/M/MV5BNGViODgwYWEtYmMyYy00NjI2LWJlMDAtNzNiMzU5YTk0M2JmXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_UY98_CR4,0,67,98_AL_.jpg",Gavin & Stacey,(2007–2019),,29 min,"Comedy, Romance",8.1,Gavin and Stacey have been continuing their romance on-line and by telephone for the last six months. Now they want to be together but will their friends and family let them?,Mathew Horne,Joanna Page,Alison Steadman,Ruth Jones,17021
"https://m.media-amazon.com/images/M/MV5BNzdjOTg0YmEtMDkwYy00YjI4LTljN2MtZDIzODhjYmQyZDk3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Reno 911!,(2003– ),16,22 min,"Comedy, Crime",7.9,"An irreverent look at what goes on behind-the-scenes in Reno, Nevada's Sheriff's Department.",Thomas Lennon,Cedric Yarbrough,Robert Ben Garant,Kerri Kenney,17007
"https://m.media-amazon.com/images/M/MV5BYjQ0MjNiYjItMWFkNC00MTI5LTlhYTEtZWY3OGJhN2VhZjBmXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX67_CR0,0,67,98_AL_.jpg",Crazy Ex-Girlfriend,(2015–2019),18,42 min,"Comedy, Musical",7.8,"A young woman abandons a choice job at a law firm and her life in New York in an attempt to find happiness in the unlikely locale of West Covina, California.",Rachel Bloom,Donna Lynne Champlin,Vincent Rodriguez III,Pete Gardner,16990
"https://m.media-amazon.com/images/M/MV5BMTQ2NjA0OTI2OF5BMl5BanBnXkFtZTgwNDMyNzEyMTE@._V1_UY98_CR1,0,67,98_AL_.jpg",Star-Crossed,(2014),,60 min,"Drama, Romance, Sci-Fi",7.3,About an epic romance between a human girl and an alien boy when he and others of his kind are integrated into a suburban high school 10 years after they landed on Earth and were consigned to an internment camp.,Aimee Teegarden,Matt Lanter,Grey Damon,Greg Finley,16862
"https://m.media-amazon.com/images/M/MV5BMDhkMTY2NGQtMWY4Mi00ZjhmLWIzNGYtZDJhODkwNTM5NTIzXkEyXkFqcGdeQXVyNDk3NDEzMzk@._V1_UX67_CR0,0,67,98_AL_.jpg",Through the Wormhole,(2010–2017),,60 min,Documentary,8.6,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there ...                See full summary »",Morgan Freeman,Sean Carroll,Michio Kaku,Carlos Frenk,16793
"https://m.media-amazon.com/images/M/MV5BMTYwMzU5NDM5Ml5BMl5BanBnXkFtZTcwMjkyOTYzNg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Unforgettable,(2011–2016),15+,60 min,"Crime, Drama, Mystery",6.7,"Carrie Wells, a former police detective, has a rare ability to remember virtually everything she experiences including detailed visual recall. She returns to police work and uses her ability to solve crimes.",Poppy Montgomery,Dylan Walsh,James Hiroyuki Liao,Jane Curtin,16781
"https://m.media-amazon.com/images/M/MV5BMTQ4OTk3NDI2M15BMl5BanBnXkFtZTgwODcyNzE4MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Stalker,(2014–2015),,60 min,"Crime, Drama, Thriller",7.5,A team of detectives investigates stalkers in Los Angeles.,Dylan McDermott,Maggie Q,Victor Rasuk,Mariana Klaveno,16756
"https://m.media-amazon.com/images/M/MV5BZjU2ZDZkYmMtYTA3Yi00NTZkLTgzYjgtOTRhMTFiOWFkODZmXkEyXkFqcGdeQXVyNjkyODc3NjQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Akame ga Kill!,(2014),18,24 min,"Animation, Action, Comedy",7.9,A countryside boy named Tatsumi sets out on a journey to The Capital to make a name for himself and met a seemingly dangerous group of Assassins known as Night Raid. Their journey begins.,Sôma Saitô,Corey Hartzog,Sora Amamiya,Molly Searcy,16742
"https://m.media-amazon.com/images/M/MV5BMjA5MjEwODU1MV5BMl5BanBnXkFtZTgwNzk0MzA5NTM@._V1_UY98_CR3,0,67,98_AL_.jpg",The Dragon Prince,(2018– ),13,26 min,"Animation, Adventure, Drama",8.4,"Two human princes forge an unlikely bond with the elfin assassin sent to kill them, embarking on an epic quest to bring peace to their warring lands.",Paula Burrows,Jack De Sena,Sasha Rojen,Jason Simpson,16736
"https://m.media-amazon.com/images/M/MV5BMjI5MjE1MzUzN15BMl5BanBnXkFtZTgwODEyNjQxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Adventures of Tintin,(1991–1992),,30 min,"Animation, Action, Adventure",8.3,"The adventures of the young reporter, his faithful dog and friends as they travel around the world on adventures.",Colin O'Meara,Thierry Wermuth,Christian Pelissier,Henri Labussière,16720
"https://m.media-amazon.com/images/M/MV5BM2MyNjFhZGYtMmI1ZC00Nzk0LWIwZjktMzMxZTk1YTQ2NWNhXkEyXkFqcGdeQXVyNDQ4NTM2ODE@._V1_UY98_CR1,0,67,98_AL_.jpg",Vis a vis,(2015–2019),,53 min,"Drama, Thriller",8.2,She broke the law for the boss she fell in love with. Now this naive girl has to pay the price.,Alba Flores,María Isabel Díaz Lago,Marta Aledo,Najwa Nimri,16693
"https://m.media-amazon.com/images/M/MV5BOWI3ZmVkNDktYTgzMy00ZTUwLThkYjQtZjI1MzMzZTNhZWVlXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_UX67_CR0,0,67,98_AL_.jpg",New Amsterdam,(2018– ),,43 min,Drama,8.1,A new medical director breaks the rules to heal the system at America's oldest public hospital.,Ryan Eggold,Freema Agyeman,Janet Montgomery,Jocko Sims,16642
"https://m.media-amazon.com/images/M/MV5BODFkNTI0MGYtNjgxOS00MTk3LWEwNTQtZDMzMGRmMmE2NDU2XkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_UX67_CR0,0,67,98_AL_.jpg",Sliders,(1995–2000),,60 min,"Adventure, Fantasy, Sci-Fi",7.4,"A boy genius and his comrades travel to different parallel universes, trying to find their way back home.",Jerry O'Connell,Sabrina Lloyd,John Rhys-Davies,Cleavant Derricks,16579
"https://m.media-amazon.com/images/M/MV5BOWFkYjgzNmYtMjk4MC00NzliLTk1OGItNjBlNjllZGJhMDE3XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UY98_CR0,0,67,98_AL_.jpg",Dinosaurs,(1991–1994),,30 min,"Comedy, Family, Fantasy",7.5,"This show follows the life of a family of dinosaurs, living in a modern world. They have televisions, refrigerators, et cetera. The only humans around are cavemen, who are viewed as pets and wild animals.",Stuart Pankin,Jessica Walter,Jason Willinger,Leif Tilden,16516
"https://m.media-amazon.com/images/M/MV5BYTRhMWE1NjMtZTc0YS00YTU0LTlkYzgtMzE5MGFlZmVjYTFlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Mr. Mercedes,(2017–2019),18,60 min,"Mystery, Sci-Fi, Thriller",7.9,Tells the story of a psychopathic killer who drives a stolen Mercedes into a crowd and a recently retired detective who tries to bring him down.,Brendan Gleeson,Holland Taylor,Jharrel Jerome,Breeda Wool,16509
"https://m.media-amazon.com/images/M/MV5BMjEyNzk1OTk4OV5BMl5BanBnXkFtZTcwMjUyNzU3Mg@@._V1_UY98_CR1,0,67,98_AL_.jpg",Flashpoint,(2008–2012),,41 min,"Action, Adventure, Crime",7.7,The missions and trials of a Toronto police tactical unit.,Hugh Dillon,Amy Jo Johnson,David Paetkau,Sergio Di Zio,16471
"https://m.media-amazon.com/images/M/MV5BNjQ3NzIwNTA0N15BMl5BanBnXkFtZTcwMDU4Nzk0MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",JAG,(1995–2005),,60 min,"Action, Crime, Drama",6.6,"The cases of Harmon Rabb, former Navy fighter pilot, and his fellow lawyers of the U.S. Navy's Judge Advocate General's office.",David James Elliott,Catherine Bell,Patrick Labyorteaux,John M. Jackson,16449
"https://m.media-amazon.com/images/M/MV5BZTg4NThiZDktMGEwOS00NmRiLTgxNWMtYjNiNDk5OWU1MzkyXkEyXkFqcGdeQXVyMzk2MDE1MDg@._V1_UX67_CR0,0,67,98_AL_.jpg",Koombiyo,(2017–2018),,20 min,"Crime, Drama, Thriller",9.5,35 year old bachelor Jehan and his partner in crime Priyantha try to exploit the loopholes in the law in order to make a living.,Thumindu Dodantenne,Kalana Gunasekara,Andrew Pulle,Yureni Noshika,16391
"https://m.media-amazon.com/images/M/MV5BMTYwMjEzOTI4M15BMl5BanBnXkFtZTcwODMwNTc3OA@@._V1_UY98_CR4,0,67,98_AL_.jpg",Smash,(2012–2013),,44 min,"Drama, Musical",7.7,"More drama occurs behind the scenes than on stage, as the team prepares an ambitious Broadway musical on the life of Marilyn Monroe.",Debra Messing,Jack Davenport,Katharine McPhee,Christian Borle,16366
"https://m.media-amazon.com/images/M/MV5BNDI1MTY5ZWUtMDNiNi00N2VlLWJmZjYtNGFkNTBmY2FjMmQ5XkEyXkFqcGdeQXVyMjMwNjYyMzE@._V1_UY98_CR1,0,67,98_AL_.jpg",Da Ali G Show,(2000–2004),,30 min,"Comedy, Talk-Show",7.9,"Comedian Sacha Baron Cohen appears as Ali G, a rapper-wannabe from Staines. Ali G has his own TV show, where he interviews people on serious subjects. They're not aware that Ali G is just a...                See full summary »",Sacha Baron Cohen,Steve Ellington,T.N.T. Crew,,16360
"https://m.media-amazon.com/images/M/MV5BMzEzOGJhZGEtODA0Zi00NTZiLTkwYjgtNmVmZjk4MjBjNjdiXkEyXkFqcGdeQXVyNzY5MTE3OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Happy Days,(1974–1984),,30 min,"Comedy, Family, Music",7.4,"The Cunningham family live through the 1950s with help and guidance from the lovable and almost superhuman greaser, Fonzie.",Ron Howard,Henry Winkler,Marion Ross,Tom Bosley,16334
"https://m.media-amazon.com/images/M/MV5BMTcxMTgwNDk5MV5BMl5BanBnXkFtZTgwODE3MzY0NTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Bitten,(2014–2016),18,44 min,"Drama, Fantasy, Horror",7,Elena navigates her life between the human world and the werewolf world as the only female of the species.,Laura Vandervoort,Greyston Holt,Greg Bryk,Steve Lund,16326
"https://m.media-amazon.com/images/M/MV5BODgyYzRhNzAtMTJlNC00OTM0LWI3M2ItNzZjYzYxZmJiOWIyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UX67_CR0,0,67,98_AL_.jpg",He-Man and the Masters of the Universe,(1983–1985),,30 min,"Animation, Action, Adventure",7.5,"The most powerful man in the universe, He-Man, goes against the evil forces of Skeletor to save the planet Eternia and to protect the secrets of Castle Grayskull.",John Erwin,Alan Oppenheimer,Linda Gary,Lou Scheimer,16326
"https://m.media-amazon.com/images/M/MV5BMzRiMjRkNDYtNjNmZC00MTQwLThjNGQtZDEzZDA0OWVlOWUxXkEyXkFqcGdeQXVyMjAxODI1Nzk@._V1_UY98_CR4,0,67,98_AL_.jpg",Happy Tree Friends,(2000– ),,74 min,"Animation, Comedy",7,A series of horrible sudden deaths keep happening to a group of creatures caused by themselves doing the most stupid things.,David Winn,Ellen Connell,Warren Graff,Kenn Navarro,16325
"https://m.media-amazon.com/images/M/MV5BOGExZGZkMTQtMDBhMy00ZDExLWFkMjktMDU4YzJmNzJjNTdmXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_UX67_CR0,0,67,98_AL_.jpg",The Tonight Show Starring Jimmy Fallon,(2014– ),,60 min,"Comedy, Music, Talk-Show",7.2,"Jimmy Fallon hosts the Tonight Show and interviews celebrities, plays games with them and has a musical or comedic guest perform.",Jimmy Fallon,The Roots,Steve Higgins,Questlove,16298
"https://m.media-amazon.com/images/M/MV5BMzdjNDU5ZTEtNTA3OC00MmZkLTk0MDAtNDM1OTg3Y2NmZGM1XkEyXkFqcGdeQXVyMjA4Njg4OTQ@._V1_UY98_CR1,0,67,98_AL_.jpg",Lovesick,(2014–2018),18,24 min,Comedy,8.1,"After finding out he has an STD, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news.",Johnny Flynn,Antonia Thomas,Daniel Ings,Joshua McGuire,16288
"https://m.media-amazon.com/images/M/MV5BMjE2ODk4MDc1Nl5BMl5BanBnXkFtZTcwMjQxODkyMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Undeclared,(2001–2003),,22 min,Comedy,7.9,"College freshman Steve Karp, his girlfriend and their fellow dormmates embark on one the greatest experiences of their lives. Unfortunately for Steve, his lonely and recently divorced father is tagging along for the ride.",Jay Baruchel,Carla Gallo,Charlie Hunnam,Monica Keena,16287
"https://m.media-amazon.com/images/M/MV5BMWQxMWI3ZmYtYjQzMC00M2MyLTliN2YtMzgyZTQ2OThhZWQ4XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg",SEAL Team,(2017– ),,43 min,"Action, Drama, War",7.5,"The lives of the elite Navy SEALs as they train, plan and execute the most dangerous, high-stakes missions our country can ask.",David Boreanaz,Max Thieriot,Neil Brown Jr.,A.J. Buckley,16267
"https://m.media-amazon.com/images/M/MV5BMTQyOTU1OTM1NF5BMl5BanBnXkFtZTgwMTc3MjMwMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Looking,(2014–2015),,30 min,"Comedy, Drama, Romance",8.2,The experiences of three close friends living and loving in modern-day San Francisco.,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,Lauren Weedman,16241
"https://m.media-amazon.com/images/M/MV5BNjRiYmE5MTctZGIzOS00MTQwLWFjZmEtNDhlNzJkNDc3ZWYzXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UX67_CR0,0,67,98_AL_.jpg",Genius,(I) (2017– ),,43 min,"Biography, Drama, History",8.4,"The life stories of history's greatest minds. From their days as young adults to their final years we see their discoveries, loves, relationships, causes, flaws and genius.",Samantha Colley,Seth Gabel,Antonio Banderas,Clémence Poésy,16219
"https://m.media-amazon.com/images/M/MV5BMjJhNjMzNzYtMzIwYy00OGQ5LWE0NWMtNWJkNWE3NmMwNDJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UY98_CR1,0,67,98_AL_.jpg",Thundercats,(1985–1989),,30 min,"Animation, Action, Adventure",7.9,A team of humanoid cats fight evil in their adopted home world.,Bob McFadden,Larry Kenney,Earl Hammond,Lynne Lipton,16210
"https://m.media-amazon.com/images/M/MV5BZDEzNzk4YmQtYWRhMi00ZGRmLTg2M2YtZjM2YTY0MWE1YWYwXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UY98_CR1,0,67,98_AL_.jpg",Avrupa Yakasi,(2004–2009),,60 min,Comedy,8.5,The life and times of rather traditional Sutcuoglu family and their comedic struggles to adapt the high-profile contemporary life of Nisantasi.,Gülse Birsel,Levent Üzümcü,Hale Caneroglu,Senay Gürler,16193
"https://m.media-amazon.com/images/M/MV5BOTY3YzZmN2EtOWE2NC00N2FhLWE4ZDAtMTVhNTAzNTc0ZDdkXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Drew Carey Show,(1995–2004),,30 min,"Comedy, Drama",6.8,A sitcom about Drew's personal and professional life.,Drew Carey,Diedrich Bader,Kathy Kinney,Ryan Stiles,16164
"https://m.media-amazon.com/images/M/MV5BMjIwMTU2MTMwOF5BMl5BanBnXkFtZTcwNzU2ODUzNw@@._V1_UY98_CR4,0,67,98_AL_.jpg",The River,(2012),,44 min,"Action, Adventure, Drama",6.8,The crew of a research vessel are on a quest to find a missing TV explorer in the Amazon.,Bruce Greenwood,Joe Anderson,Leslie Hope,Eloise Mumford,16162
"https://m.media-amazon.com/images/M/MV5BYjI2MGUxOWMtNDM2NS00ZTI0LWJmZmUtMDM0ZDk3YzkzNjJhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTEwMTkwOTI@._V1_UY98_CR0,0,67,98_AL_.jpg",The Suite Life on Deck,(2008–2011),,30 min,"Action, Adventure, Comedy",6.3,"Spin-off of the hit Disney Channel series ""The Suite Life of Zack & Cody,"" in which twin brothers Zack and Cody Martin and hotel heiress London Tipton enroll in a semester-at-sea program aboard a ship called the SS Tipton.",Dylan Sprouse,Cole Sprouse,Brenda Song,Debby Ryan,16130
"https://m.media-amazon.com/images/M/MV5BMTk4MTg2ODY2OV5BMl5BanBnXkFtZTcwNDA5NTk3NQ@@._V1_UY98_CR3,0,67,98_AL_.jpg",No Ordinary Family,(2010–2011),,60 min,"Action, Comedy, Drama",6.9,"The Powells are a typical American family living in Pacific Bay, California, whose members gain special powers after their plane crashes in the Amazon.",Michael Chiklis,Julie Benz,Kay Panabaker,Jimmy Bennett,16109
"https://m.media-amazon.com/images/M/MV5BMjEwOTQ0OTIwNV5BMl5BanBnXkFtZTgwNTAwODY2NzE@._V1_UY98_CR1,0,67,98_AL_.jpg",Ófærð,(2015– ),18,60 min,"Crime, Drama, Mystery",8.1,"In a remote town in Iceland, Police desperately try to solve a crime as a powerful storm descends upon the town.",Ólafur Darri Ólafsson,Ilmur Kristjánsdóttir,Ingvar Sigurdsson,Elva María Birgisdóttir,16050
"https://m.media-amazon.com/images/M/MV5BOTIyOTAyMTk0Nl5BMl5BanBnXkFtZTgwNDE3NzQxMDE@._V1_UY98_CR0,0,67,98_AL_.jpg",Rookie Blue,(2010–2015),,42 min,"Crime, Drama",7.7,Andy McNally and her friends are out of the academy and must adjust to the challenging life of a police officer at the 15th Division in Toronto.,Missy Peregrym,Gregory Smith,Enuka Okuma,Travis Milne,16041
"https://m.media-amazon.com/images/M/MV5BMTk1NDc3Mjc2OV5BMl5BanBnXkFtZTcwMDc4MzA1MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Family Ties,(1982–1989),,30 min,"Comedy, Family",7.2,"Chronicles liberal ex-hippies Steven and Elyse Keaton, their conservative son Alex, daughters Mallory and Jennifer, and later, youngest child Andrew.",Michael J. Fox,Michael Gross,Meredith Baxter,Justine Bateman,16038
"https://m.media-amazon.com/images/M/MV5BNTBiMDM4ZTktNzBlNS00NDAwLThhMmItOTQ2YTM3MWE0Njg3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Pink Panther Show,(1969–2011),,90 min,"Animation, Comedy, Family",7.6,"A classy, resourceful panther has plenty of hilarious misadventures, outwitting those who annoy him with his clever tricks.",Larry D. Mann,Frank Welker,Rich Little,Paul Frees,16016
"https://m.media-amazon.com/images/M/MV5BZDE3YjY5MzEtYzJlYS00ZjgyLWIzYWUtZmU4Mjk4Y2JhOTQwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Smurfs,(1981–1989),,30 min,"Animation, Adventure, Comedy",7.2,"The Smurfs are tiny blue creatures that live in mushroom houses in a peaceful forest. They repeatedly try to outwit Gargamel, an evil sorcerer, his apprentice, Scruple, and his mangy cat, Azrael.",Don Messick,Danny Goldman,Lucille Bliss,Frank Welker,16012
"https://m.media-amazon.com/images/M/MV5BY2MzMDY1ZDQtYzdlNy00NDQ4LTgzOGYtMTMyOGQ0NTZlNzdkXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UY98_CR3,0,67,98_AL_.jpg",Kidding,(2018–2020),,30 min,"Comedy, Drama",8,"Jeff, a famous children's television icon, struggles to retain his sanity as his family falls apart.",Jim Carrey,Frank Langella,Judy Greer,Cole Allen,16006
"https://m.media-amazon.com/images/M/MV5BMTQzNjM5OTc5NV5BMl5BanBnXkFtZTgwMjExMTg5MTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Graceland,(2013–2015),,42 min,"Action, Crime, Drama",7.7,"A rookie FBI agent is sent to a house for undercover agents in Southern California, where he is trained by a former legend FBI agent.",Daniel Sunjata,Aaron Tveit,Vanessa Ferlito,Manny Montana,15976
"https://m.media-amazon.com/images/M/MV5BNzMwNTI2MzIzM15BMl5BanBnXkFtZTgwODUxMjE0NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Catastrophe,(2015–2019),,24 min,Comedy,8.2,American man Rob gets Irish woman Sharon pregnant when they hook up for a week while he is on a business trip in London.,Sharon Horgan,Rob Delaney,Mark Bonnar,Ashley Jensen,15966
"https://m.media-amazon.com/images/M/MV5BNWQ5Y2U3MDItNDY2Yy00NWJmLTkzODItNjg0MDg4MDVjYzQzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",Police Squad!,(1982),,24 min,"Comedy, Crime",8.4,"Sight gags and non-sequiturs dominate this spoof of police dramas. The six episodes formed the basis for the very successful ""Naked Gun"" film franchise.",Leslie Nielsen,Alan North,Rex Hamilton,Ed Williams,15953
"https://m.media-amazon.com/images/M/MV5BMjE2MzE0NDE0MV5BMl5BanBnXkFtZTcwNjkyMDQ1MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Ned's Declassified School Survival Guide,(2004–2007),,22 min,"Comedy, Family",7.4,Ned Bigby shares his advice on how to survive middle school.,Devon Werkheiser,Lindsey Shaw,Daniel Curtis Lee,Kyle Swann,15898
"https://m.media-amazon.com/images/M/MV5BMzM4OGU3MjgtMjIzNC00OGFkLTg4YTctYjhlMjY1MmVjNWFmXkEyXkFqcGdeQXVyOTQxNzM2MjY@._V1_UY98_CR1,0,67,98_AL_.jpg",Robin Hood,(2006–2009),,60 min,"Action, Adventure, Comedy",7.5,"After 5 years of fighting in the crusades, Robin returns to England and leads a band of outlaws to outwit the Sheriff of Nottingham.",Jonas Armstrong,Gordon Kennedy,Sam Troughton,Joe Armstrong,15889
