,date,firm,Ticker,Research Development,Income Before Tax,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Interest Expense,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Net Income From Continuing Ops,Net Income Applicable To Common Shares
1111,2020-06-30,LabCorp,LH,,297000000.0,231600000.0,383700000.0,760500000.0,316700000.0,316700000.0,-52700000.0,65400000.0,2768800000.0,2452100000.0,2008300000.0,-19700000.0,231600000.0,231600000.0
1112,2021-06-27,Lam Research,LRCX,381749000.0,1308761000.0,1144657000.0,217525000.0,1915201000.0,1315927000.0,1315927000.0,-51695000.0,164104000.0,4145179000.0,2829252000.0,2229978000.0,-7166000.0,1144657000.0,1144657000.0
1113,2021-03-28,Lam Research,LRCX,381120000.0,1159988000.0,1071121000.0,203703000.0,1780131000.0,1195308000.0,1195308000.0,-52236000.0,88867000.0,3847654000.0,2652346000.0,2067523000.0,-35320000.0,1071121000.0,1071121000.0
1114,2020-12-27,Lam Research,LRCX,375172000.0,979783000.0,869229000.0,218899000.0,1603795000.0,1009724000.0,1009724000.0,-52551000.0,110554000.0,3456237000.0,2446513000.0,1852442000.0,-29941000.0,869229000.0,869229000.0
1115,2020-09-27,Lam Research,LRCX,355367000.0,922272000.0,823451000.0,189748000.0,1506179000.0,961064000.0,961064000.0,-52115000.0,98821000.0,3177080000.0,2216016000.0,1670901000.0,-38792000.0,823451000.0,823451000.0
1116,2021-05-30,Lamb Weston,LW,12900000.0,79800000.0,65500000.0,85500000.0,198000000.0,99600000.0,99600000.0,-28700000.0,14300000.0,1007500000.0,907900000.0,809500000.0,-19800000.0,65500000.0,65500000.0
1117,2021-02-28,Lamb Weston,LW,12900000.0,82400000.0,66100000.0,95100000.0,196700000.0,101600000.0,101600000.0,-29300000.0,16300000.0,895800000.0,794200000.0,699100000.0,-19200000.0,66100000.0,66100000.0
1118,2020-11-29,Lamb Weston,LW,12900000.0,128800000.0,96900000.0,78900000.0,223500000.0,144600000.0,144600000.0,-30000000.0,31900000.0,896100000.0,751500000.0,672600000.0,-15800000.0,96900000.0,96900000.0
1119,2020-08-30,Lamb Weston,LW,12900000.0,117300000.0,89300000.0,74100000.0,229800000.0,155700000.0,155700000.0,-30300000.0,28000000.0,871500000.0,715800000.0,641700000.0,-38400000.0,89300000.0,89300000.0
1120,2021-03-31,Las Vegas Sands,LVS,,-266000000.0,-278000000.0,297000000.0,468000000.0,-93000000.0,-93000000.0,-154000000.0,14000000.0,1196000000.0,1289000000.0,728000000.0,-173000000.0,-280000000.0,-278000000.0
1121,2020-12-31,Las Vegas Sands,LVS,,-368000000.0,-299000000.0,286000000.0,1258000000.0,-199000000.0,-199000000.0,-150000000.0,8000000.0,1146000000.0,1345000000.0,-112000000.0,-169000000.0,-376000000.0,-299000000.0
1122,2020-09-30,Las Vegas Sands,LVS,,-748000000.0,-565000000.0,313000000.0,83000000.0,-552000000.0,-552000000.0,-137000000.0,-17000000.0,586000000.0,1138000000.0,503000000.0,-196000000.0,-731000000.0,-565000000.0
1123,2020-06-30,Las Vegas Sands,LVS,,-1039000000.0,-820000000.0,337000000.0,-274000000.0,-917000000.0,-917000000.0,-118000000.0,-54000000.0,98000000.0,1015000000.0,372000000.0,-122000000.0,-985000000.0,-820000000.0
1124,2021-03-31,Leggett & Platt,LEG,,109300000.0,87500000.0,106000000.0,247500000.0,125700000.0,125700000.0,-19300000.0,21800000.0,1150900000.0,1025200000.0,903400000.0,-16400000.0,87500000.0,87500000.0
1125,2020-12-31,Leggett & Platt,LEG,,130900000.0,103200000.0,103200000.0,258100000.0,138600000.0,138600000.0,-19500000.0,27700000.0,1182000000.0,1043400000.0,923900000.0,-7700000.0,103200000.0,103200000.0
1126,2020-09-30,Leggett & Platt,LEG,,126900000.0,104800000.0,105300000.0,267400000.0,145900000.0,145900000.0,-20900000.0,22000000.0,1207600000.0,1061700000.0,940200000.0,-19000000.0,104900000.0,104800000.0
1127,2020-06-30,Leggett & Platt,LEG,,2400000.0,-6100000.0,97100000.0,146300000.0,32900000.0,32900000.0,-21400000.0,8500000.0,845100000.0,812200000.0,698800000.0,-30500000.0,-6100000.0,-6100000.0
1128,2021-07-02,Leidos,LDOS,,223000000.0,169000000.0,224000000.0,498000000.0,275000000.0,275000000.0,-46000000.0,53000000.0,3448000000.0,3173000000.0,2950000000.0,-52000000.0,170000000.0,169000000.0
1129,2021-04-02,Leidos,LDOS,,262000000.0,205000000.0,159000000.0,467000000.0,308000000.0,308000000.0,-45000000.0,57000000.0,3315000000.0,3007000000.0,2848000000.0,-46000000.0,205000000.0,205000000.0
1130,2021-01-01,Leidos,LDOS,,245000000.0,197000000.0,187000000.0,491000000.0,302000000.0,302000000.0,-49000000.0,48000000.0,3252000000.0,2950000000.0,2761000000.0,-57000000.0,197000000.0,197000000.0
1131,2020-10-02,Leidos,LDOS,,214000000.0,163000000.0,200000000.0,468000000.0,266000000.0,266000000.0,-44000000.0,51000000.0,3242000000.0,2976000000.0,2774000000.0,-52000000.0,163000000.0,163000000.0
1132,2021-05-31,Lennar,LEN,,1096885000.0,831363000.0,545881000.0,1703804000.0,1035991000.0,1035991000.0,,260113000.0,6430245000.0,5394254000.0,4726441000.0,60894000.0,836772000.0,820279000.0
1133,2021-02-28,Lennar,LEN,,1327014000.0,1001369000.0,520767000.0,1384255000.0,876463000.0,876463000.0,,310105000.0,5325468000.0,4449005000.0,3941213000.0,450551000.0,1016909000.0,989115000.0
1134,2020-11-30,Lennar,LEN,,1164646000.0,882760000.0,570522000.0,1717361000.0,1156899000.0,1156899000.0,-22401000.0,273737000.0,6825890000.0,5668991000.0,5108529000.0,7747000.0,890909000.0,872818000.0
1135,2020-08-31,Lennar,LEN,,859013000.0,666418000.0,528610000.0,1410208000.0,869165000.0,869165000.0,-22401000.0,189690000.0,5870254000.0,5001089000.0,4460046000.0,-10152000.0,669323000.0,658620000.0
1136,2021-06-30,Lincoln National,LNC,,772000000.0,642000000.0,,858000000.0,858000000.0,858000000.0,-65000000.0,130000000.0,4851000000.0,3993000000.0,3993000000.0,-86000000.0,642000000.0,642000000.0
1137,2021-03-31,Lincoln National,LNC,,262000000.0,225000000.0,,340000000.0,340000000.0,340000000.0,-65000000.0,37000000.0,4534000000.0,4194000000.0,4194000000.0,-78000000.0,225000000.0,225000000.0
1138,2020-12-31,Lincoln National,LNC,,89000000.0,143000000.0,2565000000.0,3215000000.0,198000000.0,198000000.0,-66000000.0,-54000000.0,4136000000.0,3938000000.0,921000000.0,-109000000.0,143000000.0,143000000.0
1139,2020-09-30,Lincoln National,LNC,,460000000.0,398000000.0,2565000000.0,546000000.0,546000000.0,546000000.0,-66000000.0,62000000.0,5361000000.0,4815000000.0,4815000000.0,-86000000.0,398000000.0,398000000.0
1140,2021-06-30,Linde,LIN,34000000.0,1210000000.0,841000000.0,773000000.0,3390000000.0,1392000000.0,1392000000.0,-18000000.0,334000000.0,7584000000.0,6192000000.0,4194000000.0,-182000000.0,876000000.0,841000000.0
1141,2021-03-31,Linde,LIN,35000000.0,1285000000.0,980000000.0,738000000.0,3189000000.0,1250000000.0,1250000000.0,-18000000.0,268000000.0,7243000000.0,5993000000.0,4054000000.0,35000000.0,1017000000.0,980000000.0
1142,2020-12-31,Linde,LIN,38000000.0,1056000000.0,770000000.0,756000000.0,3186000000.0,1206000000.0,1206000000.0,-156000000.0,253000000.0,7272000000.0,6066000000.0,4086000000.0,-150000000.0,803000000.0,770000000.0
1143,2020-09-30,Linde,LIN,36000000.0,995000000.0,700000000.0,729000000.0,3020000000.0,1055000000.0,1055000000.0,-38000000.0,265000000.0,6855000000.0,5800000000.0,3835000000.0,-60000000.0,730000000.0,700000000.0
1144,2021-06-30,Live Nation Entertainment,LYV,,-208175000.0,-195665000.0,356492000.0,332826000.0,-127313000.0,-127313000.0,-68909000.0,2285000.0,575946000.0,703259000.0,243120000.0,-80862000.0,-210460000.0,-194714000.0
1145,2021-03-31,Live Nation Entertainment,LYV,,-316333000.0,-307193000.0,350801000.0,156643000.0,-303034000.0,-303034000.0,-70830000.0,6389000.0,290609000.0,593643000.0,133966000.0,-13299000.0,-322722000.0,-308109000.0
1146,2020-12-31,Live Nation Entertainment,LYV,,-443284000.0,-443332000.0,326725000.0,34109000.0,-404490000.0,-404490000.0,-64051000.0,20542000.0,237383000.0,641873000.0,203274000.0,-38794000.0,-463826000.0,-436197000.0
1147,2020-09-30,Live Nation Entertainment,LYV,,-559362000.0,-528902000.0,437564000.0,53269000.0,-504233000.0,-504233000.0,-66093000.0,-16904000.0,184018000.0,688251000.0,130749000.0,-55129000.0,-542458000.0,-521912000.0
1148,2021-03-31,LKQ Corporation,LKQ,,359301000.0,265913000.0,857921000.0,1293551000.0,369829000.0,369829000.0,-24718000.0,92969000.0,3170786000.0,2800957000.0,1877235000.0,-10528000.0,266332000.0,265913000.0
1149,2020-12-31,LKQ Corporation,LKQ,,249899000.0,181012000.0,815386000.0,1170496000.0,282715000.0,282715000.0,-19012000.0,68708000.0,2953888000.0,2671173000.0,1783392000.0,-32816000.0,181191000.0,181012000.0
1150,2020-09-30,LKQ Corporation,LKQ,,272441000.0,193483000.0,817958000.0,1199375000.0,312762000.0,312762000.0,-27878000.0,78510000.0,3047684000.0,2734922000.0,1848309000.0,-40321000.0,193931000.0,193483000.0
1151,2020-06-30,LKQ Corporation,LKQ,,160362000.0,118792000.0,740093000.0,1016669000.0,210829000.0,210829000.0,-28412000.0,41869000.0,2626323000.0,2415494000.0,1609654000.0,-50467000.0,118493000.0,118792000.0
1152,2021-06-27,Lockheed Martin,LMT,,2170000000.0,1815000000.0,-107000000.0,2151000000.0,2254000000.0,2254000000.0,-142000000.0,355000000.0,17029000000.0,14775000000.0,14878000000.0,-84000000.0,1815000000.0,1815000000.0
1153,2021-03-28,Lockheed Martin,LMT,,2211000000.0,1837000000.0,-106000000.0,2222000000.0,2329000000.0,2329000000.0,-140000000.0,374000000.0,16258000000.0,13929000000.0,14036000000.0,-118000000.0,1837000000.0,1837000000.0
1154,2020-12-31,Lockheed Martin,LMT,,2187000000.0,1792000000.0,-60000000.0,2241000000.0,2258000000.0,2258000000.0,-149000000.0,395000000.0,17032000000.0,14774000000.0,14791000000.0,-71000000.0,1792000000.0,1792000000.0
1155,2020-09-27,Lockheed Martin,LMT,,2056000000.0,1698000000.0,-59000000.0,2136000000.0,2201000000.0,2201000000.0,-145000000.0,303000000.0,16495000000.0,14294000000.0,14359000000.0,-145000000.0,1753000000.0,1698000000.0
1156,2021-06-30,Loews Corporation,L,,1012000000.0,754000000.0,656000000.0,1768000000.0,1112000000.0,1112000000.0,-100000000.0,219000000.0,4003000000.0,2891000000.0,2235000000.0,-100000000.0,793000000.0,754000000.0
1157,2021-03-31,Loews Corporation,L,,407000000.0,261000000.0,914000000.0,1446000000.0,532000000.0,532000000.0,-125000000.0,114000000.0,3622000000.0,3090000000.0,2176000000.0,-125000000.0,293000000.0,261000000.0
1158,2020-12-31,Loews Corporation,L,,548000000.0,397000000.0,893000000.0,1524000000.0,631000000.0,631000000.0,-111000000.0,111000000.0,3675000000.0,3044000000.0,2151000000.0,-83000000.0,437000000.0,397000000.0
1159,2020-09-30,Loews Corporation,L,,183000000.0,139000000.0,866000000.0,1196000000.0,330000000.0,330000000.0,-137000000.0,21000000.0,3465000000.0,3135000000.0,2269000000.0,-147000000.0,162000000.0,139000000.0
1160,2021-07-30,Lowe's,LOW,,3994000000.0,3018000000.0,4666000000.0,9312000000.0,4237000000.0,4237000000.0,-220000000.0,976000000.0,27570000000.0,23333000000.0,18258000000.0,-243000000.0,3018000000.0,3007000000.0
1161,2021-04-30,Lowe's,LOW,,3034000000.0,2321000000.0,4494000000.0,8130000000.0,3245000000.0,3245000000.0,-214000000.0,713000000.0,24422000000.0,21177000000.0,16292000000.0,-211000000.0,2321000000.0,2312000000.0
1162,2021-01-29,Lowe's,LOW,,1320000000.0,978000000.0,3307000000.0,6466000000.0,2769000000.0,2769000000.0,-210000000.0,342000000.0,20311000000.0,17542000000.0,13845000000.0,-1449000000.0,978000000.0,974000000.0
1163,2020-10-30,Lowe's,LOW,,894000000.0,692000000.0,4770000000.0,7300000000.0,2175000000.0,2175000000.0,-227000000.0,202000000.0,22309000000.0,20134000000.0,15009000000.0,-1281000000.0,692000000.0,689000000.0
1164,2021-06-30,Lumen Technologies,LUMN,,674000000.0,506000000.0,735000000.0,2809000000.0,1043000000.0,1043000000.0,-384000000.0,168000000.0,4924000000.0,3881000000.0,2115000000.0,-369000000.0,506000000.0,506000000.0
1165,2021-03-31,Lumen Technologies,LUMN,,632000000.0,475000000.0,732000000.0,2893000000.0,1011000000.0,1011000000.0,-389000000.0,157000000.0,5029000000.0,4018000000.0,2136000000.0,-379000000.0,475000000.0,475000000.0
1166,2020-12-31,Lumen Technologies,LUMN,,-2208000000.0,-2289000000.0,713000000.0,2894000000.0,986000000.0,986000000.0,-396000000.0,81000000.0,5125000000.0,4139000000.0,2231000000.0,-3194000000.0,-2289000000.0,-2289000000.0
1167,2020-09-30,Lumen Technologies,LUMN,,480000000.0,366000000.0,852000000.0,2931000000.0,886000000.0,886000000.0,-409000000.0,114000000.0,5167000000.0,4281000000.0,2236000000.0,-406000000.0,366000000.0,366000000.0
1168,2021-09-30,LyondellBasell,LYB,30000000.0,2213000000.0,1760000000.0,327000000.0,2591000000.0,2234000000.0,2234000000.0,-128000000.0,452000000.0,12700000000.0,10466000000.0,10109000000.0,-21000000.0,1761000000.0,1756000000.0
1169,2021-06-30,LyondellBasell,LYB,32000000.0,2562000000.0,2058000000.0,340000000.0,2885000000.0,2513000000.0,2513000000.0,-131000000.0,506000000.0,11561000000.0,9048000000.0,8676000000.0,49000000.0,2056000000.0,2052000000.0
1170,2021-03-31,LyondellBasell,LYB,29000000.0,1140000000.0,1068000000.0,302000000.0,1404000000.0,1073000000.0,1073000000.0,-112000000.0,70000000.0,9082000000.0,8009000000.0,7678000000.0,67000000.0,1070000000.0,1066000000.0
1171,2020-12-31,LyondellBasell,LYB,34000000.0,894000000.0,853000000.0,298000000.0,1225000000.0,893000000.0,893000000.0,-190000000.0,39000000.0,7937000000.0,7044000000.0,6712000000.0,1000000.0,855000000.0,853000000.0
1172,2021-06-30,M&T Bank,MTB,,605628000.0,458069000.0,656650000.0,1470973000.0,0.0,630134000.0,,147559000.0,1470973000.0,840839000.0,0.0,-24506000.0,458069000.0,438756000.0
1173,2021-03-31,M&T Bank,MTB,,592549000.0,447249000.0,713245000.0,1511993000.0,0.0,609475000.0,,145300000.0,1511993000.0,902518000.0,0.0,-16926000.0,447249000.0,428091000.0
1174,2020-12-31,M&T Bank,MTB,,620522000.0,471140000.0,654539000.0,1465530000.0,0.0,638855000.0,,149382000.0,1465530000.0,826675000.0,0.0,-18333000.0,471140000.0,451863000.0
1175,2020-09-30,M&T Bank,MTB,,486882000.0,372136000.0,645914000.0,1313656000.0,0.0,502917000.0,,114746000.0,1313656000.0,810739000.0,0.0,-16035000.0,372136000.0,353399000.0
1176,2021-06-30,Marathon Oil,MRO,,26000000.0,16000000.0,69000000.0,966000000.0,54000000.0,54000000.0,-59000000.0,10000000.0,1259000000.0,1205000000.0,293000000.0,-28000000.0,16000000.0,16000000.0
1177,2021-03-31,Marathon Oil,MRO,,107000000.0,97000000.0,75000000.0,907000000.0,87000000.0,87000000.0,-13000000.0,10000000.0,1180000000.0,1093000000.0,273000000.0,20000000.0,97000000.0,97000000.0
1178,2020-12-31,Marathon Oil,MRO,,-341000000.0,-338000000.0,57000000.0,530000000.0,-215000000.0,-215000000.0,-72000000.0,-3000000.0,831000000.0,1046000000.0,301000000.0,-126000000.0,-338000000.0,-338000000.0
1179,2020-09-30,Marathon Oil,MRO,,-310000000.0,-317000000.0,59000000.0,452000000.0,-239000000.0,-239000000.0,-62000000.0,7000000.0,764000000.0,1003000000.0,312000000.0,-71000000.0,-317000000.0,-317000000.0
1180,2021-06-30,Marathon Petroleum,MPC,,593000000.0,8512000000.0,681000000.0,2557000000.0,816000000.0,816000000.0,-318000000.0,5000000.0,29734000000.0,28918000000.0,27177000000.0,-223000000.0,588000000.0,8512000000.0
1181,2021-03-31,Marathon Petroleum,MPC,,-136000000.0,-242000000.0,575000000.0,1704000000.0,123000000.0,123000000.0,-334000000.0,34000000.0,22788000000.0,22665000000.0,21084000000.0,-259000000.0,-170000000.0,-242000000.0
1182,2020-12-31,Marathon Petroleum,MPC,,57000000.0,285000000.0,639000000.0,1989000000.0,380000000.0,380000000.0,-334000000.0,-193000000.0,18020000000.0,17640000000.0,16031000000.0,-323000000.0,250000000.0,284000000.0
1183,2020-09-30,Marathon Petroleum,MPC,,-1416000000.0,-886000000.0,679000000.0,1287000000.0,-400000000.0,-400000000.0,-344000000.0,-436000000.0,17430000000.0,17830000000.0,16143000000.0,-1016000000.0,-980000000.0,-886000000.0
1184,2021-06-30,MarketAxess,MKTX,,86053000.0,67288000.0,24784000.0,125058000.0,87177000.0,87177000.0,-171000.0,18765000.0,176334000.0,89157000.0,51276000.0,-1124000.0,67288000.0,67288000.0
1185,2021-03-31,MarketAxess,MKTX,,101801000.0,80457000.0,22082000.0,137340000.0,103479000.0,103479000.0,-191000.0,21344000.0,195464000.0,91985000.0,58124000.0,-1678000.0,80457000.0,80457000.0
1186,2020-12-31,MarketAxess,MKTX,,90289000.0,72931000.0,22543000.0,125952000.0,92817000.0,92817000.0,-96000.0,17358000.0,171346000.0,78529000.0,45394000.0,-2528000.0,72931000.0,72931000.0
1187,2020-09-30,MarketAxess,MKTX,,87965000.0,67776000.0,21171000.0,118006000.0,87803000.0,87803000.0,-1046000.0,20189000.0,164006000.0,76203000.0,46000000.0,162000.0,67776000.0,67776000.0
1188,2021-03-31,Marriott International,MAR,,-27000000.0,-11000000.0,211000000.0,401000000.0,85000000.0,85000000.0,-107000000.0,-16000000.0,536000000.0,451000000.0,135000000.0,-112000000.0,-11000000.0,-11000000.0
1189,2020-12-31,Marriott International,MAR,,-314000000.0,-164000000.0,459000000.0,358000000.0,145000000.0,145000000.0,-112000000.0,-150000000.0,508000000.0,363000000.0,150000000.0,-459000000.0,-164000000.0,-164000000.0
1190,2020-09-30,Marriott International,MAR,,127000000.0,100000000.0,131000000.0,331000000.0,253000000.0,253000000.0,-113000000.0,27000000.0,465000000.0,212000000.0,134000000.0,-126000000.0,100000000.0,100000000.0
1191,2020-06-30,Marriott International,MAR,,-298000000.0,-234000000.0,178000000.0,141000000.0,-133000000.0,-133000000.0,-127000000.0,-64000000.0,262000000.0,395000000.0,121000000.0,-165000000.0,-234000000.0,-234000000.0
1192,2021-03-31,Marsh & McLennan,MMC,,1322000000.0,983000000.0,,2349000000.0,1452000000.0,1452000000.0,-118000000.0,324000000.0,5083000000.0,3631000000.0,2734000000.0,-130000000.0,998000000.0,983000000.0
1193,2020-12-31,Marsh & McLennan,MMC,,540000000.0,374000000.0,,1865000000.0,760000000.0,760000000.0,-128000000.0,161000000.0,4416000000.0,3656000000.0,2551000000.0,-220000000.0,379000000.0,374000000.0
1194,2020-09-30,Marsh & McLennan,MMC,,459000000.0,316000000.0,,1533000000.0,600000000.0,600000000.0,-128000000.0,139000000.0,3968000000.0,3368000000.0,2435000000.0,-141000000.0,320000000.0,316000000.0
1195,2020-06-30,Marsh & McLennan,MMC,,787000000.0,572000000.0,,1823000000.0,948000000.0,948000000.0,-132000000.0,207000000.0,4189000000.0,3241000000.0,2366000000.0,-161000000.0,580000000.0,572000000.0
1196,2021-06-30,Martin Marietta Materials,MLM,,288100000.0,225800000.0,76700000.0,385300000.0,310200000.0,310200000.0,-28100000.0,62300000.0,1295300000.0,985100000.0,910000000.0,-22100000.0,225800000.0,225600000.0
1197,2021-03-31,Martin Marietta Materials,MLM,,81400000.0,65300000.0,73600000.0,175900000.0,106700000.0,106700000.0,-27400000.0,15900000.0,921900000.0,815200000.0,746000000.0,-25300000.0,65500000.0,65300000.0
1198,2020-12-31,Martin Marietta Materials,MLM,,208300000.0,183000000.0,86300000.0,326200000.0,239300000.0,239300000.0,-28400000.0,25200000.0,1110900000.0,871600000.0,784700000.0,-31000000.0,183100000.0,182900000.0
1199,2020-09-30,Martin Marietta Materials,MLM,,375900000.0,294400000.0,68200000.0,404600000.0,334000000.0,334000000.0,-28700000.0,81500000.0,1240700000.0,906700000.0,836100000.0,41900000.0,294400000.0,294100000.0
1200,2021-03-31,Masco,MAS,,157000000.0,94000000.0,346000000.0,700000000.0,354000000.0,354000000.0,-202000000.0,43000000.0,1970000000.0,1616000000.0,1270000000.0,-208000000.0,114000000.0,88000000.0
1201,2020-12-31,Masco,MAS,,275000000.0,195000000.0,353000000.0,662000000.0,309000000.0,309000000.0,-34000000.0,67000000.0,1860000000.0,1551000000.0,1198000000.0,-34000000.0,208000000.0,195000000.0
1202,2020-09-30,Masco,MAS,,380000000.0,275000000.0,337000000.0,752000000.0,415000000.0,415000000.0,-40000000.0,87000000.0,1983000000.0,1568000000.0,1231000000.0,-35000000.0,293000000.0,274000000.0
1203,2020-06-30,Masco,MAS,,302000000.0,224000000.0,297000000.0,628000000.0,331000000.0,331000000.0,-35000000.0,82000000.0,1764000000.0,1433000000.0,1136000000.0,-29000000.0,220000000.0,222000000.0
1204,2021-06-30,Mastercard,MA,,2478000000.0,2066000000.0,1934000000.0,4528000000.0,2408000000.0,2408000000.0,-106000000.0,412000000.0,4528000000.0,2120000000.0,0.0,70000000.0,2066000000.0,2066000000.0
1205,2021-03-31,Mastercard,MA,,2190000000.0,1828000000.0,1795000000.0,4155000000.0,2197000000.0,2197000000.0,-107000000.0,362000000.0,4155000000.0,1958000000.0,0.0,-7000000.0,1828000000.0,1828000000.0
1206,2020-12-31,Mastercard,MA,,2168000000.0,1785000000.0,1859000000.0,4120000000.0,2111000000.0,2111000000.0,-108000000.0,383000000.0,4120000000.0,2009000000.0,0.0,57000000.0,1785000000.0,1785000000.0
1207,2020-09-30,Mastercard,MA,,1915000000.0,1513000000.0,1591000000.0,3837000000.0,2105000000.0,2105000000.0,-105000000.0,402000000.0,3837000000.0,1732000000.0,0.0,-190000000.0,1513000000.0,1513000000.0
1208,2021-06-30,Match Group,MTCH,52133000.0,177340000.0,140895000.0,238811000.0,514661000.0,213414000.0,213414000.0,-32219000.0,37320000.0,707760000.0,494346000.0,193099000.0,-36074000.0,140020000.0,140895000.0
1209,2021-03-31,Match Group,MTCH,55576000.0,156101000.0,174250000.0,228653000.0,488157000.0,193258000.0,193258000.0,-31838000.0,-17747000.0,667612000.0,474354000.0,179455000.0,-37157000.0,173848000.0,174250000.0
1210,2020-12-31,Match Group,MTCH,44832000.0,165796000.0,140579000.0,213007000.0,481671000.0,212582000.0,212582000.0,-43306000.0,25617000.0,651407000.0,438825000.0,169736000.0,-46786000.0,140179000.0,140579000.0
1211,2020-09-30,Match Group,MTCH,39280000.0,155055000.0,132581000.0,218820000.0,469947000.0,200167000.0,200167000.0,-43189000.0,23568000.0,639770000.0,439603000.0,169823000.0,-45112000.0,131487000.0,132581000.0
1212,2021-08-31,McCormick & Company,MKC,,243900000.0,212400000.0,325800000.0,599600000.0,273800000.0,273800000.0,-33900000.0,31500000.0,1549400000.0,1275600000.0,949800000.0,-29900000.0,212400000.0,212400000.0
1213,2021-05-31,McCormick & Company,MKC,,229100000.0,183700000.0,355200000.0,614600000.0,259400000.0,259400000.0,-35600000.0,45400000.0,1556700000.0,1297300000.0,942100000.0,-30300000.0,183700000.0,183700000.0
1214,2021-02-28,McCormick & Company,MKC,,220400000.0,161800000.0,319500000.0,583800000.0,264300000.0,264300000.0,-33800000.0,58600000.0,1481500000.0,1217200000.0,897700000.0,-43900000.0,161800000.0,161800000.0
1215,2020-11-30,McCormick & Company,MKC,68600000.0,258200000.0,200700000.0,299000000.0,660700000.0,293100000.0,293100000.0,-32400000.0,57500000.0,1557900000.0,1264800000.0,897200000.0,-34900000.0,200700000.0,200700000.0
1216,2021-06-30,McDonald's,MCD,,2376000000.0,2219300000.0,572400000.0,3219500000.0,2564000000.0,2564000000.0,-296500000.0,156700000.0,5887900000.0,3323900000.0,2668400000.0,-188000000.0,2219300000.0,2219300000.0
1217,2021-03-31,McDonald's,MCD,,1952700000.0,1537200000.0,490400000.0,2668300000.0,2108500000.0,2108500000.0,-300000000.0,415500000.0,5124600000.0,3016100000.0,2456300000.0,-155800000.0,1537200000.0,1537200000.0
1218,2020-12-31,McDonald's,MCD,,1830000000.0,1377200000.0,698000000.0,2780200000.0,2016000000.0,2016000000.0,-308900000.0,452800000.0,5313800000.0,3297800000.0,2533600000.0,-186000000.0,1377200000.0,1377200000.0
1219,2020-09-30,McDonald's,MCD,,2217100000.0,1762600000.0,454700000.0,2904700000.0,2401200000.0,2401200000.0,-310100000.0,454500000.0,5418100000.0,3016900000.0,2513400000.0,-184100000.0,1762600000.0,1762600000.0
1220,2021-03-31,McKesson Corporation,MCK,,1029000000.0,666000000.0,2224000000.0,3116000000.0,892000000.0,892000000.0,-52000000.0,316000000.0,59142000000.0,58250000000.0,56026000000.0,137000000.0,713000000.0,666000000.0
1221,2020-12-31,McKesson Corporation,MCK,,-7363000000.0,-6226000000.0,2291000000.0,3151000000.0,860000000.0,860000000.0,-55000000.0,-1189000000.0,62599000000.0,61739000000.0,59448000000.0,-8223000000.0,-6174000000.0,-6226000000.0
1222,2020-09-30,McKesson Corporation,MCK,,655000000.0,577000000.0,2237000000.0,3000000000.0,763000000.0,763000000.0,-50000000.0,28000000.0,60808000000.0,60045000000.0,57808000000.0,-108000000.0,627000000.0,577000000.0
1223,2020-06-30,McKesson Corporation,MCK,,645000000.0,444000000.0,2097000000.0,2700000000.0,603000000.0,603000000.0,-60000000.0,150000000.0,55679000000.0,55076000000.0,52979000000.0,42000000.0,495000000.0,444000000.0
1224,2021-07-30,Medtronic,MDT,750000000.0,833000000.0,763000000.0,2491000000.0,5422000000.0,1665000000.0,1665000000.0,-137000000.0,64000000.0,7987000000.0,6322000000.0,2565000000.0,-832000000.0,769000000.0,763000000.0
1225,2021-04-30,Medtronic,MDT,632000000.0,1566000000.0,1360000000.0,2510000000.0,5568000000.0,1980000000.0,1980000000.0,-142000000.0,200000000.0,8188000000.0,6208000000.0,2620000000.0,-414000000.0,1366000000.0,1360000000.0
1226,2021-01-29,Medtronic,MDT,601000000.0,1220000000.0,1270000000.0,2481000000.0,5190000000.0,1652000000.0,1652000000.0,-143000000.0,-59000000.0,7775000000.0,6123000000.0,2585000000.0,-432000000.0,1279000000.0,1270000000.0
1227,2020-10-30,Medtronic,MDT,639000000.0,525000000.0,489000000.0,2612000000.0,4974000000.0,1134000000.0,1134000000.0,-470000000.0,31000000.0,7647000000.0,6513000000.0,2673000000.0,-609000000.0,494000000.0,489000000.0
1228,2021-06-30,Merck & Co.,MRK,2611000000.0,1717000000.0,1545000000.0,2144000000.0,8373000000.0,3618000000.0,3618000000.0,-202000000.0,503000000.0,11402000000.0,7784000000.0,3029000000.0,-1901000000.0,1214000000.0,1545000000.0
1229,2021-03-31,Merck & Co.,MRK,2458000000.0,3462000000.0,3179000000.0,2333000000.0,8625000000.0,3834000000.0,3834000000.0,-200000000.0,276000000.0,12080000000.0,8246000000.0,3455000000.0,-372000000.0,3186000000.0,3179000000.0
1230,2020-12-31,Merck & Co.,MRK,2617000000.0,-1993000000.0,-2094000000.0,2993000000.0,8914000000.0,3304000000.0,3304000000.0,-207000000.0,98000000.0,12515000000.0,9211000000.0,3601000000.0,-5297000000.0,-2091000000.0,-2094000000.0
1231,2020-09-30,Merck & Co.,MRK,2539000000.0,3428000000.0,2941000000.0,2109000000.0,9108000000.0,4460000000.0,4460000000.0,-203000000.0,483000000.0,12551000000.0,8091000000.0,3443000000.0,-1032000000.0,2945000000.0,2941000000.0
