Date;PKod;Pgroup;Pname;Pquantity;pce_zn;pwa_zn;pce_sn;pwa_sn;pce_sb;pwa_sb;pudzsb;pmarza;pmarzajedn;pkwmarza;pudzmarza
01.07.2018;11487;DAIRY_CHESSE;JOGURT OW.WYSPA 150 G;6;1,59;9,54;2,18;13,08;2,29;13,74;0,01;27,06;0,59;3,54;0,02
01.07.2018;2312;DAIRY_CHESSE;JOGURT PANA COTTA 150 G;61;0,89;54,26;1,42;86,62;1,49;90,89;0,08;37,36;0,53;32,36;0,14
01.07.2018;5969;DAIRY_CHESSE;JOGURT ZO NATURALNY 180 G;146;0,88;128,68;1,23;179,58;1,29;188,34;0,16;28,34;0,35;50,9;0,23
01.07.2018;4576;MEAT;KABANOSY Z DROBIEM KG;0,3;17,32;5,11;20,95;6,18;22;6,49;0,01;17,31;3,63;1,07;0
01.07.2018;619;GENERAL_FOOD;KAKAO DEKOMORENO 80 G;3;2,14;6,42;3,16;9,48;3,89;11,67;0,01;32,28;1,02;3,06;0,01
01.07.2018;3739;COFFEE TEA;KAKAO NESQUIK NESTLE 200G;2;4,5;9;5,68;11,36;6,99;13,98;0,01;20,77;1,18;2,36;0,01
01.07.2018;530;GENERAL_FOOD;KAKAO PUCHATEK 150G;5;2,59;12,95;3,55;17,75;4,37;21,85;0,02;27,04;0,96;4,8;0,02
01.07.2018;7245;SPICES;KAMIS GRIL KIELBASKI 20 G;1;1,84;1,84;2,4;2,4;2,59;2,59;0;23,33;0,56;0,56;0
01.07.2018;9530;SPICES;KAMIS PAPRYKA SLODKA 20 G;1;1,13;1,13;1,54;1,54;1,89;1,89;0;26,62;0,41;0,41;0
01.07.2018;9035;SPICES;KAMIS PIEPRZ CZAR /MIELONY;5;1,33;6,65;2,11;10,55;2,59;12,95;0,01;36,97;0,78;3,9;0,02
01.07.2018;9772;SPICES;KAMIS PROSZEK DO PIECZENIA 30 G;2;0,26;0,52;0,64;1,28;0,79;1,58;0;59,38;0,38;0,76;0
01.07.2018;9060;SPICES;KAMIS PRZYPRAWA DO KURCZ/STAROPOLSKA;1;1,59;1,59;2,08;2,08;2,25;2,25;0;23,56;0,49;0,49;0
01.07.2018;2110;SPICES;KAMIS ROZMARYN 15 G;1;1,44;1,44;2,02;2,02;2,49;2,49;0;28,71;0,58;0,58;0
01.07.2018;1108;GENERAL_FOOD;KAPUSTA  KISZONA LUZ;5,83;2,17;12,64;3,1;18,07;3,35;19,51;0,02;30,05;0,93;5,43;0,02
01.07.2018;15941;VEGETABLES;KAPUSTA  MLODA KWASZONA LUZ;20,91;2,67;55,83;3,82;79,88;4,13;86,37;0,07;30,11;1,15;24,05;0,11
01.07.2018;13008;PET'S FOOD;KARMA CHAPPI Z DROBIEM 400 G;5;3,15;15,75;3,86;19,3;4,17;20,85;0,02;18,39;0,71;3,55;0,02
01.07.2018;7956;PET'S FOOD;KARMA DO PSA PEDIGREE 150 GR MARKIES;2;1,66;3,32;4,09;8,18;4,42;8,84;0,01;59,41;2,43;4,86;0,02
01.07.2018;7368;DAIRY_CHESSE;KARMA MR CAT 400G;6;2,15;12,9;3,17;19,02;3,42;20,52;0,02;32,18;1,02;6,12;0,03
01.07.2018;6527;PET'S FOOD;KARMA MR DOG 415 G PUSZKA WOLOW+WARZYW;3;1,46;4,38;2,09;6,27;2,26;6,78;0,01;30,14;0,63;1,89;0,01
01.07.2018;6631;PET'S FOOD;KARMA MR DOG SUPREM 500G;2;2,15;4,3;3,05;6,1;3,29;6,58;0,01;29,51;0,9;1,8;0,01
01.07.2018;6634;PET'S FOOD;KARMA MR DOG SUPREME 500G;5;2,15;10,75;3,07;15,35;3,31;16,57;0,01;29,97;0,92;4,6;0,02
01.07.2018;8671;SWEETS;KARTY;1;0,08;0,08;3,24;3,24;3,99;3,99;0;97,53;3,16;3,16;0,01
01.07.2018;8992;VEGETABLES;KASZA BURGER 400 G;1;4,03;4,03;5,7;5,7;5,99;5,99;0,01;29,3;1,67;1,67;0,01
01.07.2018;18092;GROATS_RICE_PASTA;KASZA JAGLANA 400 G;2;2,43;4,86;3,8;7,6;3,99;7,98;0,01;36,05;1,37;2,74;0,01
01.07.2018;18884;MEAT;KASZANKA KG;1,45;9,72;14,04;12,15;17,55;12,75;18,43;0,02;20;2,43;3,51;0,02
01.07.2018;8069;GROATS_RICE_PASTA;KASZKA MANNA 400 G KROS;2;0,92;1,84;1,51;3,02;1,59;3,18;0;39,07;0,59;1,18;0,01
01.07.2018;6636;GENERAL;KASZKA MANNA 400 G SARITA;4;0,93;3,72;1,29;5,16;1,35;5,4;0;27,91;0,36;1,44;0,01
01.07.2018;1979;COFFEE TEA;KAWA ASTRA 100G MIELONA;2;3,28;6,56;4,14;8,28;5,09;10,18;0,01;20,77;0,86;1,72;0,01
01.07.2018;9545;COFFEE TEA;KAWA ASTRA ZIARNO 250 G;1;3,94;3,94;5,06;5,06;6,22;6,22;0,01;22,13;1,12;1,12;0,01
01.07.2018;224;COFFEE TEA;KAWA INKA 150G KARTON;6;2,9;17,4;4,15;24,9;4,48;26,88;0,02;30,12;1,25;7,5;0,03
01.07.2018;13715;COFFEE TEA;KAWA MK CAFE PREMIUM 80 G;1;2,96;2,96;3,98;3,98;4,89;4,89;0;25,63;1,02;1,02;0
01.07.2018;11038;COFFEE TEA;KAWA NESCAFE 100 G CREME;1;8,78;8,78;11,71;11,71;14,4;14,4;0,01;25,02;2,93;2,93;0,01
01.07.2018;4830;COFFEE TEA;KAWA NESCAFE CLASSIC 100 G;2;7,66;15,32;10,68;21,36;13,14;26,28;0,02;28,28;3,02;6,04;0,03
01.07.2018;4316;COFFEE TEA;KAWA NESCAFE CLASSIC 200 G SLOIK;2;15,8;31,6;19,5;39;23,99;47,98;0,04;18,97;3,7;7,4;0,03
01.07.2018;3869;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KAWA ROZP.NESCAFE CLASSIC 50G;1;5,12;5,12;6,57;6,57;8,08;8,08;0,01;22,07;1,45;1,45;0,01
01.07.2018;5744;COFFEE TEA;KAWA TCHIBO FAMILI 100G;3;2,34;7,02;3;9;3,69;11,07;0,01;22;0,66;1,98;0,01
01.07.2018;1147;COFFEE TEA;KAWA WOSEBA GOLD 100G;7;2,17;15,17;2,92;20,44;3,59;25,13;0,02;25,78;0,75;5,27;0,02
01.07.2018;197;COFFEE TEA;KAWA WOSEBA GOLD 250G;3;4,73;14,19;5,86;17,58;7,21;21,63;0,02;19,28;1,13;3,39;0,02
01.07.2018;198;COFFEE TEA;KAWA WOSEBA RODZINNA 80G;9;1,45;13,05;2,19;19,71;2,69;24,21;0,02;33,79;0,74;6,66;0,03
01.07.2018;551;COFFEE TEA;KAWA ZBOZOWA ANATOL 84 G EX;7;1,68;11,76;2,65;18,55;2,86;20,02;0,02;36,6;0,97;6,79;0,03
01.07.2018;11669;DAIRY_CHESSE;KEFIR SREMSKI 400 ML B.;76;1,4;106,4;1,66;126,2;1,75;132,64;0,11;15,69;0,26;19,8;0,09
01.07.2018;8616;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KETCHUP KOTLIN PIK.450G;2;2,73;5,46;4,06;8,12;4,39;8,78;0,01;32,76;1,33;2,66;0,01
01.07.2018;628;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KETCHUP LAGODNY 470 G TORTEX;11;2,4;26,4;3,49;38,39;3,77;41,47;0,03;31,23;1,09;11,99;0,05
01.07.2018;19471;GENERAL_FOOD;KETCHUP PIKANTNY 470 G TORTEX;10;2,4;24;3,49;34,9;3,77;37,7;0,03;31,23;1,09;10,9;0,05
01.07.2018;15394;GENERAL_FOOD;KIELBASA BIA?A PARZONA KG;0,1;15,9;1,59;19;1,9;20;2;0;16,32;3,1;0,31;0
01.07.2018;5539;MEAT;KIELBASA CODZIENNA KG;0,16;10,39;1,61;12,97;2,01;13,61;2,11;0;19,9;2,58;0,4;0
01.07.2018;3777;MEAT;KIELBASA JA?OWCOWA KG;0,21;20,34;4,17;25,71;5,27;26,98;5,53;0;20,87;5,37;1,1;0
01.07.2018;18123;MEAT;KIELBASA PIECZONA  KG;2,62;15,01;39,24;21,3;55,69;22,36;58,48;0,05;29,54;6,29;16,45;0,07
01.07.2018;15385;GENERAL_FOOD;KIELBASA SLASKA  KG;4,01;13;52,14;19,04;76,35;19,99;80,16;0,07;31,71;6,04;24,21;0,11
01.07.2018;4608;MEAT;KIELBASA WINERKI KG;0,36;16,31;5,87;20,14;7,25;21,14;7,61;0,01;19,03;3,83;1,38;0,01
01.07.2018;4926;MEAT;KIELBASA Z SEREM /KEBAB/WIOSENNA;4,13;12,49;51,53;15,62;64,44;16,4;67,66;0,06;20,03;3,13;12,91;0,06
01.07.2018;3775;MEAT;KIELBASA ZWYCZAJNA KG;5,56;9;50,02;15,75;87,47;16,54;91,87;0,08;42,81;6,74;37,45;0,17
01.07.2018;16222;GENERAL_FOOD;KIELBASA ZYWIECKA KG;0,3;19,67;5,9;24,6;7,38;25,83;7,75;0,01;20,05;4,93;1,48;0,01
01.07.2018;3734;MEAT;KIE?BASA KRUCHA Z WEDZARNI KG;2,56;15,01;38,34;23,32;59,57;24,49;62,57;0,05;35,64;8,31;21,23;0,1
01.07.2018;3729;MEAT;KIE?BASA MYSLIWSKA KG;0,74;20,35;14,96;25,44;18,7;26,71;19,63;0,02;20;5,09;3,74;0,02
01.07.2018;3737;MEAT;KIE?BASA POLSKA WEDZONA  KG;1,32;19,86;26,11;24,02;31,59;25,23;33,18;0,03;17,35;4,17;5,48;0,02
01.07.2018;5010;MEAT;KIE?BASA WIOSENNA KG;2,09;12,49;26,1;15,62;32,64;16,4;34,27;0,03;20,04;3,13;6,54;0,03
01.07.2018;3711;MEAT;KIE?BASA ZE SWINOB/GEESOWSKA;0,2;16,3;3,26;20,5;4,1;21,5;4,3;0;20,49;4,2;0,84;0
01.07.2018;3724;MEAT;KIE?BASA ZIELONOGÓRSKA KG;0,64;14,5;9,21;21,64;13,74;22,71;14,42;0,01;32,97;7,13;4,53;0,02
01.07.2018;3709;MEAT;KIE?BASKI PYSZNE KG;0,66;18,32;12,09;20,94;13,82;22,02;14,53;0,01;12,52;2,62;1,73;0,01
01.07.2018;3044;SWEETS;KINDER CHOCOLATE 100G;10;2,81;28,1;3,98;39,8;4,89;48,9;0,04;29,4;1,17;11,7;0,05
01.07.2018;2740;SWEETS;KINDER CHOCOLATE 50G;6;1,65;9,9;2,4;14,4;2,95;17,7;0,01;31,25;0,75;4,5;0,02
01.07.2018;2016;SWEETS;KINDER JAJKO JOY;83;2,49;206,67;3,24;268,92;3,99;331,17;0,28;23,15;0,75;62,25;0,28
01.07.2018;15240;GENERAL_FOOD;KINDER MLECZNA KANAPKA;5;1,12;5,6;1,75;8,75;1,89;9,45;0,01;36;0,63;3,15;0,01
01.07.2018;8797;CHEMISTRY;KLEJ BIUROWY;4;0,79;3,16;1,3;5,2;1,6;6,4;0,01;39,23;0,51;2,04;0,01
01.07.2018;1611;CHEMISTRY;KLEJ KROPELKA;8;2,35;18,8;3,49;27,92;4,29;34,32;0,03;32,66;1,14;9,12;0,04
01.07.2018;7399;GENERAL;KLEJ SUPER GLU;8;1,1;8,8;1,62;12,96;1,99;15,92;0,01;32,1;0,52;4,16;0,02
01.07.2018;1620;CHEMISTRY;KLEJ SUPER GLUE;2;1,12;2,24;1,54;3,08;1,89;3,78;0;27,27;0,42;0,84;0
01.07.2018;4957;CHEMISTRY;KLEJ W SZTYFCIE;2;0,99;1,98;1,38;2,76;1,7;3,4;0;28,26;0,39;0,78;0
01.07.2018;1652;ICE_CREAMS_FROZEN;KLUSKI SLASKIE  Z DZIURK? 450GR NORDIS;1;4,13;4,13;5,51;5,51;5,79;5,79;0;25,05;1,38;1,38;0,01
01.07.2018;11116;GENERAL_FOOD;KLUSKI SLASKIE 400G GRZESKOWIAK;5;3,33;16,65;4,22;21,1;4,56;22,8;0,02;21,09;0,89;4,45;0,02
01.07.2018;2897;GENERAL_FOOD;KNOR NUDLE POMIDOROWA PIKANTNA 63 G;19;1,68;31,92;2,47;46,93;2,59;49,21;0,04;31,98;0,79;15,01;0,07
01.07.2018;863;SPICES;KNOR ROSOL Z KURY 3LX6 KOSTKI;1;1,45;1,45;2,08;2,08;2,25;2,25;0;30,29;0,63;0,63;0
01.07.2018;859;GENERAL_FOOD;KNOR SOS DO SALATEK GRECKI;3;0,92;2,76;1,56;4,68;1,69;5,07;0;41,03;0,64;1,92;0,01
01.07.2018;9015;SPICES;KNORR CYNAMON Z WIETNAMU 15 G;2;1,29;2,58;1,85;3,7;2,28;4,56;0;30,27;0,56;1,12;0,01
01.07.2018;209;SPICES;KNORR DELIKAT CZERWONY 200G;2;6,01;12,02;7,52;15,04;8,12;16,24;0,01;20,08;1,51;3,02;0,01
01.07.2018;6739;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KNORR FIX DANIE ORIENTALNE 48 G;5;2,09;10,45;2,95;14,75;3,19;15,95;0,01;29,15;0,86;4,3;0,02
01.07.2018;10349;GENERAL_FOOD;KNORR FIX DO SPAGH.4-SERY;3;1,96;5,88;3,42;10,26;3,69;11,07;0,01;42,69;1,46;4,38;0,02
01.07.2018;9692;SPICES;KNORR FIX DO STROGONOFF;6;3,03;18,18;4,1;24,6;4,43;26,58;0,02;26,1;1,07;6,42;0,03
01.07.2018;5155;GENERAL;KNORR FIX RURKI Z KURCZAKIEM;2;2,09;4,18;2,95;5,9;3,19;6,38;0,01;29,15;0,86;1,72;0,01
01.07.2018;6049;GENERAL;KNORR G K BOROWIKOWA;2;0,93;1,86;1,47;2,94;1,59;3,18;0;36,73;0,54;1,08;0
01.07.2018;4479;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KNORR G_K BARSZCZ CZERWONY;5;0,93;4,65;1,47;7,35;1,59;7,95;0,01;36,73;0,54;2,7;0,01
01.07.2018;9113;GENERAL_FOOD;KNORR G.K. KURKOWA Z MAKARONEM 13 G;1;0,99;0,99;1,56;1,56;1,69;1,69;0;36,54;0,57;0,57;0
01.07.2018;207;GENERAL_FOOD;KNORR G.K. POMIDOROWA Z MAKARON;8;0,92;7,36;1,47;11,76;1,59;12,72;0,01;37,41;0,55;4,4;0,02
01.07.2018;3516;GENERAL_FOOD;KNORR G.K.CEBULOWA Z GRZANKAMI 17 G;1;0,99;0,99;1,56;1,56;1,69;1,69;0;36,54;0,57;0,57;0
01.07.2018;9021;SPICES;KNORR KMIN RZYMSKI 15G;4;1,29;5,16;1,85;7,4;2,28;9,12;0,01;30,27;0,56;2,24;0,01
01.07.2018;9032;SPICES;KNORR KURKUMA Z INDI 20 G;24;1,77;42,36;2,24;53,75;2,76;66,16;0,06;21,19;0,47;11,39;0,05
01.07.2018;9026;SPICES;KNORR LISC LAUROWY Z TURCJI 5 G;3;1,29;3,87;1,85;5,55;2,28;6,84;0,01;30,27;0,56;1,68;0,01
01.07.2018;9012;SPICES;KNORR MIESZANKA WLOSKA;6;1,38;8,28;1,84;11,04;1,99;11,94;0,01;25;0,46;2,76;0,01
01.07.2018;9039;SPICES;KNORR PAPRYKA OSTRA Z HISZPANI;3;1,29;3,87;1,85;5,55;2,28;6,84;0,01;30,27;0,56;1,68;0,01
01.07.2018;9000;GENERAL_FOOD;KNORR PRZYPRAWA DO KARKOWKI 23G;1;1,38;1,38;2,13;2,13;2,3;2,3;0;35,21;0,75;0,75;0
01.07.2018;9011;SPICES;KNORR PRZYPRAWA DO KURCZAKA;3;1,27;3,8;1,84;5,52;1,99;5,97;0;31,16;0,57;1,72;0,01
01.07.2018;9033;SPICES;KNORR PRZYPRAWA DO MIESA MIELONEGO 23 G;1;1,38;1,38;1,84;1,84;1,99;1,99;0;25;0,46;0,46;0
01.07.2018;9001;GENERAL_FOOD;KNORR PRZYPRAWA DO WIEPRZOWINY 23 G;2;1,38;2,76;2,13;4,26;2,3;4,6;0;35,21;0,75;1,5;0,01
01.07.2018;11948;SPICES;KNORR ROSOL Z KURY Z LUBCZ.60G;2;2,53;5,06;3,62;7,24;3,91;7,82;0,01;30,11;1,09;2,18;0,01
01.07.2018;17615;GENERAL_FOOD;KNORR SOS DO PIECZENI CIEMNY;2;1,87;3,74;2,58;5,16;2,79;5,58;0;27,52;0,71;1,42;0,01
01.07.2018;860;GENERAL_FOOD;KNORR SOS DO SAL.PAP.ZIOLA 9G;1;1,12;1,12;1,84;1,84;1,99;1,99;0;39,13;0,72;0,72;0
01.07.2018;9567;VEGETABLES;KNORR SOS FRANCUSKI SALAT.;6;1,27;7,62;1,84;11,04;1,99;11,94;0,01;30,98;0,57;3,42;0,02
01.07.2018;7248;GENERAL;KNORR SOS SALATKOWY OGRODOWY;1;1,27;1,27;1,84;1,84;1,99;1,99;0;30,98;0,57;0,57;0
01.07.2018;12458;GENERAL_FOOD;KNORR SOS SEROWY 34 G;2;3,38;6,76;4,53;9,06;4,89;9,78;0,01;25,39;1,15;2,3;0,01
01.07.2018;9036;SPICES;KNORR TYMIANEK Z POLSKI;2;1,29;2,58;1,85;3,7;2,28;4,56;0;30,27;0,56;1,12;0,01
01.07.2018;3534;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KONCENTRAT DAWTONA 200G SLOIK;10;1,33;13,3;2,31;23,1;2,49;24,9;0,02;42,42;0,98;9,8;0,04
01.07.2018;18729;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KONCENTRAT POMIDOROWY 190 G SLON.OGROD;26;1,02;26,52;1,56;40,56;1,68;43,68;0,04;34,62;0,54;14,04;0,06
01.07.2018;4617;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KONCENTRAT POMIDOROWY 80G SLONECZNY OGRO;26;0,73;18,98;1,13;29,38;1,22;31,72;0,03;35,4;0,4;10,4;0,05
01.07.2018;1150;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;KONCENTRAT POMIDOROWY DAWTONA 30% 1KG;1;5,7;5,7;8,03;8,03;8,67;8,67;0,01;29,02;2,33;2,33;0,01
01.07.2018;5145;GENERAL;KONSERWA TURYSTYCZNA 300G EVRO;5;1,49;7,45;3,22;16,1;3,38;16,9;0,01;53,73;1,73;8,65;0,04
01.07.2018;5147;GENERAL;KONSERWA TYROLSKA 300G EVRA;3;1,49;4,47;3,22;9,66;3,38;10,14;0,01;53,73;1,73;5,19;0,02
01.07.2018;8667;CANNED_PATE;KOPYTKA 400GR TACKA GRZESKOWIAK;13;3,43;44,59;4,38;56,92;4,73;61,47;0,05;21,66;0,95;12,33;0,06
01.07.2018;9485;FISH;KORECZKI HELSKIE 250 G;1;4,99;4,99;6,4;6,4;6,72;6,72;0,01;22,03;1,41;1,41;0,01
01.07.2018;9500;PACKAGES;KOSZYCZEK OD TRUSKAWEK;3,9;1,6;6,24;2,72;10,61;3,34;13,02;0,01;41,19;1,12;4,37;0,02
01.07.2018;9506;GENERAL;KRAKERST 110 G CEBULOWE POL.MLYN;2;1,36;2,72;1,99;3,98;2,45;4,9;0;31,66;0,63;1,26;0,01
01.07.2018;9505;GENERAL;KRAKERST 110 G SOLONE POL.MLYNY;3;1,36;4,08;1,99;5,97;2,45;7,35;0,01;31,66;0,63;1,89;0,01
01.07.2018;4012;MEAT;KRAKOWSKA SUCHA KG;1,21;22;26,51;31,42;37,86;33;39,76;0,03;29,98;9,42;11,35;0,05
01.07.2018;4204;GENERAL;KRAKUS BARSZCZ CZERW.300 ML KONC;5;2,87;14,35;4,16;20,8;4,49;22,45;0,02;31,01;1,29;6,45;0,03
01.07.2018;9181;GENERAL;KRATKA DO WYSMAZENIA 200G;1;2,15;2,15;3,08;3,08;3,23;3,23;0;30,19;0,93;0,93;0
01.07.2018;3524;CHEMISTRY;KRAZKI KUKURYDZIANE 60 G;4;1,54;6,16;2,05;8,2;2,15;8,6;0,01;24,88;0,51;2,04;0,01
01.07.2018;6587;SWEETS;KRAZKI ORKISZOWE 60 G;1;1,71;1,71;2,36;2,36;2,48;2,48;0;27,54;0,65;0,65;0
01.07.2018;1657;CHEMISTRY;KREM BAMBINO 75ML;2;3,79;7,58;4,87;9,74;5,99;11,98;0,01;22,18;1,08;2,16;0,01
01.07.2018;1631;CHEMISTRY;KREM DO GOLENIA LIDER CLASSIC;1;1,64;1,64;2,67;2,67;3,29;3,29;0;38,58;1,03;1,03;0
01.07.2018;15621;CHEMISTRY;KREM DO RAK EVA LEN 100 G;1;3,5;3,5;4,85;4,85;5,97;5,97;0;27,84;1,35;1,35;0,01
01.07.2018;17060;SPICES;KREM DO TORTOW SMIETANA 100G CYKORIA;2;1,96;3,92;2,77;5,54;2,99;5,98;0,01;29,24;0,81;1,62;0,01
01.07.2018;7829;GENERAL_FOOD;KREM LAKOMCIA CZEK.ORZECH 190G;18;1,95;35,1;2,84;51,12;3,49;62,82;0,05;31,34;0,89;16,02;0,07
01.07.2018;7505;SWEETS;KREM NUTELLA 230 G;1;6,48;6,48;8,12;8,12;9,99;9,99;0,01;20,2;1,64;1,64;0,01
01.07.2018;9629;CHEMISTRY;KRET GRANULKI 200G;3;3,39;10,17;4,85;14,55;5,97;17,91;0,01;30,1;1,46;4,38;0,02
01.07.2018;9631;CHEMISTRY;KRET GRANULKI 400 G;2;4,99;9,98;7,13;14,26;8,77;17,54;0,01;30,01;2,14;4,28;0,02
01.07.2018;5410;CHEMISTRY;KRET W TABLATKACH 3W1;1;0,83;0,83;1,13;1,13;1,39;1,39;0;26,55;0,3;0,3;0
01.07.2018;18486;GENERAL_FOOD;KROKIETY KASZTELAN 400G;3;4,95;14,85;6,35;19,05;6,67;20,01;0,02;22,05;1,4;4,2;0,02
01.07.2018;8752;CANNED_PATE;KROKIETY Z KAPUS/GRZYB.400GR GRZESKOWIAK;7;4,1;28,7;5,13;35,91;5,39;37,73;0,03;20,08;1,03;7,21;0,03
01.07.2018;2231;GENERAL;KROKIETY Z MIESEM  GRZESKOWIAK;6;4,95;29,7;6,19;37,14;6,5;39;0,03;20,03;1,24;7,44;0,03
01.07.2018;15326;VEGETABLES;KT ARBUZ...;91,85;1,26;115,32;1,7;156,27;1,79;164,26;0,14;26,2;0,45;40,95;0,18
01.07.2018;5;VEGETABLES;KT BANAN;103,81;2,73;283,23;3,34;346,33;3,61;374,36;0,31;18,22;0,61;63,1;0,28
01.07.2018;15893;VEGETABLES;KT BOB M?ODY SZT;12;3,58;42,96;4,75;57;4,99;59,88;0,05;24,63;1,17;14,04;0,06
01.07.2018;1156;VEGETABLES;KT BOCZNIAK KG;1;11,9;11,9;15,23;15,23;15,99;15,99;0,01;21,86;3,33;3,33;0,01
01.07.2018;7127;VEGETABLES;KT BOROWKA PUDELKO;7;3,46;24,22;4,47;31,29;4,69;32,83;0,03;22,6;1,01;7,07;0,03
01.07.2018;16033;VEGETABLES;KT BOROWKA PUDE?KO 250 G;4;5,46;21,85;7,23;28,92;7,59;30,37;0,03;24,45;1,77;7,07;0,03
01.07.2018;7293;VEGETABLES;KT BOTWINKA PECZEK;2;1,4;2,8;1,87;3,74;1,96;3,92;0;25,13;0,47;0,94;0
01.07.2018;8427;VEGETABLES;KT BROKUL;22;1,99;43,73;2,82;62,14;2,97;65,26;0,05;29,63;0,84;18,41;0,08
01.07.2018;15896;VEGETABLES;KT BRZOSK. UFO/NEKTAR KG;42,15;4,69;197,77;6,31;265,88;6,62;279,13;0,23;25,62;1,62;68,11;0,3
01.07.2018;15807;VEGETABLES;KT BRZOSKWINA SZT;18;0,37;6,66;0,81;14,64;0,85;15,34;0,01;54,51;0,44;7,98;0,04
01.07.2018;5270;VEGETABLES;KT BRZOSKWINIE KG;1,2;4,31;5,17;5,91;7,09;6,21;7,45;0,01;27,08;1,6;1,92;0,01
01.07.2018;10118;VEGETABLES;KT BURACZEK CZERWONY;4,2;0,88;3,69;1,32;5,54;1,39;5,83;0;33,39;0,44;1,85;0,01
01.07.2018;6;VEGETABLES;KT CEBUL CZERWONNA MODRA;2,97;1,6;4,73;3,14;9,3;3,28;9,73;0,01;49,14;1,54;4,57;0,02
01.07.2018;9556;VEGETABLES;KT CEBULA;77,22;1,26;97,25;1,57;121,5;1,65;127,35;0,11;19,96;0,31;24,25;0,11
01.07.2018;18509;VEGETABLES;KT CEBULA OBRANA MLODA KG;29,57;2,19;64,63;3,54;104,54;3,71;109,78;0,09;38,18;1,35;39,91;0,18
01.07.2018;15814;VEGETABLES;KT CHRZAN KG;8,24;10,48;86,37;11,83;97,51;12,43;102,46;0,09;11,42;1,35;11,14;0,05
01.07.2018;18377;VEGETABLES;KT CUKINIA KG;2,56;3,91;9,98;2,71;6,93;2,85;7,27;0,01;-44,01;-1,19;-3,05;-0,01
01.07.2018;9;VEGETABLES;KT CYTRYNA;18,15;6,97;126,5;9,71;176,23;10,49;190,32;0,16;28,22;2,74;49,73;0,22
01.07.2018;274;VEGETABLES;KT CZOSNEK POLSKI;141;0,98;137,68;1,36;191,42;1,43;201,29;0,17;28,07;0,38;53,74;0,24
01.07.2018;15902;VEGETABLES;KT FASOLA ZÓLTA;13,42;5,1;68,38;7,2;96,62;7,56;101,44;0,08;29,23;2,1;28,24;0,13
01.07.2018;275;VEGETABLES;KT GREJFRUT;0,69;4,13;2,85;5,3;3,66;5,72;3,95;0;22,13;1,17;0,81;0
01.07.2018;285;VEGETABLES;KT GRUSZKI KG;8,11;5,01;40,65;7,09;57,51;7,44;60,33;0,05;29,32;2,08;16,86;0,08
01.07.2018;5175;VEGETABLES;KT JABLKO CZERWONE;72,55;2,99;217,05;3,8;275,77;3,99;289,62;0,24;21,29;0,81;58,72;0,26
01.07.2018;277;VEGETABLES;KT KALAFIOR;40;3,57;142,6;3,87;154,98;4,07;162,6;0,14;7,99;0,31;12,38;0,06
01.07.2018;15327;VEGETABLES;KT KALAREPA SZT;49;1,24;60,76;1,66;81,14;1,74;85,31;0,07;25,12;0,42;20,38;0,09
01.07.2018;279;VEGETABLES;KT KAPUSTA  WCZESNA SZT;83;2;166,11;2,73;226,44;2,86;237,67;0,2;26,64;0,73;60,33;0,27
01.07.2018;280;VEGETABLES;KT KAPUSTA PEKINSKA KG;4,12;2,88;11,85;3,82;15,73;4;16,5;0,01;24,67;0,94;3,88;0,02
01.07.2018;1506;VEGETABLES;KT KAPUSTA PEKINSKA MLODA SZT;10;2,5;25;3,32;33,2;3,49;34,9;0,03;24,7;0,82;8,2;0,04
01.07.2018;282;VEGETABLES;KT KIWI;18;0,77;13,86;1,01;18,18;1,09;19,62;0,02;23,76;0,24;4,32;0,02
01.07.2018;9841;VEGETABLES;KT KIWI ZÓ?TE 3 SZT;2;3,9;7,8;4,62;9,24;4,99;9,98;0,01;15,58;0,72;1,44;0,01
01.07.2018;10240;VEGETABLES;KT KOPER ZIELONY DO OGURKOW;56;1,02;57,01;1,6;89,84;1,68;94,24;0,08;36,54;0,59;32,83;0,15
01.07.2018;9386;VEGETABLES;KT KOPEREK ZIELONY CI?TY;53;0,96;50,83;1,36;72,26;1,43;75,97;0,06;29,66;0,4;21,43;0,1
01.07.2018;5437;VEGETABLES;KT MALINY  FOREMKA;3;4,57;13,71;5,7;17,1;5,99;17,97;0,02;19,82;1,13;3,39;0,02
01.07.2018;7;VEGETABLES;KT MARCHEW LUZ;82,83;1,94;160,98;3,01;249,34;3,16;261,77;0,22;35,44;1,07;88,36;0,4
01.07.2018;16036;VEGETABLES;KT MORELA KG;18,45;5,35;98,74;7,02;129,42;7,37;135,87;0,11;23,71;1,66;30,68;0,14
01.07.2018;15940;VEGETABLES;KT NEKTARYNK KG;24,62;4,13;101,67;6,2;152,63;6,51;160,27;0,13;33,39;2,07;50,96;0,23
