Index,Name,Volume,Volume_USD,Market_Cap,Market_Cap_USD,Sales,Floor_Price,Floor_Price_USD,Average_Price,Average_Price_USD,Owners,Assets,Owner_Asset_Ratio,Category,Website,Logo
237,Solympian Gods,31.53,4629.2346,5.34,784.0188,369,0.03,4.4046,0.085447154,12.54535122,78,178,43.82,"Digital,Art,Collectibles,PFP,2D,Image",,https://content.solsea.io/files/thumbnail/1635307983371-800966840-Zeus.PNG
238,Lazy Heroes,31.28,4592.5296,17.08333333,2508.175,36,0.4,58.728,0.868888889,127.5702667,26,41,63.41,,https://lazyheroes.io/,https://content.solsea.io/files/thumbnail/1636820156506-115018918-Solsea_banner_512x512.png
239,Spookeletons,31.06,4560.2292,0,0,30,0.22,32.3004,1.035333333,152.00764,17,32,53.13,,https://t.co/ylCsk98vx8?amp=1,https://content.solsea.io/files/thumbnail/1635572251847-52863775-bjfUV_NK_400x400.jpg
240,BACKPAIN,31,4551.42,0,0,18,6.5,954.33,1.722222222,252.8566667,3,4,75,Art,keezerfeld.com,https://content.solsea.io/files/thumbnail/1633402711895-310856019-Dv32hgHl_400x400.jpg
241,Gloomy Dudes,30.91,4538.2062,0,0,86,0.25,36.705,0.359418605,52.76983953,16,49,32.65,"Digital,Art,Collectibles,Trading Cards,2D,Drawing,Street Art,Image,Design",http://thegloomydudes.tilda.ws,https://content.solsea.io/files/thumbnail/1636883962415-174994008-IMG_741.jpg
242,The 50's Kid,30.8,4522.056,191.8875,28172.92275,43,0.65,95.433,0.71627907,105.164093,13,301,4.32,"Art,Collectibles,Metaverse",https://the50skid.com/,https://content.solsea.io/files/thumbnail/1635082417438-904820242-logo3.png
243,Crypto Carz,30.7,4507.374,65.68869565,9644.414296,369,0.06,8.8092,0.083197832,12.21510569,208,856,24.3,Collectibles,https://www.launchmynft.io/,https://content.solsea.io/files/thumbnail/1638305007469-460240407-red rare.png
244,R0B0T ANGELS,30.04,4410.4728,0,0,10,400,58728,3.004,441.04728,6,7,85.71,"Metaverse,Collectibles",,https://content.solsea.io/files/thumbnail/1632631761609-737104972-remakes.jpg
245,Abstracto Sol,30,4404.6,0,0,18,1,146.82,1.666666667,244.7,2,262,0.76,,abstracto.space,https://content.solsea.io/files/thumbnail/1632182724505-967062782-DC5EC3A6-1670-46C3-A692-B0E778E7734F 2.PNG
246,Angry Armadillos,29.75,4367.895,6.4,939.648,83,0.12,17.6184,0.358433735,52.62524096,33,40,82.5,"Digital,Collectibles,PFP",https://angrydillos.com/,https://content.solsea.io/files/thumbnail/1639277580921-70732295.png
247,DeFiHoodNFT,29.54,4337.0628,24.674,3622.63668,56,0.34,49.9188,0.5275,77.44755,35,73,47.95,,https://t.co/AZcU6Pewia,https://content.solsea.io/files/thumbnail/1639490005151-621382602.jfif
248,Moments,28.89,4241.6298,0,0,5,1,146.82,5.778,848.32596,7,10,70,,https://drops.frakt.art/moments,https://content.solsea.io/files/thumbnail/1634323895475-758908051-Generate798_score_10.jpg
249,Soalas NFT,28.82,4231.3524,23.11777778,3394.152133,255,0.03,4.4046,0.113019608,16.59353882,147,202,72.77,,https://soalas.com,https://content.solsea.io/files/thumbnail/1634137164251-63971619-SoalaAvatar - Soalas NFT.png
250,MetaLand,28.6,4199.052,234.8210526,34476.42695,19,0.4,58.728,1.505263158,221.0027368,3,156,1.92,Metaverse,http://metalandgamefi.com/,https://content.solsea.io/files/thumbnail/1641396904665-267471296.png
251,HUMILITY,28,4110.96,5.6,822.192,10,,,2.8,411.096,1,2,50,Art,WWW.KEEZERFELD.COM,https://content.solsea.io/files/thumbnail/1636849483350-982870685-Dv32hgHl_400x400.jpg
252,PerkyPanda Club,27.97,4106.5554,0,0,35,0.08,11.7456,0.799142857,117.3301543,42,67,62.69,,https://perkypandaclub.com,https://content.solsea.io/files/thumbnail/1633608243343-98013722-1.png
253,Soloth Street Club,27.43,4027.2726,6.86,1007.1852,316,0.04,5.8728,0.086803797,12.74453354,224,343,65.31,"Digital,Art,Graphics,Drawing,Design",https://www.solothstreetclub.com,https://content.solsea.io/files/thumbnail/1633434617287-588714050-Soloth-Gang.png
254,Cryptomost: Fanclub,26.53,3895.1346,12.4,1820.568,128,0.2,29.364,0.207265625,30.43073906,20,62,32.26,"Digital,Collectibles,2D,Ticket",www.turbomost.cz,https://content.solsea.io/files/thumbnail/1638202124922-544513243-Ultimate_TURBOMOST.png
255,The Infamous Thugbirdz,26.5,3890.73,0,0,17,1.06,155.6292,1.558823529,228.8664706,3,3,100,,https://t.co/UTWkTW2E2X?amp=1,https://content.solsea.io/files/thumbnail/1635012085027-675049487-EGW7ZG9a_400x400.jpg
256,Sol Doggos,26.2,3846.684,2.976666667,437.0342,63,0.15,22.023,0.415873016,61.05847619,35,47,74.47,,https://soldoggos.com/,https://content.solsea.io/files/thumbnail/1633183341200-86952050-doggs icon.png
257,Anime Loot,26.11,3833.4702,0,0,92,0.1,14.682,0.283804348,41.66815435,21,45,46.67,,,https://content.solsea.io/files/thumbnail/1632156686832-352401841-logo.png
258,Shredded Apes: Gym Club,25.98,3814.3836,21.87789474,3212.112505,19,1.5,220.23,1.367368421,200.7570316,15,16,93.75,,https://t.co/RYS7M1UfTN,https://content.solsea.io/files/thumbnail/1642079865055-769739427.jpg
259,Solana Eggs,25.71,3774.7422,0,0,24,0.47,69.0054,1.07125,157.280925,13,79,16.46,"Digital,Collectibles",http://www.solanaeggs.com/,"https://content.solsea.io/files/thumbnail/1633197905701-978802382-RED, MUSTACHE, COWBOY.png"
260,Trippy Places,25.5,3743.91,0,0,23,0.5,73.41,1.108695652,162.7786957,7,71,9.86,"Digital,Art,Collectibles",https://trippyplaces.art/,https://content.solsea.io/files/thumbnail/1630740918659-809847786-Misunderstood.jpeg
261,Solanauts,25.37,3724.8234,15.53666667,2281.0934,80,0.3,44.046,0.317125,46.5602925,22,59,37.29,"PFP,Collectibles,2D",https://solanauts.org/,https://content.solsea.io/files/thumbnail/1637136491563-677920273-Untitled_Artwork 13.jpg
262,Rat Bastards,25.13,3689.5866,0,0,30,0.65,95.433,0.837666667,122.98622,20,28,71.43,,ratbastard.io,https://content.solsea.io/files/thumbnail/1637356785577-18173501-rat.jpg
263,ChainMyth - Golden Tickets,24.94,3661.6908,0,0,7,6,880.92,3.562857143,523.0986857,1,1,100,,https://t.co/2FnoqWU9SR,https://content.solsea.io/files/thumbnail/1638804083910-191142897.jpg
264,SolanaEagle,24.91,3657.2862,5.537142857,812.9633143,185,0.04,5.8728,0.134648649,19.76911459,111,204,54.41,,https://t.co/2r6TFEDSvG?amp=1,https://content.solsea.io/files/thumbnail/1636993754607-62540-zhvbtBmI_400x400.jpg
265,Time Variants,24.88,3652.8816,0,0,11,1,146.82,2.261818182,332.0801455,23,44,52.27,"Metaverse,Digital,Collectibles,Art,3D,AI",http://timevariants.com,https://content.solsea.io/files/thumbnail/1639330889135-639123659.png
266,SolBears,24.85,3648.477,22.8,3347.496,24,0.39,57.2598,1.035416667,152.019875,52,60,86.67,,soltopia.io,https://content.solsea.io/files/thumbnail/1631901455250-402952251-SolBearArtLogo400x400 - Bear Gang.png
267,256 MetaPunks,24.8,3641.136,0,0,32,0.69,101.3058,0.775,113.7855,10,52,19.23,"Digital,Metaverse,Art,Collectibles,Trading Cards,Immaterial,2D,Design,Picture,Image",https://www.cybershoes.com/metapunks/,https://content.solsea.io/files/thumbnail/1636157225641-338012404-034_MetaPunk_512x512.png
268,freNFT Base-Set V0,24.01,3525.1482,0,0,29,0.2,29.364,0.827931034,121.5568345,4,66,6.06,"Digital,Metaverse,Art,Artifact,Trading Cards,Collectibles,Design",https://frencoin.finance/,https://content.solsea.io/files/thumbnail/1637368086882-734374412-FrenLogo sticker.png
269,Shiba Family,23.94,3514.8708,8.5,1247.97,31,0.4,58.728,0.772258065,113.382929,27,34,79.41,,https://www.shibafamilynft.com,https://content.solsea.io/files/thumbnail/1634561272033-984298072-Shiba Family Solana NFT Solsea - 512.png
270,The Solana Piranhas,23.91,3510.4662,0,0,33,0.15,22.023,0.724545455,106.3777636,60,114,52.63,,https://solanapiranhas.com/,https://content.solsea.io/files/thumbnail/1634642258028-420840681-profile.png
271,The Orb Project,23.5,3450.27,0,0,10,1,146.82,2.35,345.027,6,77,7.79,"Digital,Metaverse,Art,Photography,Immaterial,Collectibles,Design,Image",https://emcn.co.uk/orb-nft,https://content.solsea.io/files/thumbnail/1630752244987-528849468-Tree Sphere.jpg
272,SolNerds,23.28,3417.9696,0,0,133,0.04,5.8728,0.175037594,25.69901955,150,221,67.87,"Metaverse,Collectibles",https://www.solnerds.com/,https://content.solsea.io/files/thumbnail/1635961847982-547424367-solsea.png
273,CryptoRock,23.05,3384.201,0,0,18,0.15,22.023,1.280555556,188.0111667,18,30,60,,https://www.cryptorocks.xyz/,https://content.solsea.io/files/thumbnail/1632828889480-439192221-512x512 - crypto rock.png
274,Astro Heads,22.35,3281.427,9.34375,1371.849375,77,0.12,17.6184,0.29025974,42.61593506,20,65,30.77,"Collectibles,3D,Design,Art,Graphics,PFP",,https://content.solsea.io/files/thumbnail/1639943630898-578236146.png
275,RoyalSnakes Club,22.05,3237.381,2.8,411.096,41,0.1,14.682,0.537804878,78.9605122,11,28,39.29,"Metaverse,Collectibles,Digital,2D,Graphics",https://royalsnakes.club,https://content.solsea.io/files/thumbnail/1633301515784-951911655-avatrs.png
276,SolStars,22,3230.04,0,0,3,,,7.333333333,1076.68,0,0,,,https://solstars.art/,https://content.solsea.io/files/thumbnail/1632823362820-587801097-Snoop Dog - Sol Stars.PNG
277,Gold's Emporium,22,3230.04,0,0,11,2,293.64,2,293.64,5,38,13.16,"Digital,3D,Video,Design,Art,Graphics",,https://content.solsea.io/files/thumbnail/1640028715750-736814372.png
278,theBULL,21.82,3203.6124,8.16,1198.0512,42,0.29,42.5778,0.51952381,76.27648571,39,34,,Art,https://thebull.meta-collective.digital/,https://content.solsea.io/files/thumbnail/1633887081606-39059619-Profilo_2.png
279,Banana Solana,21.56,3165.4392,9.1325,1340.83365,527,0.03,4.4046,0.040910816,6.006525996,174,281,61.92,Digital,https://bananasolana.com,https://content.solsea.io/files/thumbnail/1638392923703-30833739.png
280,CatFamily,21.12,3100.8384,9.608571429,1410.730457,206,0.04,5.8728,0.102524272,15.05261359,96,177,54.24,PFP,https://catfamilynft.art/,https://content.solsea.io/files/thumbnail/1637430870365-165098964-King.jpeg
281,SOLdreams,21.09,3096.4338,27,3964.14,14,0.99,145.3518,1.506428571,221.1738429,5,18,27.78,,https://soldreams.com,https://content.solsea.io/files/thumbnail/1632815871435-895545811-logo_256.png
282,Shuffle Sharks,20.92,3071.4744,31.95,4690.899,60,0.2,29.364,0.348666667,51.19124,49,71,69.01,"Digital,Metaverse,Art,Trading Cards,PFP,2D,Picture,Design,Image,AI,Collectibles",http://shufflesharks.com,https://content.solsea.io/files/thumbnail/1638217253801-919689493-512x512_ShuffleSharks.jpg
283,GALAXXIA,20.75,3046.515,28.8,4228.416,26,0.25,36.705,0.798076923,117.1736538,6,32,18.75,"Digital,3D,Video,Collectibles,Metaverse",https://galaxxianfts.com/,https://content.solsea.io/files/thumbnail/1635777758709-542637273-Galaxxia001_Planet001_SMALL.png
284,CryptoAmulets S2,20.5,3009.81,0,0,6,0.9,132.138,3.416666667,501.635,11,22,50,"Digital,Art,Collectibles,Artifact",https://cryptoamulets.io,https://content.solsea.io/files/thumbnail/1635706512649-315385533-1200-X-1200-PNG.png
285,Solania,20.28,2977.5096,0,0,15,0.1,14.682,1.352,198.50064,29,44,65.91,,https://solania.space/,https://content.solsea.io/files/thumbnail/1632075619868-308807003-logo192 - DONGHYUN PARK.png
286,Numoon,20,2936.4,0,0,1,1,146.82,20,2936.4,1,8,12.5,"Digital,2D,Art,Collectibles",,https://content.solsea.io/files/thumbnail/1632846316984-79482689-2.jpeg
287,Sollamas Fan Arts,19.7,2892.354,0,0,20,1.2,176.184,0.985,144.6177,7,9,77.78,,,https://content.solsea.io/files/thumbnail/1630800103491-270118286-1.jpg
288,Solamids,19.69,2890.8858,7.756666667,1138.8338,26,0.6,88.092,0.757307692,111.1879154,10,13,76.92,,https://t.co/Cpi8rHA4Qq,https://content.solsea.io/files/thumbnail/1639412260807-683945240.jpg
289,ThePocketBitcoinBand,19.5,2862.99,75.5,11084.91,38,0.5,73.41,0.513157895,75.34184211,7,151,4.64,"Music,Art,Collectibles,Drawing",https://linktr.ee/thebitcoinband,https://content.solsea.io/files/thumbnail/1637527693250-435975119-avatar 2.jpg
290,NFIT Social Club,19.17,2814.5394,7.1,1042.422,323,0.04,5.8728,0.059349845,8.713744272,72,142,50.7,"Collectibles,Digital,PFP",nfitsocialclub.com,https://content.solsea.io/files/thumbnail/1635887987929-427336216-2021-11-03 05.00.33.jpg
291,CyberCityCat ,19.04,2795.4528,20.14,2956.9548,453,0.03,4.4046,0.042030905,6.170977483,134,318,42.14,,,https://content.solsea.io/files/thumbnail/1637238037429-562135121-O0TveezV_400x400.png
292,PixelApes,18.97,2785.1754,7.26,1065.9132,71,0.12,17.6184,0.267183099,39.22782254,22,33,66.67,,https://t.co/SwqfwnzvZO,https://content.solsea.io/files/thumbnail/1638454496784-787539285.jpg
293,PLUS QUAM,18.9,2774.898,0,0,7,,,2.7,396.414,0,0,,,www.keezerfeld.com,https://content.solsea.io/files/thumbnail/1636074534769-981759491-Dv32hgHl_400x400.jpg
294,Ben the Robot,18.65,2738.193,76,11158.32,81,0.19,27.8958,0.230246914,33.80485185,16,152,10.53,"Art,Physical,Collectibles,Music,Audio,3D,Painting,Sculpture,Photography",https://substereo.com/media,https://content.solsea.io/files/thumbnail/1637759788463-325929615-new logom(red).png
295,gmoot poems,18.6,2730.852,0,0,48,5,734.1,0.3875,56.89275,6,7,85.71,,https://t.co/0h3oygh9Se?amp=1,https://content.solsea.io/files/thumbnail/1635785392770-84657457-gmoots.jpg
296,Orcanauts,18.59,2729.3838,0,0,5,1,146.82,3.718,545.87676,14,14,100,,https://t.co/aJ7vi215lV?amp=1,https://content.solsea.io/files/thumbnail/1638053331502-173072024-Wd6Pa64X_400x400.jpg
297,SPACE KITTIES vol.1,18.5,2716.17,0,0,15,1.3,190.866,1.233333333,181.078,6,9,66.67,"Digital,3D,Metaverse,Art,Graphics,Video",https://www.oquonie.space,https://content.solsea.io/files/thumbnail/1636357621337-726888123-kitty_png.png
298,Skyline,18.33,2691.2106,0,0,8,0.3,44.046,2.29125,336.401325,10,11,90.91,,skylinenft.art,https://content.solsea.io/files/thumbnail/1635177010616-363682589-AQbSE7Q-_400x400.jpg
299,Wool Capital Group,18.25,2679.465,7.98,1171.6236,39,0.07,10.2774,0.467948718,68.70423077,36,57,63.16,,https://www.woolcapitalgroup.com/,https://content.solsea.io/files/thumbnail/1633448830731-452426015-Untitled_Artwork 3 - Zachary Nasgowitz.jpeg
300,Ape Punks,18.17,2667.7194,33.9,4977.198,122,0.1,14.682,0.148934426,21.86655246,60,113,53.1,"Digital,Metaverse,Immaterial,Art,Collectibles,Privilege,Ticket",https://apepunks.org,https://content.solsea.io/files/thumbnail/1639193881312-424213007.png
301,The Sloth Republic,17.99,2641.2918,0,0,36,0.29,42.5778,0.499722222,73.36921667,10,57,17.54,,,https://content.solsea.io/files/thumbnail/1632838298154-976622339-TheSlothRepublic_500x500.jpg
302,Spiderverse,17.91,2629.5462,8.4875,1246.13475,51,0.25,36.705,0.351176471,51.55972941,10,14,71.43,,,https://content.solsea.io/files/thumbnail/1640787083776-704952167.jpg
303,Meta Drago,17.81,2614.8642,0,0,39,,,0.456666667,67.0478,0,0,,,,
304,SolNauts,17.75,2606.055,8,1174.56,122,0.06,8.8092,0.145491803,21.36110656,44,96,45.83,"Art,3D,Digital,PFP,Design,Ticket",https://solnauts.art/,https://content.solsea.io/files/thumbnail/1639932768114-875152689.png
305,TiasTacos,17.74,2604.5868,0,0,78,0.65,95.433,0.227435897,33.39213846,1,1,100,,,https://content.solsea.io/files/thumbnail/1636828968590-825492132-emQaIK7b_400x400.jpg
306,CyberKeys,17.7,2598.714,0,0,5,,,3.54,519.7428,0,0,,,,https://content.solsea.io/files/thumbnail/1639867952913-245076246.jpg
307,CryptoFaces,17.69,2597.2458,0,0,62,0.3,44.046,0.285322581,41.89106129,26,62,41.94,"Digital,Art,Collectibles,Drawing,PFP,Picture,Painting,2D",https://scratchkaos.wixsite.com/cryptofaces,https://content.solsea.io/files/thumbnail/1642109435835-495445788.jpg
308,Scar Solciety ,17.4,2554.668,0,0,26,0.45,66.069,0.669230769,98.25646154,2,2,100,"PFP,Metaverse,Drawing,Art,Collectibles,2D,Digital",https://foundation.app/@ScarSolciety,https://content.solsea.io/files/thumbnail/1633349465741-378364243-Citizen_541.png
309,Bitfluencers,17.27,2535.5814,1.48,217.2936,106,0.02,2.9364,0.162924528,23.92057925,15,74,20.27,,,https://content.solsea.io/files/thumbnail/1632535182800-170521895-logo.png
310,Orc Racing Club,17.18,2522.3676,0,0,35,0.3,44.046,0.490857143,72.06764571,36,40,90,"Digital,Art,Collectibles,2D,Image",orcracingclub.com,https://content.solsea.io/files/thumbnail/1634221022138-100060465-orc solsea.png
311,PonderMonsterHotties,17.08,2507.6856,36.1,5300.202,82,0.34,49.9188,0.208292683,30.58153171,27,57,47.37,"Digital,Trading Cards,Graphics,Design,Image,Drawing,Art,2D,Collectibles",Linktr.ee/PonderMonster,https://content.solsea.io/files/thumbnail/1642000557333-996902348.png
312,Skullies,17.06,2504.7492,0,0,28,0.4,58.728,0.609285714,89.45532857,21,37,56.76,"Art,PFP,Collectibles,Metaverse,Digital,Graphics,2D,Design,Drawing",https://skullies.art/,https://content.solsea.io/files/thumbnail/1634623502960-74359260-Skullie 01 (2).png
313,SOLChamies,17.02,2498.8764,0,0,15,0.25,36.705,1.134666667,166.59176,15,18,83.33,"Image,Art,Collectibles,3D,Design,Graphics",https://solchamies.com,https://content.solsea.io/files/thumbnail/1635774414307-120381111-Icon.jpg
314,Moshed Ape Club,17,2495.94,50,7341,16,1,146.82,1.0625,155.99625,11,25,44,"Digital,Art,Metaverse,PFP,Graphics,3D,Collectibles,Design",https://linktr.ee/okba_layeb,https://content.solsea.io/files/thumbnail/1640534131913-159822756.jpg
315,Nuclear Dolphins NFT,16.88,2478.3216,24.5625,3606.26625,36,0.09,13.2138,0.468888889,68.84226667,42,75,56,,https://nucleardolphins.com/,https://content.solsea.io/files/thumbnail/1640037247828-753461703.jpeg
316,Goblin Laboratory,16.6,2437.212,0,0,4,0.9,132.138,4.15,609.303,8,10,80,,https://t.co/4hu8stHXmR?amp=1,https://content.solsea.io/files/thumbnail/1635372637226-514699798-ajJUrpH4_400x400.jpg
317,CBS Gen0,16.55,2429.871,0,0,33,0.6,88.092,0.501515152,73.63245455,1,1,100,"Collectibles,Art",,https://content.solsea.io/files/thumbnail/1635113860109-677559147-6.png
318,Cryptomafia,16.47,2418.1254,0,0,53,0.09,13.2138,0.310754717,45.62500755,70,103,67.96,,http://cryptomafia.gg/,https://content.solsea.io/files/thumbnail/1635259681349-442624287-Screen Shot 2021-10-23 at 2.07.13 AM.png
319,Soulless,16.46,2416.6572,0,0,10,0.08,11.7456,1.646,241.66572,20,13,,,https://www.soulless.io,https://content.solsea.io/files/thumbnail/1633713272726-50364994-CIhIkbG.jpeg
320,Anime Girls,16.25,2385.825,0,0,56,0.3,44.046,0.290178571,42.60401786,21,74,28.38,"Art,PFP,Collectibles",,https://content.solsea.io/files/thumbnail/1638735967759-165079325.jpg
321,Crypto Lizzy,15.99,2347.6518,0,0,15,0.3,44.046,1.066,156.51012,17,26,65.38,,,https://content.solsea.io/files/thumbnail/1632067074042-96101846-CryptoLizard00SOL - Mattia Angius.png
322,Homo Sapiens,15.95,2341.779,0,0,33,0.1,14.682,0.483333333,70.963,42,65,64.62,"Art,Digital,2D,Design,Image",homosapiensnft.io,https://content.solsea.io/files/thumbnail/1633350676875-236544528-PFP.png
323,Gruesome Goblins,15.89,2332.9698,0,0,20,0.4,58.728,0.7945,116.64849,8,11,72.73,"Digital,PFP,Collectibles,3D,P2E",https://gruesomegoblins.com,https://content.solsea.io/files/thumbnail/1638218570247-419228139-logo.png
324,Electra Ladies,15.86,2328.5652,0,0,54,0.5,73.41,0.293703704,43.12157778,3,4,75,"Digital,Art,3D,Drawing,Print,Collectibles",tiktok.com/@brooklyn.nfts,https://content.solsea.io/files/thumbnail/1639115274716-749783834.png
325,Nasty Nerds,15.77,2315.3514,32.16,4721.7312,19,0.55,80.751,0.83,121.8606,33,60,55,,https://nastynerds.io/,https://content.solsea.io/files/thumbnail/1637175820797-574776921-RPLK2ED3_400x400.jpg
326,Unikornica,15.72,2308.0104,0,0,21,0.15,22.023,0.748571429,109.9052571,9,31,29.03,"Art,Collectibles,2D,Image,Graphics,Digital",https://unikornica.weebly.com/,https://content.solsea.io/files/thumbnail/1636803333760-896953178-Avatar_512x512.jpg
327,Foxy Fennecs Gang,15.62,2293.3284,0.62,91.0284,10,0.29,42.5778,1.562,229.33284,17,31,54.84,,https://t.co/LYsBCHPkbJ?amp=1,https://content.solsea.io/files/thumbnail/1635012514430-265379038-Dcdar7wr_400x400.jpg
328,For NY gifts,15.61,2291.8602,0,0,5,,,3.122,458.37204,0,0,,"Digital,Privilege,Art,2D",,https://content.solsea.io/files/thumbnail/1640272009144-84332849.jpg
329,SolDough Market,15.58,2287.4556,0,0,13,,,1.198461538,175.9581231,0,0,,"Collectibles,Digital,Drawing",soldough.com,https://content.solsea.io/files/thumbnail/1637326905373-298809042-512512.png
330,Alchemy Bugs,15.52,2278.6464,3.125,458.8125,73,0.1,14.682,0.21260274,31.21433425,6,25,24,"Digital,Art,Collectibles",tylerthrasher.com,"https://content.solsea.io/files/thumbnail/1635049058889-706540846-Photo Oct 14, 9 09 39 PM.png"
331,Subway Skaters,15.46,2269.8372,12.034,1766.83188,316,0.03,4.4046,0.048924051,7.183029114,303,547,55.39,"P2E,Metaverse,Art",https://www.subwayskaters.com/,https://content.solsea.io/files/thumbnail/1639571811406-962303265.png
332,Solana Big Brother,15.4,2261.028,1.54,226.1028,10,4.2,616.644,1.54,226.1028,1,1,100,,,https://content.solsea.io/files/thumbnail/1641920839743-291948130.jpg
333,Lucky Kittens,15.05,2209.641,0,0,10,,,1.505,220.9641,0,0,,,https://t.co/XTWXvSVlbL,https://content.solsea.io/files/thumbnail/1639334034203-347896687.jpg
334,Electric Originals,15,2202.3,0,0,3,1,146.82,5,734.1,1,9,11.11,"Digital,Art,Drawing",,https://content.solsea.io/files/thumbnail/1637884020780-10081202-icon.png
335,SUPERCARS CLUB,14.85,2180.277,41.82,6140.0124,72,0.25,36.705,0.20625,30.281625,17,68,25,,https://t.co/krReZZhJGU?amp=1,https://content.solsea.io/files/thumbnail/1637682198117-679527714-X_HdpgMT_400x400.jpg
336,BabySpartan Flamingo,14.78,2169.9996,10.41811321,1529.587381,162,0.08,11.7456,0.091234568,13.39505926,48,116,41.38,Art,babyspartanflamingo.io,https://content.solsea.io/files/thumbnail/1637895758269-612996806-85.png
337,Gentle Monkiez,14.76,2167.0632,4.68,687.1176,62,0.13,19.0866,0.238064516,34.95263226,27,39,69.23,,https://t.co/d01fO0EXUS,https://content.solsea.io/files/thumbnail/1639132884387-754989811.png
338,Solzoo Series 1,14.75,2165.595,0,0,36,0.2,29.364,0.409722222,60.15541667,15,72,20.83,,www.instagram.com/solzoo,https://content.solsea.io/files/thumbnail/1632166132786-451391674-Solzoo_NFT_009.jpg
339,Kaizen Corps,14.73,2162.6586,18.24,2677.9968,15,0.98,143.8836,0.982,144.17724,7,8,87.5,,https://t.co/FEyyMNqSKg,https://content.solsea.io/files/thumbnail/1639356164079-777398741.jpg
340,Sol y Luna,14.62,2146.5084,22.96285714,3371.406686,61,0.12,17.6184,0.239672131,35.1886623,22,141,15.6,"Digital,Art,Painting",,https://content.solsea.io/files/thumbnail/1639644457331-178940759.png
341,Digital Ducklings,14.58,2140.6356,22,3230.04,16,0.45,66.069,0.91125,133.789725,35,50,70,"Art,Collectibles,2D",www.digitalducklings.io,https://content.solsea.io/files/thumbnail/1639153931666-825340498.png
342,Glyph-Bound Reveal,14.5,2128.89,0,0,29,,,0.5,73.41,0,0,,"Collectibles,Ticket,Video",https://www.glyph-bound.com/,https://content.solsea.io/files/thumbnail/1635728376322-705121796-Mallard3Frontx10.png
343,Meekolony,14.5,2128.89,0,0,17,,,0.852941176,125.2288235,0,0,,,https://t.co/QW2dG98biO,https://content.solsea.io/files/thumbnail/1640319563423-661910101.jpg
344,HitPunks,14.5,2128.89,0,0,7,0.8,117.456,2.071428571,304.1271429,4,35,11.43,"Collectibles,2D,Pixel Art",www.hitpunks.com,https://content.solsea.io/files/thumbnail/1640021682400-756264580.png
345,Lost Lynx Society,14.2,2084.844,0,0,44,0.2,29.364,0.322727273,47.38281818,18,28,64.29,Collectibles,https://www.lostlynx.io/,https://content.solsea.io/files/thumbnail/1638127765991-618920484-logo_colored.0b98506d.png
346,Soulmates,14.12,2073.0984,0,0,29,0.4,58.728,0.486896552,71.48615172,28,54,51.85,,https://t.co/DkP6jbowRt?amp=1,https://content.solsea.io/files/thumbnail/1636309333931-483947370-4azo7qAn_400x400.jpg
347,Rogue Sharks™ NFT,13.99,2054.0118,0,0,5,0.5,73.41,2.798,410.80236,4,5,80,"Art,Digital,Collectibles,3D",https://jo1n.roguesharks.org/,https://content.solsea.io/files/thumbnail/1633823642470-184771960-Q1-6BRWp_400x400.jpg
348,SolPunks in Lego,13.94,2046.6708,0,0,60,0.15,22.023,0.232333333,34.11118,14,504,2.78,,www.solpunksinlego.com,https://content.solsea.io/files/thumbnail/1632288542332-559493715-4.png
349,Block Cheese Gang,13.85,2033.457,9.0816,1333.360512,236,0.03,4.4046,0.058686441,8.61634322,120,258,46.51,,https://t.co/tqw4kzz5Wg,https://content.solsea.io/files/thumbnail/1639766101916-810888245.jpg
350,Sol Cat @Lilbaksik,13.8,2026.116,5.46,801.6372,46,0.17,24.9594,0.3,44.046,10,23,43.48,"Art,Collectibles,Metaverse,PFP,Digital",https://linktr.ee/lilbaksik,https://content.solsea.io/files/thumbnail/1642302330027-596370308.jpg
351,The Beginning,13.8,2026.116,0,0,3,3,440.46,4.6,675.372,1,2,50,"Art,Collectibles,2D,Drawing",https://www.theinkblocks.com,https://content.solsea.io/files/thumbnail/1638582958997-285274955.png
352,G.O.A.T. Collection,13.7,2011.434,0,0,8,1.1,161.502,1.7125,251.42925,13,17,76.47,,goatcollection.io,https://content.solsea.io/files/thumbnail/1635389553593-697496815-jpg 2.jpg
353,SOLENFORCERS,13.7,2011.434,4.95,726.759,27,0.1,14.682,0.507407407,74.49755556,53,99,53.54,"3D,Art,Collectibles",https://solenforcers.io/,https://content.solsea.io/files/thumbnail/1638037938154-311730158-shw-3.png
354,Starbase,13.68,2008.4976,1.72,252.5304,27,0.05,7.341,0.506666667,74.3888,34,43,79.07,Digital,https://solstarbase.ch,https://content.solsea.io/files/thumbnail/1633886143156-222151958-IMG_20211010_191111_568.png
355,Fluffy Heads,13.6,1996.752,0,0,117,0.03,4.4046,0.116239316,17.06625641,48,75,64,"Digital,AI,Art,Collectibles,PFP,2D,Graphics,Drawing,Image",https://fluffyheads.club,https://content.solsea.io/files/thumbnail/1637237865765-230143752-2091.png
356,POLLYANNA,13.5,1982.07,0,0,10,,,1.35,198.207,0,0,,,https://www.keezerfeld.com/work#/polyanna/,https://content.solsea.io/files/thumbnail/1632761609028-373351941-0ktOzjTV_400x400.jpg
357,The Bean Team ,13.33,1957.1106,0,0,48,0.05,7.341,0.277708333,40.7731375,55,79,69.62,,https://www.beanteamnft.com/,https://content.solsea.io/files/thumbnail/1633351066776-160547887-photo_2021-10-04 14.36.47.jpeg
