ticker,company name,short name,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3
NSIT,Insight Enterprises Inc.,Insight Enterprises,Application Software,"Insight Enterprises Inc is an Information Technology provider helping businesses of all sizes from small and medium sized firms to enterprises, governments, schools and healthcare organizations; define architect, manage Intelligent Technology Solutions.",http://www.insight.com,NSIT.png,Kenneth T. Lamneck,Nasdaq Global Select,1662399938,Technology,Technology,Information Technology Services,Application Software
NSL,Nuveen Senior Income Fund,Nuveen Senior Income Fund,Asset Management,"Nuveen Senior Income Fund is a diversified closed-end management investment company. Its investment objective is to achieve a high level of current income, consistent with capital preservation.",http://www.nuveen.com,NSL.png,Cedric H. Antosiewicz,New York Stock Exchange,221882655,Financial Services,Financial Services,Asset Management,
NSP,Insperity Inc.,Insperity,Employment Services,Insperity Inc is engaged in providing human resources and business solutions designed to improve business performance. Its product offerings are provided through its Workforce Optimization and Workforce Synchronization solutions.,http://www.insperity.com,NSP.png,Paul J. Sarvadi,New York Stock Exchange,4514232718,Industrials,Industrials,Staffing & Outsourcing Services,Employment Services
NSPR,InspireMD Inc.,InspireMD,Medical Devices,InspireMD Inc is a United States based medical device company. It is primarily focused on the development and commercialization of proprietary MicroNet stent platform technology for the treatment of complex vascular and coronary disease.,http://www.inspiremd.com,NSPR.png,James J. Barry,NYSE American,7329026,Healthcare,Healthcare,Medical Devices,
NSSC,NAPCO Security Technologies Inc.,NAPCO Security,Consulting & Outsourcing,"NAPCO Security Technologies Inc is engaged in manufacturing of security products, encompassing access control systems, door security products, intrusion and fire alarm systems and video surveillance products.",http://www.napcosecurity.com,NSSC.png,Richard L. Soloway,Nasdaq Global Select,341219903,Industrials,Industrials,Security & Protection Services,Consulting & Outsourcing
NSTG,NanoString Technologies Inc.,NanoString,Biotechnology,"NanoString Technologies Inc is a biotechnology company. It develops, manufactures and sells products that unlock scientifically valuable and clinically actionable genomic information from minute amounts of tissue.",http://www.nanostring.com,NSTG.png,R. Bradley Gray,NASDAQ Global Market,695712730,Healthcare,Healthcare,Biotechnology,
NSU,Nevsun Resources Ltd,Nevsun Resources,Metals & Mining,"Nevsun Resources Ltd is a mid-tier base metals company. The company is engaged in the acquisition, exploration, development and operation of mineral property interests. Its projects include Timok in Serbi, and Bisha Mine in Eritrea.",http://www.nevsun.com,NSU.png,Peter Gerald Jan Kukielski,NYSE American,1409362068,Basic Materials,Basic Materials,Industrial Metals & Minerals,Metals & Mining
NSYS,Nortech Systems Incorporated,Nortech Systems Incorporated,Computer Hardware,"Nortech Systems Inc offers a full range of value-added engineering, technical and manufacturing services and support including project management, design, testing, prototyping, manufacturing, supply chain management and post-market services.",http://www.nortechsys.com,NSYS.png,Richard G. Wasielewski,NASDAQ Capital Market,11509138,Technology,Technology,Electronic Components,Computer Hardware
NTAP,NetApp Inc.,NetApp,Computer Hardware,"NetApp Inc provides technology solutions. It is engaged in the design, manufacturing, marketing, and technical support of high-performance storage and data management solutions. Its core product offering icnlude data storage devices such as flash drives.",http://www.netapp.com,,George Kurian,Nasdaq Global Select,17075349364,Technology,Technology,Data Storage,Computer Hardware
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting,Bank of N.T. Butterfield & Son Limited (The) Voting,Banks,"Bank of N.T Butterfield & Son Ltd is a community bank providing international financial services. Its services include retail, private, corporate banking, treasury, custody, asset management and personal and institutional trust services.",http://www.butterfieldgroup.com,,Michael Collins,New York Stock Exchange,1950693793,Financial Services,Financial Services,Banks - Global,Banks
NTC,Nuveen Connecticut Quality Municipal Income Fund,Nuveen Connecticut Quality Municipal Income Fund,Asset Management,"To provide current income exempt from regular federal and Connecticut income tax and to enhance portfolio value relative to the municipal bond market by investing in tax-exempt municipal bonds that the Funds investment adviser believes are underrated or undervalued or that represent municipal market sectors that are undervalued. It will invest at least 80% of its assets in investment grade quality municipal bonds (BBB/Baa or better at the time of purchase by Moody, Fitch or Standard & Poor). It may invest up to 20% of its net assets in municipal bonds that are rated Ba/BB or B or that are unrated but judged to be of comparable quality by the investment adviser.",http://www.nuveen.com,NTC.png,,New York Stock Exchange,168425045,Financial Services,Financial Services,Asset Management,
NTCT,NetScout Systems Inc.,NetScout Systems,Application Software,"NetScout Systems Inc offers real-time operational intelligence and performance analytics for service assurance and cyber security solutions used by service provider, enterprise and government networks.",http://www.netscout.com,NTCT.png,Anil K. Singhal,Nasdaq Global Select,2053735855,Technology,Technology,Software - Application,Application Software
NTEC,Intec Pharma Ltd.,Intec Pharma,Biotechnology,"Intec Pharma Ltd is an Israel-based drug development company. It is a development stage biopharmaceutical company that develops formulations of drugs using its proprietary gastric retention technology, the Accordion Pill.",http://www.intecpharma.com,NTEC.png,Jeffrey A. Meckler,NASDAQ Capital Market,272120842,Healthcare,Healthcare,Biotechnology,
NTES,NetEase Inc.,NetEase,Online Media,"NetEase Inc functions in the internet content market. Through online communities, it provides Chinese language content and value added services.",http://www.netease.com,,William Lei Ding,Nasdaq Global Select,33358145935,Technology,Technology,Internet Content & Information,Online Media
NTG,Tortoise Midstream Energy Fund Inc.,Tortoise Midstream Energy Fund,Asset Management,Tortoise MLP Fund Inc is an investment manager specializing in listed energy investments. It invests in master limited partnerships and their affiliates.,http://www.tortoiseadvisors.com,,P. Bradley Adams,New York Stock Exchange,681653875,Financial Services,Financial Services,Asset Management,
NTGN,Neon Therapeutics Inc.,Neon Therapeutics,Biotechnology,,http://www.neontherapeutics.com,NTGN.png,Hugh O'Dowd,Nasdaq Global Select,125428437,Healthcare,Healthcare,Biotechnology,
NTGR,NETGEAR Inc.,NETGEAR,Communication Equipment,"Netgear Inc is a networking equipment provider. Its array of products includes WiFi routers, DSL modems, Hotspots, USB Modems, WiFi adapters & switches.",http://www.netgear.com,NTGR.png,Patrick C.S. Lo,Nasdaq Global Select,1249497575,Technology,Technology,Communication Equipment,
NTIC,Northern Technologies International Corporation,Northern International,Chemicals,"Northern Technologies International Corp develops and markets proprietary environmentally beneficial products and services. The Company is engaged in developing, manufacturing and marketing ZERUST rust and corrosion inhibiting products and services.",http://www.ntic.com,,G. Patrick Lynch,NASDAQ Global Market,138490977,Basic Materials,Basic Materials,Specialty Chemicals,Chemicals
NTIP,Network-1 Technologies Inc.,Network-1,Communication Equipment,"Network-1 Technologies Inc is engaged in the development, licensing and protection of the intellectual property assets. It identifies and acquires intellectual property from companies & inventors and implement industry licensing programs.",http://www.network-1.com,NTIP.png,Corey M. Horowitz,NYSE American,61478383,Technology,Technology,Communication Equipment,
NTLA,Intellia Therapeutics Inc.,Intellia Therapeutics,Biotechnology,"Intellia Therapeutics Inc is a gene editing company focused on the development of proprietary, potentially curative therapeutics utilizing a biological tool known as the CRISPR/Cas9 system.",http://www.intelliatx.com,NTLA.png,John M. Leonard,NASDAQ Global Market,635224403,Healthcare,Healthcare,Biotechnology,
NTN,NTN Buzztime Inc.,NTN Buzztime,Entertainment,"NTN Buzztime Inc provides interactive entertainment and dining technology to bars and restaurants in North America. Its main products are Buzztime, Playmaker, Mobile Playmaker, BEOND Powered by Buzztime and Play Along.",http://www.buzztime.com,,Ram Krishnan,NYSE American,7930418,Consumer Cyclical,Consumer Cyclical,Broadcasting - TV,Entertainment
NTNX,Nutanix Inc.,Nutanix,Application Software,"Nutanix Inc provides cloud capabilities for businesses. It mainly offers web-scale engineering and consumer-grade design, virtualization and storage into a resilient, and software-defined solution to its customers.",http://www.nutanix.com,NTNX.png,Dheeraj Pandey,Nasdaq Global Select,9676976472,Technology,Technology,Software - Infrastructure,Application Software
NTP,Nam Tai Property Inc.,Nam Tai Property,Real Estate Services,Nam Tai Property Inc is engaged in the business of property development and management. The company is focused on redevelopment of parcels of land into commercial complexes.,http://www.namtai.com,,Ying Chi Kwok,New York Stock Exchange,334426320,Real Estate,Real Estate,Real Estate Services,
NTR,Nutrien Ltd.,Nutrien,Agriculture,"Nutrien Ltd is a provider of crop nutrients, inputs and services. The company produces and sells potash, nitrogen and phosphate products for agricultural, industrial and feed customers. The company's main focus is of potash sales.",https://www.nutrien.com,NTR.png,Jochen E. Tilk,New York Stock Exchange,31805088248,Basic Materials,Basic Materials,Agricultural Inputs,Agriculture
NTRA,Natera Inc.,Natera,Medical Diagnostics & Research,"Natera Inc is a provider of diagnostic services predominantly in the United States. It offers various tests which detect chromosomal abnormalities, reasons for miscarriages and paternity.",http://www.natera.com,NTRA.png,Steven Leonard Chapman,Nasdaq Global Select,858730735,Healthcare,Healthcare,Diagnostics & Research,Medical Diagnostics & Research
NTRI,NutriSystem Inc,NutriSystem,Personal Services,Nutrisystem Inc is a provider of weight loss solutions and weight management products and services in the United States.,http://www.nutrisystem.com,NTRI.png,Dawn M. Zier,Nasdaq Global Select,1278591414,Consumer Cyclical,Consumer Cyclical,Personal Services,
NTRP,Neurotrope Inc.,Neurotrope,Biotechnology,Neurotrope Inc is biopharmaceutical company with product candidates in pre-clinical and clinical development. It is engaged in developing a product platform based upon a drug candidate called bryostatin for the treatment of Alzheimer's disease.,http://www.neurotropebioscience.com,NTRP.png,Charles S. Ryan,NASDAQ Capital Market,33054607,Healthcare,Healthcare,Biotechnology,
NTRS,Northern Trust Corporation,Northern Trust,Asset Management,"Northern Trust Corp is a provider of asset servicing, fund administration, asset management, fiduciary and banking solutions for corporations, institutions, families and individuals.",http://www.northerntrust.com,NTRS.png,Michael G. O'Grady,Nasdaq Global Select,19513969200,Financial Services,Financial Services,Asset Management,
NTWK,NETSOL Technologies Inc.,NETSOL,Application Software,"Netsol Technologies Inc and subsidiaries designs, develops, markets, and exports proprietary software products to customers in the automobile finance and leasing, banking, healthcare, and financial services industries globally.",http://www.netsoltech.com,NTWK.png,Najeeb U. Ghauri,NASDAQ Capital Market,80895590,Technology,Technology,Software - Application,Application Software
NTX,Nuveen Texas Quality Municipal Income Fund,Nuveen Texas Quality Municipal Income Fund,Asset Management,Nuveen Texas Quality Income Muni Fund is a closed-ended management investment company. It seeks to provide current income exempt from both regular federal and designated state income taxes by investing primarily in a portfolio of municipal obligations.,https://www.nuveen.com,NTX.png,,New York Stock Exchange,127826553,Financial Services,Financial Services,Asset Management,
NTZ,Natuzzi S.p.A.,Natuzzi S.p.A.,Manufacturing - Apparel & Furniture,"Natuzzi SPA designs, manufactures and sells contemporary and traditional leather & fabric-upholstered furniture including sofas, loveseats, armchairs, sectional furniture, motion furniture and sofa beds, living room furnishings and accessories.",http://www.natuzzi.com,NTZ.png,Pasquale Natuzzi,New York Stock Exchange,66372184,Consumer Cyclical,Consumer Cyclical,Home Furnishings & Fixtures,Manufacturing - Apparel & Furniture
NUAN,Nuance Communications Inc.,Nuance Communications,Application Software,"Nuance Communications Inc provides speech, imaging and keypad solutions for businesses, organizations and consumers worldwide.",http://www.nuance.com,,Mark D. Benjamin,Nasdaq Global Select,4664976776,Technology,Technology,Software - Application,Application Software
NUE,Nucor Corporation,Nucor,Steel,Nucor Corp and its affiliates are engaged in the manufacturing of steel and steel products. It also produces direct reduced iron for use in the steel mills. The company is involved in every phase of the steelmaking.,http://www.nucor.com,,John J. Ferriola,New York Stock Exchange,18723560570,Basic Materials,Basic Materials,Steel,
NUM,Nuveen Michigan Quality Municipal Income Fund,Nuveen Michigan Quality Municipal Income Fund,Asset Management,Nuveen MI Quality Income Muni Fund Inc is a closed-end investment company. The fund's investment objective is to provide current income exempt from both regular federal and designated state income taxes.,http://www.nuveen.com,NUM.png,Cedric H. Antosiewicz,New York Stock Exchange,260769543,Financial Services,Financial Services,Asset Management,
NUO,Nuveen Ohio Quality Municipal Income Fund,Nuveen Ohio Quality Municipal Income Fund,Asset Management,Nuveen Ohio Quality Municipal Income Fund is a closed-end investment management company. Its investment objective is to provide current income exempt from both regular federal and designated state income taxes.,http://www.nuveen.com,NUO.png,,New York Stock Exchange,258487688,Financial Services,Financial Services,Asset Management,
NURO,NeuroMetrix Inc.,NeuroMetrix,Medical Instruments & Equipment,"NeuroMetrix Inc is engaged in product development, manufacturing, regulatory affairs and sales and marketing. It mainly produces bioelectrical and digital medicine to address chronic health conditions including chronic pain, sleep disorders, and diabetes.",http://www.neurometrix.com,NURO.png,Shai N. Gozani,NASDAQ Capital Market,6797210,Healthcare,Healthcare,Medical Instruments & Supplies,Medical Instruments & Equipment
NUS,Nu Skin Enterprises Inc.,Nu Skin Enterprises,Consumer Packaged Goods,"Nu Skin Enterprises Inc develops and distributes consumer products including anti-aging skin products, body care, hair care, men's care, oral care, sun protection and cosmetics under Nu Skin and Pharmanex brands.",http://www.nuskin.com,,Ritch N. Wood,New York Stock Exchange,3717080607,Consumer Defensive,Consumer Defensive,Household & Personal Products,Consumer Packaged Goods
NUV,Nuveen Municipal Value Fund Inc.,Nuveen Municipal Value Fund,Asset Management,Nuveen Municipal Value Fund Inc is a diversified closed end management investment company. Its investment objective is to provide current income exempt from regular federal income tax.,http://www.nuveen.com,NUV.png,Cedric H. Antosiewicz,New York Stock Exchange,1977729292,Financial Services,Financial Services,Asset Management,
NUVA,NuVasive Inc.,NuVasive,Medical Devices,NuVasive Inc is a medical device company. It develops minimally-disruptive surgical products and procedurally-integrated solutions for the spine. Its product portfolio is focused on applications for spine fusion surgery.,http://www.nuvasive.com,NUVA.png,James Christopher Barry,Nasdaq Global Select,2626144419,Healthcare,Healthcare,Medical Devices,
NUW,Nuveen AMT-Free Municipal Value Fund,Nuveen AMT-Free Municipal Value Fund,Asset Management,"Nuveen AMT-Free Municipal Value Fund is a diversified, closed-end management investment company. Its investment objective is to provide current income exempt from regular federal income tax by investing in a portfolio of municipal obligations.",https://www.nuveen.com,NUW.png,,New York Stock Exchange,243306317,Financial Services,Financial Services,Asset Management,
NVAX,Novavax Inc.,Novavax,Biotechnology,"Novavax Inc is a clinical-stage vaccine company. It is engaged in the discovery, development and commercialization of recombinant nanoparticle vaccines and adjuvants.",http://www.novavax.com,,Stanley Charles Erck,Nasdaq Global Select,897783543,Healthcare,Healthcare,Biotechnology,
NVCN,Neovasc Inc.,Neovasc,Medical Devices,"Neovasc Inc is a specialty medical device company. It develops, manufactures and markets products for the rapidly growing cardiovascular marketplace. Its products include the Tiara and the Neovasc Reducer.",http://www.neovasc.com,,Fredericus A. Colen,NASDAQ Capital Market,20357300,Healthcare,Healthcare,Medical Devices,
NVCR,NovoCure Limited,NovoCure Limited,Medical Instruments & Equipment,"NovoCure Ltd is a medical systems developer in the United States. Its primary product is the TTFields delivery system, which is a low-intensity therapy to combat acute tumors.",http://www.novocure.com,NVCR.png,Asaf Danziger,Nasdaq Global Select,4659049421,Healthcare,Healthcare,Medical Instruments & Supplies,Medical Instruments & Equipment
NVDA,NVIDIA Corporation,NVIDIA,Semiconductors,"NVIDIA Corp is a developer of graphics processing unit. It caters to areas like gaming, professional visualization, datacenter and automobiles.",http://www.nvidia.com,NVDA.png,Jen-Hsun Huang,Nasdaq Global Select,91862950000,Technology,Technology,Semiconductors,
NVEC,NVE Corporation,NVE,Semiconductors,"NVE Corp is engaged in the research, design, and manufacturing of spintronics for commercial and military markets.",http://www.nve.com,,Daniel A. Baker,NASDAQ Capital Market,468415327,Technology,Technology,Semiconductors,
NVEE,NV5 Global Inc.,NV5 Global,Engineering & Construction,"NV5 Global Inc is a provider of professional and technical engineering and consulting solutions to public and private sector clients in the infrastructure, energy, construction, real estate, and environmental markets.",http://www.nv5.com,NVEE.png,Dickerson Wright,NASDAQ Capital Market,907356458,Industrials,Industrials,Engineering & Construction,
NVFY,Nova Lifestyle Inc,Nova Lifestyle,Manufacturing - Apparel & Furniture,"Nova Lifestyle Inc is a designer and lifestyle furniture company. It distributes and retails contemporary styled residential furniture. The firm's marketing and sales platform offer retail, online selection, and purchase fulfillment internationally.",http://www.novalifestyle.com,NVFY.png,Thanh H. Lam,NASDAQ Global Market,19080457,Consumer Cyclical,Consumer Cyclical,Home Furnishings & Fixtures,Manufacturing - Apparel & Furniture
NVG,Nuveen AMT-Free Municipal Credit Income Fund,Nuveen AMT-Free Municipal Credit Income Fund,Asset Management,Nuveen AMT-Free Municipal Credit Income Fund is a closed-end investment company. Its investment objective is to provide current income by investing in a portfolio of municipal obligations issued by state and local government authorities.,http://www.nuveen.com,NVG.png,Cedric H. Antosiewicz,New York Stock Exchange,2918787217,Financial Services,Financial Services,Asset Management,
NVGS,Navigator Holdings Ltd. (Marshall Islands),Navigator (Marshall Islands),Transportation & Logistics,Navigator Holdings Ltd is an owner and operator of a fleet of liquefied gas carriers.,http://www.navigatorgas.com,,David J. Butters,New York Stock Exchange,569642271,Industrials,Industrials,Shipping & Ports,Transportation & Logistics
NVIV,InVivo Therapeutics Holdings Corp.,InVivo Therapeutics,Biotechnology,InVivo Therapeutics Holdings Corp is a research and clinical-stage biomaterials and biotechnology company with a focus on treatment of spinal cord injuries.,http://www.invivotherapeutics.com,NVIV.png,Richard M. Toselli,NASDAQ Capital Market,15634508,Healthcare,Healthcare,Biotechnology,
NVLN,Novelion Therapeutics Inc.,Novelion Therapeutics,Biotechnology,"Novelion Therapeutics Inc is a biopharmaceutical company. It is engaged in developing patient care facility and providing services for people suffering from rare diseases like lipodystrophy, leber congenital amaurosis, and retinitis pigmentosa.",http://www.novelion.com,NVLN.png,Benjamin Harshbarger,Nasdaq Global Select,18174941,Healthcare,Healthcare,Biotechnology,
NVMI,Nova Measuring Instruments Ltd.,Nova Measuring Instruments,Semiconductors,Nova Measuring Instruments Ltd is an Israel-based semiconductor equipment manufacturer. The company provides metrology solutions for advanced process control used in semiconductor manufacturing.,http://www.nova.co.il,NVMI.png,Eitan Oppenhaim,Nasdaq Global Select,699051982,Technology,Technology,Semiconductor Equipment & Materials,Semiconductors
NVMM,Novume Solutions Inc.,Novume Solutions,Conglomerates,"Novume Solutions Inc is a holding company of professional services firms that aggregate highly-specialized, difficult-to-find talent and have the scale and mass to deploy at the enterprise level at a moment's notice.",https://www.novume.com,,Robert A. Berman,NASDAQ Capital Market,13323133,Industrials,Industrials,Conglomerates,
NVO,Novo Nordisk A/S,Novo Nordisk A/S,Biotechnology,"Novo Nordisk A/S is a healthcare company. It is engaged in the discovery, development, manufacturing and marketing of pharmaceutical products. The company's business segments include, diabetes and obesity care, and biopharmaceuticals.",http://www.novonordisk.com,NVO.png,Lars Fruergaard Jorgensen,New York Stock Exchange,117045298843,Healthcare,Healthcare,Biotechnology,
NVR,NVR Inc.,NVR,Homebuilding & Construction,"NVR Inc is a United States based company engaged in the construction and sale of single-family detached homes, town homes and condominium buildings. It also operates in mortgage banking and title services business.",http://www.nvrinc.com,NVR.png,Paul C. Saville,New York Stock Exchange,9426153553,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction
NVRO,Nevro Corp.,Nevro,Medical Devices,Nevro Corp develops and sells medical devices mainly in the United States. Its main product is the Senza system which is intended to relieve leg and spinal cord pain with the application of the HF10 therapy.,http://www.nevro.com,,Rami Elghandour,New York Stock Exchange,1465286211,Healthcare,Healthcare,Medical Devices,
NVS,Novartis AG,Novartis AG,Drug Manufacturers,"Novartis AG is a part of the healthcare industry. Its main activity is to research and develop healthcare products and pharmaceuticals such as oncology medicines, generic and biosimilar medicines and eye care devices.",http://www.novartis.com,NVS.png,Joseph Jimenez,New York Stock Exchange,205578698610,Healthcare,Healthcare,Drug Manufacturers - Major,Drug Manufacturers
NVT,nVent Electric plc,nVent Electric plc,Computer Hardware,"nVent Electric PLC is a provider of electrical connection and protection solutions. The company offers enclosures, electrical connections and fastening, and thermal management solutions .",https://www.nvent.com,,Beth A. Wozniak,New York Stock Exchange,4532300583,Technology,Technology,Electronic Components,Computer Hardware
NVTA,Invitae Corporation,Invitae,Medical Diagnostics & Research,"Invitae Corp is a genetic information company engaged in genetic diagnostics for hereditary disorders. It provides testing for multiple genes including hereditary cancer, neurological disorders, cardiovascular disorders and other hereditary conditions.",https://www.invitae.com,NVTA.png,Sean E. George,New York Stock Exchange,1028123265,Healthcare,Healthcare,Diagnostics & Research,Medical Diagnostics & Research
NVTR,Nuvectra Corporation,Nuvectra,Medical Devices,Nuvectra Corp is a medical device company in the United States. It manufactures devices to address chronic neurological disorders. The company has two reportable segments namely Nuvectra and NeuroNexus.,http://www.nuvectramedical.com,NVTR.png,Scott F. Drees,NASDAQ Global Market,233494743,Healthcare,Healthcare,Medical Devices,
NVUS,Novus Therapeutics Inc.,Novus Therapeutics,Biotechnology,"Novus Therapeutics Inc is a pharmaceutical company focusing on the acquisition, development, and commercialization of ear, nose, and throat products. Its technologies have the potential to be developed for multiple ENT indications.",http://www.novustherapeutics.com,NVUS.png,Gregory J. Flesher,NASDAQ Capital Market,36840579,Healthcare,Healthcare,Biotechnology,
NWBI,Northwest Bancshares Inc.,Northwest Bancshares,Banks,"Northwest Bancshares Inc is a stock savings bank and community-oriented financial institution. It operates banks in Pennsylvania, New York, Ohio and Maryland offering personal and business deposit and loan products.",http://www.northwestsavingsbank.com,NWBI.png,Ronald J. Seiffert,Nasdaq Global Select,1845902976,Financial Services,Financial Services,Savings & Cooperative Banks,Banks
NWE,NorthWestern Corporation,NorthWestern,Utilities - Regulated,NorthWestern Corp is a part of the utilities market sector. The primary occupation of the company involves the generation and transmission of electricity. It also provides natural gas.,http://www.northwesternenergy.com,NWE.png,Robert C. Rowe,New York Stock Exchange,3212495577,Utilities,Utilities,Utilities - Diversified,Utilities - Regulated
NWFL,Norwood Financial Corp.,Norwood Financial,Banks,Norwood Financial Corp is the holding company for Wayne Bank. It offers personal and business credit services and trust and investment products and real estate settlement services.,http://www.waynebank.com,NWFL.png,Lewis J. Critelli,NASDAQ Global Market,203906804,Financial Services,Financial Services,Banks - Regional - US,Banks
NWHM,The New Home Company Inc.,The New Home Company,Homebuilding & Construction,"The New Home Co Inc is a homebuilding company. It is engaged in the design, construction and sale of consumer-driven homes in metropolitan areas within select growth markets in California and Arizona.",http://www.nwhm.com,,H. Lawrence Webb,New York Stock Exchange,142046943,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction
NWL,Newell Brands Inc.,Newell Brands,Consumer Packaged Goods,"Newell Brands Inc is engaged in the household products market. Its products include stationery material such as pens and markers, food storage products and hygiene systems.",http://www.newellbrands.com,NWL.png,Michael B. Polk,Nasdaq Global Select,10082880000,Consumer Defensive,Consumer Defensive,Household & Personal Products,Consumer Packaged Goods
NWLI,National Western Life Group Inc.,National Western Life,Insurance - Life,"National Western Life Group Inc is a stock life insurance company. It offers a portfolio of individual whole life, universal life and term insurance plans, and annuities, including supplementary riders.",http://www.nwlgi.com,,Ross R. Moody,Nasdaq Global Select,1093940541,Financial Services,Financial Services,Insurance - Life,
NWN,Northwest Natural Holding Company,Northwest Natural Holding Company,Utilities - Regulated,"Northwest Natural Gas along with its subsidiaries distributes natural gas in Oregon, Washington and California. The company has two business segments: Utility segment and Gas Storage segment.",https://www.nwnatural.com,NWN.png,David H. Anderson,New York Stock Exchange,1768323230,Utilities,Utilities,Utilities - Regulated Gas,Utilities - Regulated
NWPX,Northwest Pipe Company,Northwest Pipe Company,Industrial Products,"Northwest Pipe Co is a manufacturer of engineered steel pipe water systems in North America. It operates in only one segment, Water Transmission.",http://www.nwpipe.com,,Scott Montross,Nasdaq Global Select,227508235,Industrials,Industrials,Metal Fabrication,Industrial Products
NWS,News Corporation,News,Entertainment,News Corp is a diversified media and information services company focused on creating and distributing authoritative and engaging content to consumers and businesses.,http://www.newscorp.com,NWS.png,Robert Thomson,Nasdaq Global Select,7638076366,Consumer Cyclical,Consumer Cyclical,Broadcasting - TV,Entertainment
NWSA,News Corporation,News,Entertainment,News Corp is a diversified media and information services company focused on creating and distributing authoritative and engaging content to consumers and businesses.,http://www.newscorp.com,NWSA.png,Robert Thomson,Nasdaq Global Select,7547425383,Consumer Cyclical,Consumer Cyclical,Broadcasting - TV,Entertainment
NX,Quanex Building Products Corporation,Quanex Building Products,Building Materials,"Quanex Building Products Corp manufactures engineered products such as window components that include flexible insulating glass spacers, extruded vinyl profiles, window and door screens, solar panel sealants & precision-formed metal & wood products.",http://www.quanex.com,,William C. Griffiths,New York Stock Exchange,523954905,Basic Materials,Basic Materials,Building Materials,
NXC,Nuveen California Select Tax-Free Income Portfolio,Nuveen California Select Tax-Free Income Portfolio,Asset Management,Nuveen CA Select Tax Free Income Port is a diversified closed end management investment company. Its objective is to provide current income exempt from both regular federal and California state income taxes.,http://www.nuveen.com,NXC.png,Cedric H. Antosiewicz,New York Stock Exchange,87629062,Financial Services,Financial Services,Asset Management,
NXE,Nexgen Energy Ltd.,Nexgen Energy,Metals & Mining,"NexGen Energy Ltd is a mineral exploration company. It acquires, explores for uranium properties in Canada. Its projects includes Arrow, South Arrow, Harpoon, IsoEnergy, Rook I and others.",http://www.nexgenenergy.ca,,Leigh Curyer,NYSE American,674375159,Basic Materials,Basic Materials,Industrial Metals & Minerals,Metals & Mining
NXEO,Nexeo Solutions Inc.,Nexeo Solutions,Chemicals,"Nexeo Solutions Inc distributes chemicals and plastic products across North America and Asia. The company operates its business through three segments that are; Chemicals, Plastics, and Environmental Services.",http://www.nexeosolutions.com,NXEO.png,David Bradley,NASDAQ Capital Market,861885462,Basic Materials,Basic Materials,Chemicals,
NXGN,NextGen Healthcare Inc.,NextGen Healthcare,Application Software,Quality Systems Inc provides technology-based solutions & services to USA based ambulatory care market. It develops and markets healthcare information systems that automate practice management & electronic health records for medical and dental practices.,https://www.nextgen.com,NXGN.png,John R. Frantz,Nasdaq Global Select,1186864869,Technology,Technology,Health Information Services,Application Software
NXJ,Nuveen New Jersey Qualified Municipal Fund,Nuveen New Jersey Qualified Municipal Fund,Asset Management,Nuveen New Jersey Quality Municipal Income Fund is an asset management company. Its objective is to provide current income exempt from both regular federal and designated state income taxes by investing primarily in a portfolio of municipal obligations.,http://www.nuveen.com,NXJ.png,Cedric H. Antosiewicz,New York Stock Exchange,552429437,Financial Services,Financial Services,Asset Management,
NXN,Nuveen New York Select Tax-Free Income Portfolio,Nuveen New York Select Tax-Free Income Portfolio,Asset Management,"Nuveen NY Select Tax-Free Income Port is a diversified closed end management investment company. Its investment objective is to provide current income and stable dividends, exempt from regular federal and designated state income taxes.",https://www.nuveen.com,NXN.png,Cedric H. Antosiewicz,New York Stock Exchange,51494622,Financial Services,Financial Services,Asset Management,
NXP,Nuveen Select Tax Free Income Portfolio,Nuveen Select Tax Free Income Portfolio,Asset Management,"Nuveen Select Tax Free Income Portfolio is a diversified closed-end management investment company. It seeks to provide current income and stable dividends, exempt from regular federal and designated state income taxes.",http://www.nuveen.com,NXP.png,,New York Stock Exchange,240600901,Financial Services,Financial Services,Asset Management,
NXPI,NXP Semiconductors N.V.,NXP Semiconductors N.V.,Semiconductors,"NXP Semiconductors NV is a semiconductor company. It mainly provides high-performance mixed signal and standard product solutions for automotive, identification, wireless infrastructure, industrial, mobile, consumer and computing applications.",http://www.nxp.com,NXPI.png,Richard L. Clemmer,Nasdaq Global Select,26671988767,Technology,Technology,Semiconductors,
NXQ,Nuveen Select Tax Free Income Portfolio II,Nuveen Select Tax Free Income Portfolio II,Asset Management,"Nuveen Select Tax Free Income Port 2 is a diversified closed-end management investment company. It seeks to provide current income and stable dividends, exempt from regular federal and designated state income taxes.",http://www.nuveen.com,NXQ.png,Cedric H. Antosiewicz,New York Stock Exchange,243918021,Financial Services,Financial Services,Asset Management,
NXR,Nuveen Select Tax Free Income Portfolio III,Nuveen Select Tax Free Income Portfolio III,Asset Management,"Nuveen Select Tax Free Income Port 3 is a diversified closed-end management investment company. It seeks to provide current income and stable dividends, exempt from regular federal and designated state income taxes.",http://www.nuveen.com,NXR.png,,New York Stock Exchange,191900188,Financial Services,Financial Services,Asset Management,
