No,Date(UTC),Ref1,Source Description 1,Latitude,Longitude,Depth,Constant Deg.,Source No 2,Source Description 2,Type,Magnitude,Source No 3,Source Description 3
7286,1994-01-22 07:48:45,0, ,40.7778,27.4859,10.7,No,5,ISC,Ml,4.0,32,THE
7281,1994-01-03 21:00:35,0, ,36.993,35.83,42.5,No,41,EHB,mb,5.0,5,ISC
7275,1993-12-12 17:21:27,0, ,41.5494,28.785999999999998,28.2,No,5,ISC,mb,4.9,5,ISC
7273,1993-12-11 20:03:01,0, ,39.35,25.9,8.0,No,5,ISC,mb,4.1,6,Kalafat ve Di?.2011
7272,1993-12-06 16:25:35,0, ,39.2329,29.938000000000002,10.0,No,5,ISC,Ml,4.1,14,NEIC
7271,1993-12-06 14:25:35,0, ,39.2161,30.1858,34.6,No,5,ISC,mb,4.1,5,ISC
7270,1993-12-02 19:40:26,0, ,38.7881,25.9729,10.0,No,5,ISC,mb,4.0,14,NEIC
7265,1993-11-02 02:44:54,0, ,38.959,29.8746,10.0,No,5,ISC,Ml,4.0,32,THE
7264,1993-11-01 18:17:23,0, ,38.891999999999996,29.996,6.7,No,41,EHB,mb,4.8,5,ISC
7263,1993-10-30 09:39:30,0, ,38.3404,30.4494,3.1,No,5,ISC,mb,4.2,5,ISC
7258,1993-10-16 21:32:34,0, ,38.7007,26.4875,5.0,No,5,ISC,Ml,4.3,15,ATH
7255,1993-10-05 18:35:39,0, ,36.8278,29.6563,10.0,No,5,ISC,mb,4.1,14,NEIC
7244,1993-09-13 01:53:00,0, ,40.28,35.24,10.0,No,5,ISC,mb,4.2,6,Kalafat ve Di?.2011
7242,1993-09-02 21:03:41,0, ,40.1918,27.2555,9.1,No,5,ISC,Ml,4.4,32,THE
7240,1993-08-26 19:50:24,0, ,39.1039,27.8308,5.0,No,5,ISC,mb,4.0,14,NEIC
7239,1993-08-26 10:03:59,0, ,36.724000000000004,28.061999999999998,37.0,No,41,EHB,mb,5.2,5,ISC
7238,1993-08-25 22:57:05,0, ,36.0674,31.0003,65.3,No,5,ISC,mb,4.2,5,ISC
7234,1993-07-29 07:39:35,0, ,36.8115,44.8659,33.0,No,5,ISC,mb,4.3,5,ISC
7233,1993-07-26 08:05:59,0, ,38.8388,26.9515,20.9,No,5,ISC,mb,4.2,5,ISC
7231,1993-07-22 01:54:57,0, ,39.5233,40.1554,10.6,No,5,ISC,mb,4.5,5,ISC
7230,1993-07-21 01:21:57,0, ,37.1341,36.7844,24.8,No,5,ISC,mb,4.1,5,ISC
7228,1993-07-06 19:48:09,0, ,37.9873,39.3132,41.2,No,5,ISC,mb,4.5,5,ISC
7224,1993-06-21 00:32:54,0, ,39.4202,40.4301,10.0,No,5,ISC,mb,4.1,5,ISC
7221,1993-06-14 19:59:46,0, ,39.629,38.419000000000004,38.7,No,41,EHB,mb,4.9,5,ISC
7219,1993-06-12 08:58:27,0, ,40.5764,35.8796,10.0,No,5,ISC,mb,4.4,5,ISC
7215,1993-06-06 18:16:11,0, ,39.4198,28.3514,5.7,No,5,ISC,mb,4.0,5,ISC
7213,1993-06-03 07:46:47,0, ,40.919000000000004,35.9797,10.0,No,5,ISC,mb,4.2,5,ISC
7212,1993-06-01 16:33:09,0, ,36.2589,27.8153,104.8,No,5,ISC,mb,4.1,5,ISC
7210,1993-05-31 05:36:58,0, ,37.6552,26.7292,10.0,No,5,ISC,Ml,4.0,15,ATH
7209,1993-05-30 15:42:28,0, ,39.2929,29.1153,4.0,No,5,ISC,mb,4.1,5,ISC
7208,1993-05-26 17:21:45,0, ,38.446999999999996,39.0617,33.0,No,5,ISC,mb,4.2,5,ISC
7206,1993-05-25 15:36:16,0, ,40.4701,28.0711,11.5,No,5,ISC,Ml,4.1,32,THE
7205,1993-05-21 09:01:17,0, ,39.8,28.93,3.0,No,5,ISC,mb,4.0,6,Kalafat ve Di?.2011
7204,1993-05-09 23:14:26,0, ,37.2419,30.7113,159.2,No,5,ISC,Md,4.3,14,NEIC
7200,1993-04-24 04:13:56,0, ,36.4603,26.8047,157.1,No,5,ISC,mb,4.2,5,ISC
7195,1993-04-19 04:58:47,0, ,36.3598,27.9411,33.7,No,5,ISC,mb,4.3,5,ISC
7194,1993-04-15 14:45:08,0, ,36.2992,26.6142,128.4,No,5,ISC,mb,4.5,5,ISC
7190,1993-04-07 03:22:42,0, ,36.5058,27.9258,106.6,No,5,ISC,Md,4.2,14,NEIC
7189,1993-04-06 15:10:49,0, ,35.9532,27.6865,109.4,No,5,ISC,Md,4.1,14,NEIC
7188,1993-03-31 18:20:46,0, ,39.145,28.089000000000002,15.0,No,41,EHB,mb,4.5,5,ISC
7187,1993-03-30 22:25:21,0, ,38.3,44.82899999999999,15.0,No,41,EHB,mb,4.5,5,ISC
7186,1993-03-29 18:06:33,0, ,38.9912,26.3453,13.0,No,5,ISC,mb,4.1,5,ISC
7183,1993-03-25 16:43:09,0, ,38.0748,38.5303,12.3,No,5,ISC,mb,4.3,5,ISC
7179,1993-03-18 07:51:38,0, ,40.4271,28.004,8.5,No,5,ISC,mb,4.4,5,ISC
7178,1993-03-18 07:22:45,0, ,40.4552,27.9811,9.5,No,5,ISC,mb,4.4,5,ISC
7177,1993-03-18 07:19:39,0, ,40.3995,28.0061,9.8,No,5,ISC,mb,4.1,5,ISC
7176,1993-03-17 23:59:16,0, ,38.2497,44.8607,26.3,No,5,ISC,mb,4.4,5,ISC
7171,1993-03-09 09:41:22,0, ,39.1622,28.7971,10.0,Yes,5,ISC,Ml,4.1,32,THE
7169,1993-03-05 15:19:22,0, ,36.4318,26.6806,147.9,No,5,ISC,mb,4.2,5,ISC
7168,1993-03-05 06:44:42,0, ,36.8391,27.2948,10.0,No,5,ISC,mb,4.3,5,ISC
7164,1993-02-19 18:13:28,0, ,40.5722,45.0106,3.0,No,5,ISC,mb,4.6,12,MOS
7158,1993-01-23 15:32:45,0, ,40.7843,28.7635,6.3,No,5,ISC,Ml,4.1,32,THE
7155,1993-01-20 04:01:00,0, ,38.11,26.96,18.0,No,5,ISC,mb,4.1,6,Kalafat ve Di?.2011
7154,1993-01-17 09:47:51,0, ,40.7619,41.6893,10.0,No,5,ISC,mb,4.3,14,NEIC
7153,1993-01-15 12:15:01,0, ,36.699,43.70399999999999,20.0,No,41,EHB,mb,4.7,5,ISC
7152,1993-01-14 15:24:25,0, ,37.1996,28.3031,21.9,No,5,ISC,mb,4.6,5,ISC
7150,1993-01-11 11:33:52,0, ,35.9959,31.1503,64.5,No,5,ISC,mb,4.1,5,ISC
7149,1993-01-09 14:52:47,0, ,35.929,29.908,40.4,No,41,EHB,mb,4.7,5,ISC
7146,1993-01-07 10:12:04,0, ,40.6592,42.2831,10.0,No,5,ISC,mb,4.2,5,ISC
7144,1992-12-30 18:10:22,0, ,36.5934,30.1942,1.6,No,5,ISC,mb,4.0,14,NEIC
7142,1992-12-29 11:41:09,0, ,36.004,31.141,67.5,No,41,EHB,mb,4.5,5,ISC
7139,1992-12-25 02:25:51,0, ,37.2112,28.151,3.0,No,5,ISC,mb,4.5,5,ISC
7138,1992-12-22 22:15:48,0, ,39.2895,28.8019,10.0,No,5,ISC,Md,4.0,15,ATH
7137,1992-12-20 10:37:20,0, ,35.9252,43.949,33.0,No,5,ISC,mb,4.9,5,ISC
7133,1992-12-10 10:17:59,0, ,38.0442,26.8171,10.0,Yes,5,ISC,mb,4.1,5,ISC
7130,1992-12-05 06:26:16,0, ,38.0426,26.976,4.1,No,5,ISC,mb,4.4,5,ISC
7129,1992-11-19 18:07:53,0, ,38.1333,26.9296,10.0,No,5,ISC,Md,4.0,15,ATH
7125,1992-11-12 17:48:22,0, ,38.723,26.4847,10.0,No,5,ISC,mb,4.5,5,ISC
7124,1992-11-12 15:19:12,0, ,38.7653,26.5628,26.6,No,5,ISC,mb,4.3,5,ISC
7123,1992-11-12 15:11:10,0, ,38.713,26.608,4.2,No,41,EHB,mb,4.7,5,ISC
7122,1992-11-10 02:30:34,0, ,37.0251,27.8473,10.0,No,5,ISC,mb,4.7,5,ISC
7121,1992-11-08 19:28:11,0, ,38.1472,26.9319,4.7,No,5,ISC,mb,4.7,5,ISC
7120,1992-11-08 18:21:20,0, ,38.1783,26.8985,6.4,No,5,ISC,mb,4.2,5,ISC
7119,1992-11-08 14:26:32,0, ,38.1639,27.0633,14.0,No,5,ISC,Ml,4.0,15,ATH
7118,1992-11-07 04:36:34,0, ,38.1323,27.0449,1.2,No,5,ISC,mb,4.4,5,ISC
7117,1992-11-07 03:25:46,0, ,38.1964,27.0098,56.3,No,5,ISC,mb,4.8,5,ISC
7116,1992-11-06 22:03:46,0, ,38.311,27.1243,10.0,No,5,ISC,mb,4.6,5,ISC
7115,1992-11-06 20:06:00,0, ,38.073,27.049,1.6,No,41,EHB,mb,4.6,5,ISC
7114,1992-11-06 19:22:11,0, ,37.8429,26.7887,10.0,No,5,ISC,mb,4.1,5,ISC
7113,1992-11-06 19:08:09,0, ,38.048,27.004,9.8,No,41,EHB,Mw,6.0,10,HRVD-GCMT
7109,1992-10-30 04:19:52,0, ,37.4438,26.8228,10.0,No,5,ISC,Ml,4.1,15,ATH
7104,1992-10-20 00:26:13,0, ,37.1874,31.1643,134.4,No,5,ISC,mb,4.1,5,ISC
7102,1992-10-08 14:27:56,0, ,38.7426,38.522,10.0,No,5,ISC,mb,4.2,5,ISC
7101,1992-09-30 00:01:18,0, ,37.2472,29.3735,10.1,No,5,ISC,mb,4.1,5,ISC
7100,1992-09-10 01:07:49,0, ,39.6168,39.7807,33.0,No,5,ISC,mb,4.1,5,ISC
7099,1992-09-05 01:50:21,0, ,36.6336,30.4187,10.0,No,5,ISC,Ml,4.1,14,NEIC
7097,1992-09-02 15:36:59,0, ,36.1814,30.9817,10.0,No,5,ISC,Ml,4.0,14,NEIC
7093,1992-08-25 13:53:34,0, ,35.7272,29.8883,16.8,No,5,ISC,Md,4.1,14,NEIC
7088,1992-08-10 02:19:27,0, ,39.2468,40.3812,33.0,No,5,ISC,mb,4.2,5,ISC
7087,1992-08-05 14:20:19,0, ,36.6288,28.0201,30.0,No,5,ISC,Md,4.3,14,NEIC
7084,1992-07-29 22:50:29,0, ,37.1567,28.9145,10.0,No,5,ISC,Md,4.0,15,ATH
7083,1992-07-29 21:59:13,0, ,36.969,28.8097,10.0,No,5,ISC,Md,4.0,15,ATH
7078,1992-07-14 18:46:24,0, ,39.2305,41.782,10.0,No,5,ISC,mb,4.5,5,ISC
7077,1992-07-14 04:26:30,0, ,39.2882,41.7369,46.6,No,5,ISC,mb,4.5,5,ISC
7074,1992-07-12 14:49:34,0, ,36.476,30.1504,64.7,No,5,ISC,Md,4.0,14,NEIC
7072,1992-07-11 00:21:40,0, ,36.1038,30.9016,10.0,No,5,ISC,Md,4.1,14,NEIC
7071,1992-07-10 23:57:04,0, ,36.0941,30.8206,75.0,No,5,ISC,mb,4.4,5,ISC
7068,1992-06-30 20:22:07,0, ,38.2251,30.1034,10.0,No,5,ISC,Md,4.1,14,NEIC
7066,1992-06-29 19:43:22,0, ,36.7049,28.3065,70.2,No,5,ISC,mb,4.0,14,NEIC
7061,1992-06-13 20:08:21,0, ,38.2086,36.3035,48.3,No,5,ISC,mb,4.3,5,ISC
7059,1992-06-09 20:06:47,0, ,36.607,28.0073,114.5,No,5,ISC,Md,4.0,15,ATH
7057,1992-06-01 15:44:28,0, ,36.0462,28.3046,88.6,No,5,ISC,mb,4.2,5,ISC
7055,1992-05-29 06:55:56,0, ,37.562,36.8304,6.9,No,5,ISC,mb,4.2,5,ISC
7054,1992-05-28 09:52:07,0, ,37.53,29.81,10.0,No,5,ISC,mb,4.0,6,Kalafat ve Di?.2011
7050,1992-05-23 22:53:10,0, ,36.84,30.461,53.9,No,41,EHB,mb,4.7,5,ISC
7049,1992-05-15 06:49:01,0, ,37.711,27.6171,3.8,No,5,ISC,mb,4.3,5,ISC
7048,1992-05-12 23:38:49,0, ,40.8341,35.9081,18.1,No,5,ISC,mb,4.4,5,ISC
7042,1992-05-07 19:15:05,0, ,38.717,40.126999999999995,17.4,No,41,EHB,Mw,5.1,10,HRVD-GCMT
7035,1992-04-28 07:16:29,0, ,39.675,39.7656,10.0,No,5,ISC,mb,4.2,5,ISC
7033,1992-04-25 18:17:25,0, ,38.6669,26.444000000000003,5.0,No,5,ISC,mb,4.3,14,NEIC
7032,1992-04-23 23:11:39,0, ,37.3264,28.1395,30.8,No,5,ISC,mb,4.1,5,ISC
7031,1992-04-22 03:03:50,0, ,39.533,39.772,4.7,No,41,EHB,mb,4.5,5,ISC
7028,1992-04-20 18:05:00,0, ,39.558,39.821999999999996,6.5,No,41,EHB,mb,4.6,5,ISC
7027,1992-04-19 22:12:24,0, ,36.2875,28.7748,117.7,No,5,ISC,Md,4.0,15,ATH
7026,1992-04-19 10:14:36,0, ,39.556,39.713,4.7,No,41,EHB,mb,4.4,5,ISC
7025,1992-04-07 01:24:06,0, ,36.6963,26.3509,19.0,No,5,ISC,mb,4.8,5,ISC
7024,1992-04-06 19:15:15,0, ,38.9714,29.2104,4.6,No,5,ISC,Md,4.3,32,THE
7023,1992-04-05 03:38:51,0, ,36.0576,29.0384,11.8,No,5,ISC,Md,4.0,14,NEIC
7022,1992-04-05 00:48:02,0, ,40.7961,27.9314,5.6,No,5,ISC,mb,4.0,14,NEIC
7021,1992-04-02 12:26:13,0, ,39.4377,39.9234,10.0,No,5,ISC,mb,4.0,5,ISC
7020,1992-04-01 12:23:40,0, ,39.4,28.68,12.0,No,5,ISC,mb,4.0,6,Kalafat ve Di?.2011
7019,1992-03-29 09:26:20,0, ,39.4332,39.6291,10.0,No,5,ISC,mb,4.1,5,ISC
7017,1992-03-27 02:09:29,0, ,35.9988,28.308000000000003,90.6,No,5,ISC,Md,4.1,14,NEIC
7016,1992-03-26 16:16:21,0, ,37.327,30.928,22.5,No,41,EHB,mb,4.6,5,ISC
7015,1992-03-24 12:25:48,0, ,35.6901,27.5137,76.2,No,5,ISC,Md,4.0,15,ATH
7012,1992-03-22 16:52:25,0, ,40.172,28.414,16.8,No,41,EHB,mb,4.9,5,ISC
7011,1992-03-22 10:33:44,0, ,39.3627,39.819,12.9,No,5,ISC,mb,4.0,5,ISC
7010,1992-03-21 23:15:51,0, ,39.623000000000005,39.871,7.0,No,41,EHB,mb,4.6,5,ISC
7002,1992-03-17 11:15:17,0, ,36.4625,26.5655,165.1,No,5,ISC,mb,4.0,5,ISC
7001,1992-03-16 04:20:43,0, ,35.9659,27.8073,10.0,No,5,ISC,Md,4.2,14,NEIC
7000,1992-03-15 16:16:23,0, ,39.519,39.961999999999996,7.0,No,41,EHB,Mw,5.9,10,HRVD-GCMT
6999,1992-03-14 01:24:33,0, ,39.618,39.722,7.0,No,41,EHB,mb,4.6,5,ISC
6998,1992-03-13 22:47:50,0, ,39.791,39.611999999999995,66.1,No,41,EHB,mb,4.6,5,ISC
6997,1992-03-13 20:15:18,0, ,39.2237,39.7816,10.0,No,5,ISC,mb,4.4,5,ISC
6995,1992-03-13 18:38:00,0, ,39.879,39.455,46.5,No,41,EHB,mb,4.7,5,ISC
6994,1992-03-13 17:18:40,0, ,39.72,39.632,22.2,No,41,EHB,Mw,6.6,10,HRVD-GCMT
6992,1992-03-11 01:54:43,0, ,39.1061,25.9978,2.8,No,5,ISC,Ml,4.1,15,ATH
6990,1992-03-05 03:30:16,0, ,38.355,45.011,15.0,No,41,EHB,mb,4.4,5,ISC
6988,1992-03-01 17:38:22,0, ,38.9765,26.0311,4.6,No,5,ISC,mb,4.1,5,ISC
6987,1992-03-01 14:44:17,0, ,39.0752,26.0341,8.9,No,5,ISC,mb,4.1,5,ISC
6982,1992-02-18 01:39:40,0, ,41.221000000000004,43.5713,10.0,No,5,ISC,mb,4.1,5,ISC
6975,1992-02-14 03:27:40,0, ,39.8442,33.9,8.5,No,5,ISC,mb,4.1,5,ISC
6974,1992-02-13 23:58:58,0, ,38.3778,31.1081,9.1,No,5,ISC,Ml,4.0,14,NEIC
6973,1992-02-12 15:59:48,0, ,40.559,35.949,5.6,No,41,EHB,mb,4.9,5,ISC
6972,1992-02-12 15:55:11,0, ,40.5855,35.8332,10.0,No,5,ISC,mb,4.3,5,ISC
6970,1992-01-19 16:22:48,0, ,37.5456,35.955999999999996,10.0,No,5,ISC,mb,4.1,14,NEIC
6968,1992-01-16 12:32:30,0, ,35.9528,29.2339,14.4,No,5,ISC,Md,4.0,14,NEIC
6965,1992-01-07 05:49:47,0, ,37.2041,37.4133,10.0,No,5,ISC,Ml,4.0,14,NEIC
6964,1992-01-05 05:31:47,0, ,37.9099,29.8299,5.6,No,5,ISC,mb,4.1,5,ISC
6961,1991-12-06 10:03:41,0, ,37.4198,31.2572,10.0,No,5,ISC,Md,4.1,14,NEIC
6959,1991-12-05 20:21:56,0, ,36.162,31.791999999999998,106.7,No,41,EHB,Mw,5.2,10,HRVD-GCMT
6958,1991-12-01 09:17:27,0, ,36.519,45.113,20.0,No,41,EHB,mb,4.7,5,ISC
6957,1991-11-30 15:57:54,0, ,39.3284,28.1192,3.5,No,5,ISC,Md,4.3,32,THE
6956,1991-11-25 17:42:34,0, ,36.8936,35.6646,20.5,No,5,ISC,Ml,4.1,14,NEIC
6953,1991-11-18 14:49:58,0, ,36.0727,31.0893,7.4,No,5,ISC,Ml,4.0,14,NEIC
6952,1991-11-18 13:35:04,0, ,37.0524,29.5595,26.6,No,5,ISC,Md,4.2,15,ATH
6951,1991-11-17 15:25:13,0, ,36.3803,26.4925,141.6,No,5,ISC,Md,4.1,14,NEIC
6950,1991-11-16 09:48:14,0, ,36.0107,28.0835,33.0,No,5,ISC,Md,4.0,14,NEIC
6947,1991-11-12 20:36:05,0, ,38.9652,45.0609,33.0,No,5,ISC,mb,4.3,5,ISC
6940,1991-10-20 21:54:59,0, ,36.0851,31.6817,10.0,No,5,ISC,Md,4.1,14,NEIC
6936,1991-10-18 14:04:57,0, ,35.766999999999996,28.448,37.8,No,41,EHB,Mw,5.0,10,HRVD-GCMT
6932,1991-10-10 02:44:50,0, ,41.3771,43.4435,20.2,No,5,ISC,mb,4.3,5,ISC
6931,1991-10-09 08:17:51,0, ,36.1983,31.3871,82.4,No,5,ISC,mb,4.2,14,NEIC
6930,1991-10-07 12:29:30,0, ,37.0979,35.7018,10.0,No,5,ISC,mb,4.3,5,ISC
6929,1991-10-07 08:40:49,0, ,36.529,30.9059,136.4,No,5,ISC,Md,4.0,14,NEIC
6928,1991-10-06 01:46:48,0, ,41.083,43.431999999999995,15.0,No,41,EHB,Mw,5.1,10,HRVD-GCMT
6927,1991-10-04 21:09:16,0, ,36.7694,30.5201,29.1,No,5,ISC,mb,4.0,5,ISC
6925,1991-10-02 19:03:55,0, ,37.4388,36.1411,10.0,No,5,ISC,mb,4.1,5,ISC
6924,1991-10-02 15:20:26,0, ,40.4646,33.2875,22.3,No,5,ISC,mb,4.2,5,ISC
6923,1991-09-26 20:24:09,0, ,37.336999999999996,36.268,41.3,No,41,EHB,mb,4.7,5,ISC
6920,1991-09-19 02:14:10,0, ,36.1372,35.8343,10.0,No,5,ISC,mb,4.2,5,ISC
6917,1991-09-14 11:13:01,0, ,37.096,36.0342,10.0,No,5,ISC,Ml,4.1,14,NEIC
6914,1991-09-05 19:23:11,0, ,39.031,41.5844,49.0,No,5,ISC,mb,4.2,5,ISC
6913,1991-09-03 04:38:39,0, ,36.1752,31.8055,113.3,No,5,ISC,mb,4.3,5,ISC
6911,1991-08-16 03:40:47,0, ,36.5375,30.7894,10.0,No,5,ISC,Md,4.1,14,NEIC
6910,1991-08-14 13:41:40,0, ,35.9918,35.8054,50.6,No,5,ISC,mb,4.4,5,ISC
6909,1991-08-13 10:10:26,0, ,36.5525,28.0287,91.1,No,5,ISC,mb,4.1,14,NEIC
6908,1991-08-11 08:33:26,0, ,36.1494,35.8835,41.9,No,5,ISC,mb,4.0,5,ISC
6907,1991-08-10 08:57:52,0, ,39.937,42.0511,10.0,No,5,ISC,mb,4.2,5,ISC
6906,1991-08-06 15:53:11,0, ,42.3869,43.8787,1.2,No,5,ISC,mb,4.3,5,ISC
6904,1991-07-30 04:50:43,0, ,36.3232,28.2108,47.7,No,5,ISC,mb,4.3,5,ISC
6903,1991-07-29 17:01:03,0, ,36.94,29.23,10.0,No,5,ISC,mb,4.0,6,Kalafat ve Di?.2011
6902,1991-07-29 04:16:19,0, ,36.7382,31.1781,135.5,No,5,ISC,Md,4.1,14,NEIC
6901,1991-07-28 09:02:08,0, ,38.65,26.71,7.0,No,5,ISC,mb,4.1,6,Kalafat ve Di?.2011
6899,1991-07-27 15:04:37,0, ,37.2851,29.7161,27.8,No,5,ISC,mb,4.0,5,ISC
6898,1991-07-27 14:43:55,0, ,37.2978,29.7378,1.1,No,5,ISC,mb,4.2,5,ISC
6897,1991-07-27 11:38:16,0, ,37.268,29.726,36.8,No,41,EHB,mb,4.6,5,ISC
6895,1991-07-24 18:37:01,0, ,36.497,43.993,15.0,No,41,EHB,mb,4.7,5,ISC
6894,1991-07-24 10:08:36,0, ,36.596,44.023,15.0,No,41,EHB,mb,4.7,5,ISC
6893,1991-07-24 09:45:43,0, ,36.6,44.06399999999999,20.0,No,41,EHB,Mw,5.5,10,HRVD-GCMT
6891,1991-07-22 00:49:50,0, ,39.312,27.9248,12.5,No,5,ISC,mb,4.0,5,ISC
6890,1991-07-21 20:16:51,0, ,36.7885,45.1495,35.9,No,5,ISC,mb,4.3,5,ISC
6889,1991-07-18 20:40:07,0, ,36.133,27.151999999999997,101.1,No,41,EHB,mb,4.7,5,ISC
6887,1991-07-11 05:58:19,0, ,41.9434,43.6516,33.0,No,5,ISC,mb,4.1,5,ISC
6884,1991-07-04 06:26:32,0, ,42.346000000000004,44.123000000000005,15.0,No,41,EHB,Mw,5.4,10,HRVD-GCMT
6881,1991-06-26 11:00:37,0, ,39.6029,27.8109,10.6,No,5,ISC,Md,4.2,32,THE
6880,1991-06-21 14:42:22,0, ,42.2536,44.1257,7.0,No,5,ISC,mb,4.8,12,MOS
6878,1991-06-19 06:40:30,0, ,40.251999999999995,42.9242,43.4,No,5,ISC,mb,4.5,5,ISC
6877,1991-06-17 03:04:47,0, ,42.248999999999995,44.086999999999996,10.0,No,41,EHB,mb,4.4,5,ISC
6875,1991-06-16 11:07:14,0, ,40.145,42.891000000000005,35.0,No,41,EHB,mb,4.5,5,ISC
6874,1991-06-15 22:08:25,0, ,38.52,27.13,8.0,No,5,ISC,mb,4.1,6,Kalafat ve Di?.2011
6873,1991-06-15 21:33:17,0, ,38.45,27.12,12.0,No,5,ISC,mb,4.1,6,Kalafat ve Di?.2011
6869,1991-06-08 01:12:04,0, ,40.4042,42.8102,50.2,No,5,ISC,mb,4.2,5,ISC
6868,1991-06-06 20:17:41,0, ,35.7606,28.2372,10.0,No,5,ISC,Md,4.1,14,NEIC
6867,1991-06-05 21:12:33,0, ,38.967,26.3439,10.0,Yes,5,ISC,Md,4.0,14,NEIC
6866,1991-06-03 10:22:43,0, ,40.077,42.842,35.0,No,41,EHB,Mw,5.1,10,HRVD-GCMT
6865,1991-06-02 03:11:06,0, ,36.4127,28.4706,14.3,No,5,ISC,mb,4.2,5,ISC
6864,1991-05-28 18:26:49,0, ,40.5299,26.419,8.3,No,5,ISC,mb,4.1,5,ISC
6859,1991-05-17 14:14:35,0, ,42.2714,43.7781,5.0,No,5,ISC,mb,4.2,5,ISC
6858,1991-05-16 18:27:16,0, ,36.736999999999995,31.1751,129.2,No,5,ISC,Md,4.1,14,NEIC
6856,1991-05-14 06:30:17,0, ,38.9349,26.0452,28.0,No,5,ISC,Md,4.1,14,NEIC
6855,1991-05-10 20:52:29,0, ,42.373000000000005,43.915,15.0,No,41,EHB,mb,4.8,5,ISC
6850,1991-05-06 02:54:24,0, ,42.3259,43.5147,9.3,No,5,ISC,mb,4.0,5,ISC
6848,1991-05-04 04:53:36,0, ,42.1847,43.4884,10.0,No,5,ISC,mb,4.3,5,ISC
6845,1991-05-03 06:12:54,0, ,41.9867,43.8148,33.0,No,5,ISC,mb,4.3,5,ISC
6838,1991-05-02 02:18:00,0, ,42.2368,43.8883,10.0,No,5,ISC,mb,4.0,5,ISC
6826,1991-04-30 08:32:27,0, ,42.0039,43.6132,10.0,No,5,ISC,mb,4.3,5,ISC
6825,1991-04-30 08:29:57,0, ,42.3267,43.5099,10.0,No,5,ISC,mb,4.2,5,ISC
6824,1991-04-29 23:32:28,0, ,42.378,43.9584,3.5,No,5,ISC,mb,4.5,5,ISC
6822,1991-04-29 21:24:12,0, ,42.3,43.68,15.0,No,41,EHB,mb,4.5,5,ISC
6819,1991-04-29 20:12:06,0, ,42.3763,43.9597,10.0,No,5,ISC,mb,4.2,5,ISC
6811,1991-04-29 17:10:28,0, ,42.3673,43.4629,10.0,No,5,ISC,mb,4.6,5,ISC
6807,1991-04-29 15:28:48,0, ,42.3547,43.3589,23.9,No,5,ISC,mb,4.2,5,ISC
6804,1991-04-29 13:27:10,0, ,41.7422,43.9591,10.0,No,5,ISC,mb,4.1,5,ISC
6803,1991-04-29 11:59:56,0, ,42.302,43.908,15.0,No,41,EHB,mb,4.7,5,ISC
6797,1991-04-29 10:19:44,0, ,42.25899999999999,43.644,15.0,No,41,EHB,mb,4.6,5,ISC
6795,1991-04-29 10:01:14,0, ,42.349,43.843999999999994,15.0,No,41,EHB,mb,4.9,5,ISC
6791,1991-04-27 03:31:59,0, ,40.0128,43.6762,10.0,No,5,ISC,mb,4.0,5,ISC
6790,1991-04-24 10:54:38,0, ,39.617,41.158,35.0,No,41,EHB,mb,4.5,5,ISC
6788,1991-04-18 11:56:57,0, ,39.2594,26.5761,10.0,No,5,ISC,mb,4.2,5,ISC
6787,1991-04-15 05:36:01,0, ,36.2155,31.1528,71.4,No,5,ISC,Md,4.1,14,NEIC
6786,1991-04-10 01:08:45,0, ,37.299,36.116,42.3,No,41,EHB,Mw,5.3,10,HRVD-GCMT
6784,1991-04-06 11:28:41,0, ,35.766999999999996,28.4165,70.8,No,5,ISC,mb,4.3,5,ISC
6780,1991-03-28 02:49:43,0, ,36.1029,27.8468,95.6,No,5,ISC,mb,4.0,5,ISC
6769,1991-03-11 18:33:44,0, ,37.032,30.965999999999998,112.1,No,41,EHB,Mw,5.1,10,HRVD-GCMT
6767,1991-03-08 09:23:13,0, ,40.8504,27.9093,11.0,No,5,ISC,mb,4.5,5,ISC
6766,1991-03-04 08:41:51,0, ,38.2626,30.273000000000003,8.0,No,5,ISC,mb,4.0,14,NEIC
6765,1991-03-03 08:39:27,0, ,40.637,29.078000000000003,9.1,No,41,EHB,mb,4.6,5,ISC
6764,1991-02-26 22:30:47,0, ,38.4844,26.6658,14.0,No,5,ISC,mb,4.9,5,ISC
6762,1991-02-17 13:51:21,0, ,35.7155,27.4566,38.5,No,5,ISC,mb,4.2,5,ISC
6759,1991-02-12 09:55:01,0, ,40.788000000000004,28.844,14.5,No,41,EHB,mb,4.8,5,ISC
6758,1991-02-09 18:58:12,0, ,38.6543,31.7852,52.8,No,5,ISC,mb,4.8,5,ISC
6756,1991-02-04 19:53:23,0, ,36.155,31.1536,25.7,No,5,ISC,mb,4.1,14,NEIC
6755,1991-02-02 09:09:01,0, ,37.17,42.5897,21.0,No,5,ISC,mb,4.9,5,ISC
6754,1991-02-02 06:54:43,0, ,37.1969,42.5593,26.4,No,5,ISC,mb,4.7,5,ISC
6753,1991-01-30 19:42:53,0, ,37.128,42.668,11.3,No,41,EHB,mb,4.7,5,ISC
6752,1991-01-30 06:30:37,0, ,40.169000000000004,34.0081,20.4,No,5,ISC,mb,4.0,5,ISC
6748,1991-01-25 09:03:52,0, ,36.9821,28.835,2.3,No,5,ISC,mb,4.3,5,ISC
