MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating
2017-02-01,1139,34,Female,C25,College,49939,2015-11-11,,1,1,990360,4
2017-03-01,1139,35,Female,C25,College,49939,2015-11-11,,1,1,3267760,4
2017-04-01,1139,35,Female,C25,College,49939,2015-11-11,,1,1,150280,2
2017-05-01,1139,35,Female,C25,College,49939,2015-11-11,,1,1,279000,2
2017-06-01,1139,35,Female,C25,College,49939,2015-11-11,,1,1,390200,2
2017-07-01,1139,35,Female,C25,College,49939,2015-11-11,,1,1,902400,3
2017-08-01,1139,35,Female,C25,College,49939,2015-11-11,,1,1,284500,3
2017-09-01,1139,35,Female,C25,College,49939,2015-11-11,,1,1,484000,3
2017-10-01,1139,35,Female,C25,College,49939,2015-11-11,,1,1,0,2
2017-11-01,1139,35,Female,C25,College,49939,2015-11-11,,1,1,650300,2
2017-12-01,1139,35,Female,C25,College,49939,2015-11-11,,1,1,265340,2
2016-01-01,1140,25,Male,C29,Bachelor,46856,2015-08-01,,1,1,0,1
2016-02-01,1140,25,Male,C29,Bachelor,46856,2015-08-01,2016-02-09,1,1,0,1
2016-01-01,1141,37,Female,C8,Master,61133,2015-09-15,,3,3,118480,1
2016-02-01,1141,37,Female,C8,Master,61133,2015-09-15,,3,3,0,1
2016-03-01,1141,37,Female,C8,Master,61133,2015-09-15,,3,3,130680,1
2016-04-01,1141,37,Female,C8,Master,61133,2015-09-15,2016-04-05,3,3,0,1
2016-01-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,471080,2
2016-02-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,422840,2
2016-03-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,1076080,2
2016-04-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,1400,3
2016-05-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,366280,3
2016-06-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,415650,3
2016-07-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,145600,2
2016-08-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,294360,2
2016-09-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,412070,2
2016-10-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,0,1
2016-11-01,1143,32,Male,C29,Master,30860,2015-05-14,2016-11-07,1,2,0,1
2017-05-01,1144,33,Male,C4,Master,69412,2017-05-01,,2,2,0,1
2017-06-01,1144,33,Male,C4,Master,69412,2017-05-01,,2,2,0,1
2017-07-01,1144,33,Male,C4,Master,69412,2017-05-01,,2,2,1608480,4
2017-08-01,1144,33,Male,C4,Master,69412,2017-05-01,,2,2,306260,4
2017-09-01,1144,33,Male,C4,Master,69412,2017-05-01,,2,2,1000000,4
2017-10-01,1144,33,Male,C4,Master,69412,2017-05-01,,2,2,1000000,3
2017-11-01,1144,34,Male,C4,Master,69412,2017-05-01,,2,2,1000000,3
2017-12-01,1144,34,Male,C4,Master,69412,2017-05-01,,2,2,307490,3
2017-12-01,1145,31,Male,C20,Master,60118,2017-11-28,,2,2,0,1
2017-02-01,1146,34,Male,C26,Bachelor,27548,2017-01-30,,2,2,0,1
2017-03-01,1146,34,Male,C26,Bachelor,27548,2017-01-30,,2,2,150010,1
2017-04-01,1146,34,Male,C26,Bachelor,27548,2017-01-30,,2,2,0,1
2017-05-01,1146,34,Male,C26,Bachelor,27548,2017-01-30,,2,2,0,1
2017-06-01,1146,34,Male,C26,Bachelor,27548,2017-01-30,,2,2,0,1
2017-07-01,1146,34,Male,C26,Bachelor,27548,2017-01-30,2017-07-05,2,2,0,1
2016-01-01,1147,35,Female,C29,College,69789,2012-10-15,,2,4,989950,1
2016-02-01,1147,35,Female,C29,College,69789,2012-10-15,,2,4,642500,1
2016-03-01,1147,35,Female,C29,College,69789,2012-10-15,,2,4,1189020,1
2016-04-01,1147,35,Female,C29,College,69789,2012-10-15,,2,4,359840,3
2016-05-01,1147,35,Female,C29,College,69789,2012-10-15,,2,4,998530,3
2016-06-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,1163020,3
2016-07-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,1070440,2
2016-08-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,368230,2
2016-09-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,700980,2
2016-10-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,2769600,3
2016-11-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,562440,3
2016-12-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,236450,3
2017-01-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,578810,2
2017-02-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,2345400,2
2017-03-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,3157740,2
2017-04-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,154690,2
2017-05-01,1147,36,Female,C29,College,69789,2012-10-15,,2,4,660110,2
2017-06-01,1147,37,Female,C29,College,69789,2012-10-15,,2,4,1148260,2
2017-07-01,1147,37,Female,C29,College,69789,2012-10-15,,2,4,789730,3
2017-08-01,1147,37,Female,C29,College,69789,2012-10-15,,2,4,1235590,3
2017-09-01,1147,37,Female,C29,College,69789,2012-10-15,,2,4,2036400,3
2017-10-01,1147,37,Female,C29,College,69789,2012-10-15,,2,4,520110,2
2017-11-01,1147,37,Female,C29,College,69789,2012-10-15,,2,4,840790,2
2017-12-01,1147,37,Female,C29,College,69789,2012-10-15,,2,4,1154320,2
2017-04-01,1149,35,Female,C28,Bachelor,82078,2017-03-29,,3,3,0,2
2017-05-01,1149,35,Female,C28,Bachelor,82078,2017-03-29,,3,3,0,2
2017-06-01,1149,35,Female,C28,Bachelor,82078,2017-03-29,,3,3,1061120,2
2017-07-01,1149,35,Female,C28,Bachelor,82078,2017-03-29,,3,3,520750,2
2017-08-01,1149,35,Female,C28,Bachelor,82078,2017-03-29,,3,3,511120,2
2017-09-01,1149,35,Female,C28,Bachelor,82078,2017-03-29,,3,3,513120,2
2017-10-01,1149,35,Female,C28,Bachelor,82078,2017-03-29,,3,3,359400,2
2017-11-01,1149,35,Female,C28,Bachelor,82078,2017-03-29,,3,3,579600,2
2017-12-01,1149,35,Female,C28,Bachelor,82078,2017-03-29,,3,3,503520,2
2017-03-01,1150,34,Female,C1,Master,38572,2017-03-13,,2,2,0,1
2017-04-01,1150,34,Female,C1,Master,38572,2017-03-13,,2,2,0,2
2017-05-01,1150,34,Female,C1,Master,38572,2017-03-13,,2,2,0,2
2017-06-01,1150,35,Female,C1,Master,38572,2017-03-13,,2,2,817270,2
2017-07-01,1150,35,Female,C1,Master,38572,2017-03-13,,2,2,0,1
2017-08-01,1150,35,Female,C1,Master,38572,2017-03-13,,2,2,0,1
2017-09-01,1150,35,Female,C1,Master,38572,2017-03-13,,2,2,302320,1
2017-10-01,1150,35,Female,C1,Master,38572,2017-03-13,,2,2,0,1
2017-11-01,1150,35,Female,C1,Master,38572,2017-03-13,2017-11-14,2,2,0,1
2016-09-01,1151,33,Male,C8,College,103994,2016-08-29,,4,4,0,1
2016-10-01,1151,33,Male,C8,College,103994,2016-08-29,,4,4,0,1
2016-11-01,1151,33,Male,C8,College,103994,2016-08-29,,4,4,0,1
2016-12-01,1151,33,Male,C8,College,103994,2016-08-29,,4,4,140880,1
2017-01-01,1151,33,Male,C8,College,103994,2016-08-29,2017-01-11,4,4,0,1
2016-01-01,1152,33,Female,C23,College,17607,2016-01-05,,2,2,0,1
2016-02-01,1152,33,Female,C23,College,17607,2016-01-05,,2,2,134760,1
2016-03-01,1152,34,Female,C23,College,17607,2016-01-05,2016-02-27,2,2,0,1
2017-11-01,1153,34,Female,C9,Master,108284,2017-11-03,,3,3,0,1
2017-12-01,1153,34,Female,C9,Master,108284,2017-11-03,,3,3,0,1
2016-01-01,1154,33,Male,C12,College,30106,2015-11-24,,1,1,0,1
2016-02-01,1154,33,Male,C12,College,30106,2015-11-24,,1,1,104650,1
2016-03-01,1154,33,Male,C12,College,30106,2015-11-24,,1,1,0,1
2016-04-01,1154,33,Male,C12,College,30106,2015-11-24,,1,1,0,1
2016-05-01,1154,33,Male,C12,College,30106,2015-11-24,2016-05-02,1,1,0,1
2016-01-01,1155,24,Female,C16,Master,51796,2015-11-06,,1,1,215800,1
2016-02-01,1155,25,Female,C16,Master,51796,2015-11-06,,1,1,200000,1
2016-03-01,1155,25,Female,C16,Master,51796,2015-11-06,2016-03-15,1,1,0,1
2016-01-01,1156,31,Male,C27,Bachelor,46239,2015-09-17,,1,1,108740,1
2016-02-01,1156,31,Male,C27,Bachelor,46239,2015-09-17,,1,1,231340,1
2016-03-01,1156,31,Male,C27,Bachelor,46239,2015-09-17,,1,1,103670,1
2016-04-01,1156,31,Male,C27,Bachelor,46239,2015-09-17,,1,1,0,1
2016-05-01,1156,31,Male,C27,Bachelor,46239,2015-09-17,2016-04-30,1,1,0,1
2017-12-01,1157,31,Male,C3,Master,57356,2017-12-07,,1,1,0,1
2016-08-01,1158,32,Female,C24,Bachelor,62905,2016-08-05,,3,3,0,1
2016-09-01,1158,32,Female,C24,Bachelor,62905,2016-08-05,,3,3,0,1
2016-10-01,1158,32,Female,C24,Bachelor,62905,2016-08-05,,3,3,0,2
2016-11-01,1158,32,Female,C24,Bachelor,62905,2016-08-05,,3,3,502040,2
2016-12-01,1158,32,Female,C24,Bachelor,62905,2016-08-05,,3,3,240000,2
2017-01-01,1158,32,Female,C24,Bachelor,62905,2016-08-05,,3,3,200000,1
2017-02-01,1158,33,Female,C24,Bachelor,62905,2016-08-05,,3,3,404720,1
2017-03-01,1158,33,Female,C24,Bachelor,62905,2016-08-05,,3,3,626620,1
2017-04-01,1158,33,Female,C24,Bachelor,62905,2016-08-05,,3,3,0,1
2017-05-01,1158,33,Female,C24,Bachelor,62905,2016-08-05,,3,3,200000,1
2017-06-01,1158,33,Female,C24,Bachelor,62905,2016-08-05,,3,3,183000,1
2017-07-01,1158,33,Female,C24,Bachelor,62905,2016-08-05,2017-07-12,3,3,0,1
2017-08-01,1159,34,Male,C10,Master,50547,2017-08-07,,3,3,0,1
2017-09-01,1159,34,Male,C10,Master,50547,2017-08-07,,3,3,0,1
2017-10-01,1159,34,Male,C10,Master,50547,2017-08-07,,3,3,241900,2
2017-11-01,1159,34,Male,C10,Master,50547,2017-08-07,,3,3,254190,2
2017-12-01,1159,34,Male,C10,Master,50547,2017-08-07,,3,3,204070,2
2017-02-01,1160,28,Male,C7,College,12779,2017-02-21,,1,1,0,1
2017-03-01,1160,28,Male,C7,College,12779,2017-02-21,,1,1,0,1
2017-04-01,1160,28,Male,C7,College,12779,2017-02-21,,1,1,0,1
2017-05-01,1160,28,Male,C7,College,12779,2017-02-21,2017-05-15,1,1,0,1
2016-01-01,1161,28,Male,C12,Bachelor,61247,2014-02-08,,1,2,424060,2
2016-02-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,312630,2
2016-03-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,915540,2
2016-04-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,513750,3
2016-05-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,743330,3
2016-06-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,116350,3
2016-07-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,493970,3
2016-08-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,204370,3
2016-09-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,879860,3
2016-10-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,796020,4
2016-11-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,2057920,4
2016-12-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,1052350,4
2017-01-01,1161,29,Male,C12,Bachelor,61247,2014-02-08,,1,2,1986020,4
2017-02-01,1161,30,Male,C12,Bachelor,61247,2014-02-08,,1,2,2422120,4
2017-03-01,1161,30,Male,C12,Bachelor,61247,2014-02-08,,1,2,7568590,4
2017-04-01,1161,30,Male,C12,Bachelor,61247,2014-02-08,,1,2,456650,3
2017-05-01,1161,30,Male,C12,Bachelor,61247,2014-02-08,,1,2,1049020,3
2017-06-01,1161,30,Male,C12,Bachelor,61247,2014-02-08,,1,2,629610,3
2017-07-01,1161,30,Male,C12,Bachelor,67371,2014-02-08,,1,3,154810,1
2017-08-01,1161,30,Male,C12,Bachelor,67371,2014-02-08,,1,3,0,1
2017-09-01,1161,30,Male,C12,Bachelor,67371,2014-02-08,,1,3,200000,1
2017-10-01,1161,30,Male,C12,Bachelor,67371,2014-02-08,,1,3,304660,1
2017-11-01,1161,30,Male,C12,Bachelor,67371,2014-02-08,,1,3,-50570,1
2017-12-01,1161,30,Male,C12,Bachelor,67371,2014-02-08,,1,3,150510,1
2017-12-01,1162,36,Male,C21,Master,114416,2017-12-14,,3,3,0,1
2016-01-01,1163,24,Female,C8,College,22962,2015-09-15,,1,1,457120,1
2016-02-01,1163,24,Female,C8,College,22962,2015-09-15,2016-02-02,1,1,0,1
2016-01-01,1164,32,Female,C7,Master,32376,2014-08-04,,1,1,400230,3
2016-02-01,1164,32,Female,C7,Master,32376,2014-08-04,,1,1,102510,3
2016-03-01,1164,32,Female,C7,Master,32376,2014-08-04,,1,1,1591010,3
2016-04-01,1164,32,Female,C7,Master,32376,2014-08-04,,1,1,0,3
2016-05-01,1164,32,Female,C7,Master,32376,2014-08-04,,1,1,820650,3
2016-06-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,149660,3
2016-07-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,448640,3
2016-08-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,406030,3
2016-09-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,250590,3
2016-10-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,300540,2
2016-11-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,210000,2
2016-12-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,200000,2
2017-01-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,0,2
2017-02-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,1255190,2
2017-03-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,611050,2
2017-04-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,0,2
2017-05-01,1164,33,Female,C7,Master,32376,2014-08-04,,1,1,157430,2
2017-06-01,1164,34,Female,C7,Master,32376,2014-08-04,,1,1,630000,2
2017-07-01,1164,34,Female,C7,Master,32376,2014-08-04,,1,1,305690,2
2017-08-01,1164,34,Female,C7,Master,32376,2014-08-04,,1,1,965290,2
2017-09-01,1164,34,Female,C7,Master,32376,2014-08-04,,1,1,0,2
2017-10-01,1164,34,Female,C7,Master,32376,2014-08-04,,1,1,410000,2
2017-11-01,1164,34,Female,C7,Master,32376,2014-08-04,2017-11-21,1,1,0,2
2016-01-01,1165,37,Female,C16,Bachelor,89431,2015-10-01,,1,2,4699960,4
2016-02-01,1165,37,Female,C16,Bachelor,89431,2015-10-01,,1,2,1278240,4
2016-03-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,1025770,4
2016-04-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,236520,3
2016-05-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,598490,3
2016-06-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,300220,3
2016-07-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,1057550,3
2016-08-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,459890,3
2016-09-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,1028940,3
2016-10-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,400860,2
2016-11-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,400410,2
2016-12-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,577100,2
2017-01-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,1046810,4
2017-02-01,1165,38,Female,C16,Bachelor,89431,2015-10-01,,1,2,1002680,4
2017-03-01,1165,39,Female,C16,Bachelor,89431,2015-10-01,,1,2,5525300,4
2017-04-01,1165,39,Female,C16,Bachelor,89431,2015-10-01,,1,2,700410,4
2017-05-01,1165,39,Female,C16,Bachelor,89431,2015-10-01,,1,2,908330,4
2017-06-01,1165,39,Female,C16,Bachelor,89431,2015-10-01,,1,2,1532330,4
2017-07-01,1165,39,Female,C16,Bachelor,89431,2015-10-01,,1,2,850000,3
2017-08-01,1165,39,Female,C16,Bachelor,89431,2015-10-01,,1,2,890920,3
2017-09-01,1165,39,Female,C16,Bachelor,98374,2015-10-01,,1,3,874300,3
2017-10-01,1165,39,Female,C16,Bachelor,98374,2015-10-01,,1,3,854240,4
2017-11-01,1165,39,Female,C16,Bachelor,98374,2015-10-01,,1,3,953760,4
2017-12-01,1165,39,Female,C16,Bachelor,98374,2015-10-01,,1,3,2049680,4
2017-08-01,1166,35,Male,C10,Bachelor,18378,2017-08-07,,1,1,0,1
2017-09-01,1166,35,Male,C10,Bachelor,18378,2017-08-07,,1,1,0,1
2017-10-01,1166,35,Male,C10,Bachelor,18378,2017-08-07,,1,1,0,1
2017-11-01,1166,35,Male,C10,Bachelor,18378,2017-08-07,2017-11-02,1,1,0,1
2016-01-01,1167,28,Male,C23,College,22895,2014-08-25,,1,2,200000,1
2016-02-01,1167,28,Male,C23,College,22895,2014-08-25,,1,2,202050,1
2016-03-01,1167,28,Male,C23,College,22895,2014-08-25,,1,2,400030,1
2016-04-01,1167,28,Male,C23,College,22895,2014-08-25,,1,2,145690,1
2016-05-01,1167,28,Male,C23,College,22895,2014-08-25,,1,2,148740,1
2016-06-01,1167,28,Male,C23,College,22895,2014-08-25,,1,2,0,1
2016-07-01,1167,28,Male,C23,College,22895,2014-08-25,,1,2,800000,2
2016-08-01,1167,28,Male,C23,College,22895,2014-08-25,,1,2,200000,2
2016-09-01,1167,29,Male,C23,College,22895,2014-08-25,,1,2,0,2
2016-10-01,1167,29,Male,C23,College,22895,2014-08-25,,1,2,0,1
2016-11-01,1167,29,Male,C23,College,22895,2014-08-25,2016-11-01,1,2,0,1
2017-08-01,1169,32,Male,C21,Bachelor,95188,2017-07-31,,3,3,0,1
2017-09-01,1169,32,Male,C21,Bachelor,95188,2017-07-31,,3,3,0,1
2017-10-01,1169,32,Male,C21,Bachelor,95188,2017-07-31,,3,3,200060,2
2017-11-01,1169,32,Male,C21,Bachelor,95188,2017-07-31,,3,3,507840,2
2017-12-01,1169,33,Male,C21,Bachelor,95188,2017-07-31,,3,3,301170,2
2016-12-01,1172,28,Male,C9,Bachelor,76076,2016-12-01,,2,2,0,1
2017-01-01,1172,28,Male,C9,Bachelor,76076,2016-12-01,,2,2,350000,2
2017-02-01,1172,28,Male,C9,Bachelor,76076,2016-12-01,,2,2,350000,2
2017-03-01,1172,28,Male,C9,Bachelor,76076,2016-12-01,,2,2,1721260,2
2017-04-01,1172,28,Male,C9,Bachelor,76076,2016-12-01,,2,2,254000,1
2017-05-01,1172,28,Male,C9,Bachelor,76076,2016-12-01,2017-05-22,2,2,0,1
2016-01-01,1173,39,Male,C22,Master,26301,2013-05-06,,1,1,213200,3
2016-02-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,253890,3
2016-03-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,1677270,3
2016-04-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,0,2
2016-05-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,110840,2
2016-06-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,200000,2
2016-07-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,618650,4
2016-08-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,0,4
2016-09-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,1345020,4
2016-10-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,1371060,3
2016-11-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,394080,3
2016-12-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,0,3
2017-01-01,1173,40,Male,C22,Master,26301,2013-05-06,,1,1,0,1
2017-02-01,1173,41,Male,C22,Master,26301,2013-05-06,,1,1,0,1
2017-03-01,1173,41,Male,C22,Master,26301,2013-05-06,,1,1,0,1
2017-04-01,1173,41,Male,C22,Master,26301,2013-05-06,,1,1,0,1
2017-05-01,1173,41,Male,C22,Master,26301,2013-05-06,,1,1,0,1
2017-06-01,1173,41,Male,C22,Master,26301,2013-05-06,,1,1,400000,1
2016-01-01,1175,41,Female,C27,Master,52588,2014-12-06,,1,1,515070,3
2016-02-01,1175,41,Female,C27,Master,52588,2014-12-06,,1,1,929400,3
2016-03-01,1175,41,Female,C27,Master,52588,2014-12-06,,1,1,647440,3
2016-04-01,1175,41,Female,C27,Master,52588,2014-12-06,,1,1,510540,3
2016-05-01,1175,41,Female,C27,Master,52588,2014-12-06,,1,1,0,3
2016-06-01,1175,41,Female,C27,Master,52588,2014-12-06,,1,1,350650,3
2016-07-01,1175,41,Female,C27,Master,52588,2014-12-06,,1,1,200000,2
2016-08-01,1175,42,Female,C27,Master,52588,2014-12-06,,1,1,0,2
2016-09-01,1175,42,Female,C27,Master,52588,2014-12-06,,1,1,300000,2
2016-10-01,1175,42,Female,C27,Master,52588,2014-12-06,,1,1,251000,2
2016-11-01,1175,42,Female,C27,Master,52588,2014-12-06,2016-11-09,1,1,0,2
2016-11-01,1177,25,Male,C27,College,23094,2016-11-01,,1,1,0,1
2016-12-01,1177,25,Male,C27,College,23094,2016-11-01,,1,1,0,1
2017-01-01,1177,25,Male,C27,College,23094,2016-11-01,,1,1,350000,3
2017-02-01,1177,25,Male,C27,College,23094,2016-11-01,,1,1,586040,3
2017-03-01,1177,25,Male,C27,College,23094,2016-11-01,,1,1,1243050,3
2017-04-01,1177,25,Male,C27,College,23094,2016-11-01,,1,1,152230,3
2017-05-01,1177,25,Male,C27,College,23094,2016-11-01,,1,1,484850,3
2017-06-01,1177,25,Male,C27,College,23094,2016-11-01,,1,1,1258110,3
2017-07-01,1177,26,Male,C27,College,23094,2016-11-01,,1,1,503780,3
2017-08-01,1177,26,Male,C27,College,23094,2016-11-01,,1,1,594210,3
2017-09-01,1177,26,Male,C27,College,23094,2016-11-01,,1,1,970730,3
2017-10-01,1177,26,Male,C27,College,23094,2016-11-01,,1,1,872650,4
2017-11-01,1177,26,Male,C27,College,23094,2016-11-01,,1,1,1427370,4
2017-12-01,1177,26,Male,C27,College,23094,2016-11-01,,1,1,1450740,4
2017-03-01,1178,41,Male,C16,Bachelor,71974,2017-03-09,,3,3,0,1
2017-04-01,1178,41,Male,C16,Bachelor,71974,2017-03-09,,3,3,0,1
2017-05-01,1178,42,Male,C16,Bachelor,71974,2017-03-09,,3,3,0,1
2017-06-01,1178,42,Male,C16,Bachelor,71974,2017-03-09,,3,3,0,1
2017-07-01,1178,42,Male,C16,Bachelor,71974,2017-03-09,,3,3,252930,2
2017-08-01,1178,42,Male,C16,Bachelor,71974,2017-03-09,,3,3,0,2
2017-09-01,1178,42,Male,C16,Bachelor,71974,2017-03-09,,3,3,579690,2
2017-10-01,1178,42,Male,C16,Bachelor,71974,2017-03-09,,3,3,0,1
2017-11-01,1178,42,Male,C16,Bachelor,71974,2017-03-09,,3,3,0,1
2017-12-01,1178,42,Male,C16,Bachelor,71974,2017-03-09,,3,3,665090,1
2016-01-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,953670,2
2016-02-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,493430,2
2016-03-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,1510650,2
2016-04-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,541320,3
2016-05-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,126220,3
2016-06-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,688870,3
2016-07-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,399610,3
2016-08-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,651250,3
2016-09-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,751580,3
2016-10-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,862750,3
2016-11-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,673120,3
2016-12-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,272600,3
2017-01-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,1514320,3
2017-02-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,282190,3
2017-03-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,3410520,3
2017-04-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,1450000,4
2017-05-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,518690,4
2017-06-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,352420,4
2017-07-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,502130,2
2017-08-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,202640,2
2017-09-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,349760,2
2017-10-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,477870,2
2017-11-01,1179,51,Female,C18,Bachelor,78200,2014-01-13,,1,3,150610,2
2017-12-01,1179,52,Female,C18,Bachelor,78200,2014-01-13,,1,3,150960,2
2017-06-01,1180,33,Female,C16,Bachelor,66416,2017-06-14,,2,2,0,1
2017-07-01,1180,33,Female,C16,Bachelor,66416,2017-06-14,,2,2,0,1
2017-08-01,1180,33,Female,C16,Bachelor,66416,2017-06-14,,2,2,0,1
2017-09-01,1180,33,Female,C16,Bachelor,66416,2017-06-14,2017-09-27,2,2,0,1
2016-01-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,10398160,4
2016-02-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,1481740,4
2016-03-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,13588750,4
2016-04-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,379390,3
2016-05-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,1136510,3
2016-06-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,1128770,3
2016-07-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,665920,3
2016-08-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,742410,3
2016-09-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,2992750,3
2016-10-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,1379350,3
2016-11-01,1181,33,Female,C22,Bachelor,122554,2012-11-05,,1,4,2000000,3
2016-12-01,1181,33,Female,C22,Bachelor,122554,2012-11-05,,1,4,1485030,3
2017-01-01,1181,33,Female,C22,Bachelor,122554,2012-11-05,,1,4,2679360,2
2017-02-01,1181,33,Female,C22,Bachelor,122554,2012-11-05,,1,4,2432580,2
2017-03-01,1181,33,Female,C22,Bachelor,122554,2012-11-05,,1,4,2287040,2
2017-04-01,1181,33,Female,C22,Bachelor,122554,2012-11-05,,1,4,2929560,3
2017-05-01,1181,33,Female,C22,Bachelor,122554,2012-11-05,,1,4,193950,3
